,premise,hypothesis,lang_abv,label
43,मैं योजना स्कूल सिस्टम में हूं और रिचर्डसन में रहता हूं और इस स्कूल में भाग लेने वाले बच्चों के शैक्षिक और आर्थिक पृष्ठभूमि के संदर्भ में एक वास्तविक भेदभाव है,वहाँ बहुत सारे गरीब छात्र और बहुत कम अमीर हैं।,hi,1
44,ठीक है और और मुझे लगता है कि हम बस उठ रहे हैं मुझे नहीं लगता कि हमें कुछ और करना है,"यह तो है, हम बस ऊपर लटका रहे हैं, है ना?",hi,0
45,"उन्होंने प्राकृतिक संसाधनों पर पूंजीकरण किया, जो मछली का इलाज करने के लिए नमक का उपयोग किया, जिसे उन्होंने अपने देश में निर्यात किया।",वे मछली को ठीक करने के लिए नमक का उपयोग करते थे और इसे घर भेजते थे।,hi,0
46,"समाचार कंप्यूटर उपयोगकर्ताओं को स्पष्ट, आसानी से क्रैक किए गए पासवर्ड का चयन करने के लिए सलाह देता है और बुनियादी सुरक्षा सावधानियों को अनदेखा करने के लिए सिस्टम व्यवस्थापकों को निराश करता है।",समाचार आउटलेट सुरक्षा उल्लंघनों के लिए उपयोगकर्ताओं या सिस्टम प्रबंधकों को दोष नहीं देते हैं।,hi,2
47,"उनके अच्छे भाग्य के लिए, वह उन्हें सही साबित करता है।",वह दिखाता है कि वे सही थे।,hi,0
48,इसके बजाय McIntyre का उपयोग करने के लिए बहुत बुरा चुना।,McIntyre को बंद पिचर के रूप में इस्तेमाल करने के लिए चुना गया था।,hi,1
49,और दूसरी बात यह है कि यह एक डीलर को लाने के लिए लगभग निषिद्ध है,यह एक विक्रेता के लिए इसे लाने के लिए सस्ता है।,hi,2
50,WHOLE LIFE POLICES - नीतियां जो बीमाकर्ता के पूरे जीवन के लिए बीमा प्रदान करती हैं और आय (आपकी राशि) केवल बीमाकर्ता की मृत्यु के बाद भुगतान की जाती है।,एक पूरे जीवन नीति किसी ऐसे व्यक्ति के लिए सबसे अच्छा विकल्प है जो 90 के दशक तक रहने की उम्मीद करता है।,hi,1
51,"2466, चार संग्रहों पर चर्चा करता है, जिसमें स्थापित और संचालित माइक्रोवेव लिंक की न्यूनतम संख्या की प्रमाणन और कंप्यूटर-पढ़ने योग्य डेटाबेस का रखरखाव शामिल है।",2466 चार संग्रहों पर चर्चा करता है।,hi,0
52,"महिलाओं का स्वर्ग, जो घरेलू हिंसा के पीड़ितों के लिए आश्रय और पहुंच प्रदान करता है, पहले से ही एक पूर्णकालिक वकील है।",महिलाओं के जंगल में पहले से ही एक पूर्णकालिक वकील है।,hi,0
53,उच्च आर्द्रता,बढ़ती पानी की मात्रा के साथ हवा,hi,0
54,"हमें कई मुद्दों पर इन अलग-अलग भूमिकाओं के प्रभावों को देखना होगा, जैसे एसईएस के मुख्य योग्यता, प्रदर्शन मानकों, भर्ती स्रोतों, गतिशीलता, और प्रशिक्षण और विकास कार्यक्रम।",हम पूरी तरह से गतिशीलता पर भूमिकाओं के प्रभावों को अनदेखा कर सकते हैं।,hi,2
55,हाँ हाँ हाँ ठीक है क्योंकि यही वह तरीका है जिससे वे बाहर की तरह दिख सकते हैं लेकिन लड़का वहां बहुत कुछ चल रहा है,सतह पर एक और परत है।,hi,0
56,"इस स्थिति में, बेहतर सेवा के मेलर के लिए मूल्य को काम करने की लागत के साथ-साथ माना जाएगा।",इस मामले में काम करने की लागत पर कोई विचार नहीं किया जाएगा।,hi,2
57,क्या सामान्यता का मूल्यांकन करने के लिए पर्याप्त जानकारी है?,आउटपुट जानकारी बहुत व्यापक है।,hi,1
58,"राजनैतिक सफाई जो अधिग्रहण प्रक्रिया के माध्यम से नहीं हुई, क्लिंटन को एक बड़ी और गंभीर बोझ के साथ छोड़ देती है।",इस प्रक्रिया में क्लिंटन के पति को भी शामिल किया गया।,hi,1
59,क्या यह नहीं है मैं याद कर सकता हूं मैं केवल आठ साल यहां रहा हूं लेकिन मुझे याद कर सकता हूं कि मैं काम करने के लिए आया हूं मैं विली में रहना चाहता था और मैं डलास के केंद्र को देख सकता था,मैं सिर्फ दो साल के लिए यहां रहा हूं।,hi,2
60,"1980 और 1990 के दशक में, संयुक्त राज्य अमेरिका विदेश से वित्तपोषण को आकर्षित करके बचाए गए से अधिक निवेश करने में सक्षम था।",अमेरिका 1980 और 90 के दशक में निवेश की तुलना में अधिक बचत कर सकता है।,hi,2
61,"विश्वसनीयता एक महत्वपूर्ण कारक है, और जिम लेजर वास्तव में इसे रखता है।",हर कोई जो कुछ भी कहता है उस पर विश्वास करेगा।,hi,1
62,यहां एक व्यक्ति होना चाहिए जो इस दुनिया में क्या हो रहा था के बारे में अधिक जानता था कि वह अब क्या कर रहा है।,वह जानता था कि वह क्या हो रहा है के बारे में किसी भी विचार के साथ एकमात्र व्यक्ति था।,hi,2
63,"इसके स्कोर में सटीकता, गति और समय, इकाई लागत, ग्राहक संतुष्टि, और कर्मचारियों के विकास और संतुष्टि के लिए उपाय शामिल थे।",सटीकता और गति स्कोरकार्ड पर सूचीबद्ध पहले माप हैं।,hi,1
64,"प्रवेश रैम्प के बाईं ओर एथेंस के मंदिर द्वारा एक बार कब्जा किए गए खुले स्थान है, जिसके पास पेर्गमेन पुस्तकालय के अवशेष हैं।",रैम्प से कोई अवशेष नहीं दिखाई देता है।,hi,2
65,"यदि आप इजरायली लोक नृत्य सीखने के लिए उत्सुक हैं, तो हेफ्टमैन स्ट्रीट पर Bicurei Ha'etim Cellar आपको सिखाएगा।",Bicurei Ha'etim Cellar इजरायली लोक नृत्य सीखने के लिए एकमात्र जगह है।,hi,1
66,या शेरलॉक होम्स?,क्या यह शेरलॉक होम्स था?,hi,0
67,"हालांकि दोनों शहरों को रेल द्वारा अवरुद्ध रखा गया था, यह जल्दी से बदलने के लिए था।",दोनों शहरों के बीच कोई रेलवे नहीं था।,hi,0
68,पर्यटन सूचना कार्यालय बहुत उपयोगी हो सकते हैं।,पर्यटन सूचना कार्यालय कभी भी किसी भी मदद से नहीं हैं।,hi,2
69,"व्यावसायिक प्रणाली, प्रक्रियाओं और संसाधनों के मुद्दों को संबोधित करने के लिए अधिक विस्तृत कार्यान्वयन योजनाओं की भी आवश्यकता होगी।","व्यावसायिक प्रणाली, प्रक्रियाओं और संसाधनों को संबोधित करने के लिए विस्तृत कार्यान्वयन योजनाएं आवश्यक हैं",hi,0
70,"सबसे पहले, इंजेक्ट किए गए कैनबिनोइड धूम्रपान किए गए मारिजुआना के प्रभावों को दर्शा नहीं सकते हैं।",मरीज की धूम्रपान लोगों को कैनबिनोइड के साथ उन्हें इंजेक्ट करने की तुलना में अधिक प्राप्त करता है।,hi,1
71,डेटा को आवश्यक अतिरिक्त प्रबंधन जानकारी के रूप में प्रस्तुत किया जाएगा जो संघीय सरकार की एकीकृत वित्तीय रिपोर्टों के साथ आता है लेकिन इसकी घटकों की व्यक्तिगत रिपोर्टों में नहीं।,डेटा को संघीय सरकार के संरचनात्मक इकाइयों के बारे में व्यक्तिगत रिपोर्टों में शामिल किया जाएगा।,hi,2
72,Boca da Corrida Encumeada (मध्यम; 5 घंटे): Curral das Freiras और Ribeiro do Poco घाटी का दृश्य।,"""Curral da Freiras और Ribeiro do Poco की घाटी का दृश्य"" अध्याय 5 है।",hi,1
73,"ब्याज दर - प्रति वर्ष उधार किए गए पैसे की इकाई या अन्य समय इकाई के लिए भुगतान की गई कीमत, आमतौर पर एक प्रतिशत के रूप में व्यक्त की जाती है।",ब्याज दर शून्य से 15 प्रतिशत तक हो सकती है।,hi,1
74,यह उस जैक से बाहर निकलने के लिए दयालु है कि यह सही है ओह यह एक मजेदार कहानी है,मुझे इस कहानी को बताने का आनंद मिलेगा।,hi,1
75,"श्री Erlenborn ने नॉट्रेडेम विश्वविद्यालय, इंडियाना विश्वविद्यालय, इलिनोइस विश्वविद्यालय और शिकागो के लॉयाला विश्वविद्यालय में स्नातक पाठ्यक्रमों में भाग लिया।",श्री Erlenborn कम से कम चार अलग-अलग विश्वविद्यालयों में कक्षाओं में भाग लिया।,hi,0
76,"इसलिए, ऐसे लोगों के विपरीत जो वकीलों को भुगतान करने में सक्षम होने के लिए पर्याप्त भाग्यशाली हैं और एक और वकील के पास जा सकते हैं, हमारे ग्राहक केवल कानूनी प्रणाली में खो जाते हैं यदि वे हमसे इसका उपयोग नहीं कर सकते हैं।",हमारे ग्राहक वकीलों और वकीलों के बीच बंधन के लिए भुगतान कर सकते हैं।,hi,2
77,"आखिरकार, महिला ने अपनी आँखें खोल दीं।",उसने अपनी आँखें खोलीं।,hi,0
78,सबसे अच्छा यह है कि अब्सालोम (रानी दाऊद का बेटा) की विशाल कोनिकल-गुलाबी कब्र / स्तंभ।,अब्सालोम की कब्र / स्तंभ में एक बड़ा कोन-आकार की छत है।,hi,0
79,जब तक कि रीज़ का उल्लेख एक यादृच्छिक नोट नहीं था?,क्या रिजल्ट को याद किया गया था?,hi,0
80,ये चार वाक्यांश हैं जिन्हें आप हमेशा प्रोफेसर को ट्रैक से बाहर फेंकने के लिए plagiarized पेपर में डालते हैं।,ये चार वाक्यांश प्रोफेसरों को पैराग्राफ पर स्किम करने के लिए मजबूर करते हैं और अनजाने में plagiarized जानकारी को छोड़ देते हैं।,hi,1
81,इस आदमी का दावा है कि उसे रास्ते में चोरी कर लिया गया है और यूरोप या मध्य पूर्व में कहीं एक हवाई अड्डे पर पैसे या उड़ान टिकट के बिना फेंक दिया गया है।,उन्होंने कहा कि उन्हें सड़क पर चोरी कर लिया गया था और उनके पास पैसा या विमान टिकट नहीं था।,hi,0
82,यह 1820 के दशक में स्कॉटिश राष्ट्रीय गर्व का प्रतीक के रूप में तैयार किया गया था और उस समय लोकप्रिय नियोक्लासिक शैली के विपरीत एक मिनी-पार्टेन के रूप में डिज़ाइन किया गया था।,यह Parthenon का एक छोटा संस्करण बनने के लिए डिज़ाइन किया गया था।,hi,0
83,"हालांकि दावा डेटा स्वास्थ्य देखभाल के उपयोग के बारे में सबसे सटीक जानकारी प्रदान करता है, रोगी से जानकारी प्राप्त करने के उद्देश्य से पर्याप्त ट्रैकिंग सुनिश्चित करना महत्वपूर्ण है क्योंकि बहुत से लोग बीमा कंपनियों को शराब से संबंधित घटनाओं की रिपोर्ट नहीं करते हैं।","शराब से संबंधित घटनाएं जो बीमारी में योगदान देती हैं, अक्सर रोगियों द्वारा उनके बीमा कंपनियों को रिपोर्ट नहीं की जाती हैं।",hi,0
84,"क्या आप कृपया इस मुद्दे पर बात कर सकते हैं, सार्वजनिक रूप से मक्खन मक्खन के सामाजिक विभाजन के संबंध में?","आप सार्वजनिक रूप से मक्खन मक्खन के बारे में कोई राय नहीं है, मैं देखता हूं।",hi,2
85,H-2A श्रमिकों को देश छोड़ना होगा और ऐसा करने में विफल होने के कारण उन्हें निकाल दिया जाएगा।,H-2A कार्यकर्ता ने एक अपराध किया है।,hi,1
86,शोधकर्ताओं ने उम्मीद की तनाव जैसे कि मेल में एक चेक की हानि और प्रियजनों की बीमारी पाई।,"तनाव लोगों को प्रभावित करता है, जैसा कि शोधकर्ताओं ने उम्मीद की थी।",hi,0
87,आपको इसके माध्यम से चलना होगा),आप वहां रह सकते हैं जहां आप हैं।,hi,2
88,"यहूदा और इस्राएल के राजाओं का प्रतिनिधित्व करने वाले 28 राज्यों को Viollet-le-Duc के चित्रों के बाद पुनर्निर्माण किया गया है; मूलों को क्रांति के दौरान खींचा गया था, क्योंकि उन्हें फ्रांस के राजाओं के रूप में माना जाता था।","जिन लोगों ने मूर्तियों को फेंक दिया, उन्हें निष्पादित कर दिया गया।",hi,1
89,क़ादान ने उनके पीछे दरवाजा बंद कर दिया और न को पकड़ लिया।,"क़ादान ने दरवाजा बंद कर दिया, जब वे प्रवेश कर रहे थे, और इसे बंधन के साथ बंद कर दिया।",hi,0
90,लुईसियन की तरह छोटे शहर तेल क्षेत्रों के चारों ओर फैल गए; मुख्य ट्रेन लाइन उनके बीच जुड़ी हुई थी।,एक मुख्य ट्रेन लाइन सभी छोटे शहरों के बीच चला गया।,hi,0
91,मुझे लगता है कि जो लोग हैं उनके पास एक कम आय है जिसे आप स्वचालित रूप से कम शिक्षा के साथ बराबर करते हैं,मुझे लगता है कि उच्च आय कम शिक्षा के बराबर है।,hi,2
92,"अच्छी खुशी के साथ रहें,","मज़े करो, क्योंकि बीयर का समय निकट है।",hi,1
93,"इस इतिहास की समीक्षा करते समय, कुछ महत्वपूर्ण अंतर करना महत्वपूर्ण है।",अतीत का विश्लेषण करने में कोई दिक्कत नहीं है।,hi,2
94,"ब्लैक नदी, 71 किलोमीटर (44 मील) की दूरी पर, जमैका में सबसे लंबा है; यह एक रक्त मार्ग था जिसे रम और लम्बे को घरेलू पौधों से परिवहन करने के लिए इस्तेमाल किया गया था।",ब्लैक नदी को अपना नाम दिया गया क्योंकि इसके प्रवाह में पानी वास्तव में काला है।,hi,1
95,हमारे शहर में पांच हजार हम में से एक है जो uh स्थानीय एफएम एएम स्टेशन है और उनकी खबर सीएनएन से खिलाया जाता है भी uh यह अधिक है uh,नगर रेडियो स्टेशन ने कभी भी किसी भी राष्ट्रीय समाचार स्रोत पर भरोसा नहीं किया।,hi,2
96,नियंत्रण गतिविधियों के कुछ श्रेणियां हैं जो सभी एजेंसियों के लिए आम हैं।,नियंत्रण गतिविधियां जैसे कि सुरक्षित व्यावसायिक अभ्यास सभी एजेंसियों में सार्वभौमिक रूप से आम हैं।,hi,1
97,"बैठक में 100 से अधिक न्यायाधीश, वकील और सम्मानजनक उपस्थित थे।",बैठक के लिए केवल दो लोग उपस्थित थे।,hi,2
98,वह एड्रिन के बारे में भूल गया था।,इस बार वह एड्रन को याद कर रहा था।,hi,2
99,"दूसरे शब्दों में, अखबार ने राजनेताओं को शामिल करने वाले संभावित हित संघर्षों को उजागर करने के बहुत ही विशिष्ट पत्रकारिता टिक को प्रदर्शित किया, जबकि पत्रकारों को शामिल करने वाले लोगों को अनदेखा किया।","अखबार से पता चलता है कि पत्रकार राजनेताओं के आसपास संभावित हित संघर्षों को उजागर करते हैं, लेकिन कभी भी अन्य पत्रकारों को उजागर नहीं करते हैं।",hi,0
100,किशोर पुनर्जागरण का अंतिम कारण बूमर आत्म-प्रेरणा है।,बूमर आत्म-समर्पण किशोर पुनर्जागरण के कारणों में से एक है।,hi,0
101,"1505 में कोलंबस की मृत्यु के बाद, जमैका अपने बेटे डिएगो की संपत्ति बन गया, जिसने द्वीप के गवर्नर के रूप में डॉन जुआन डी एस्क्विवेल को भेजा।","जमैकिया को कोलंबस के बेटे, डायगो द्वारा विरासत में रखा गया था।",hi,0
102,"इसके बजाय, डॉ डग रॉस को अगले दो एपिसोड के दौरान मजबूर किया जा रहा है क्योंकि मैवरिक हृदय रोग एक अंततः बीमार लड़के को एक अनधिकृत दर्दनाक देता है (शुक्रवार, 10 बजे)।",जॉर्ज क्लूनी अपनी नौकरी खो देंगे क्योंकि निर्माताओं का मानना है कि वह कार्य नहीं कर सकता है।,hi,2
103,"120 ""क्या आपको नहीं लगता कि मुझे पुलिस के पास जाना चाहिए?",क्या मुझे पुलिस के पास नहीं जाना चाहिए?,hi,0
104,"हाँ, क्योंकि मुझे लगता है कि उन चीजों को आप जानते हैं",क्योंकि वे आसानी से जीवित रहेंगे।,hi,2
105,हमने अपने कर्मचारियों को सशक्त बनाने और निवेश करने के लिए कई कदम उठाए हैं।,हमारे द्वारा किए गए कदम कर्मचारियों के लिए कार्यक्रमों को स्थापित करते हैं।,hi,0
106,"भाषण के मामले में, फिस का मानना है कि अमेरिकी जनता के लिए कम उज्ज्वल होने का कारण वह चाहता था कि इस तरह के मुद्दों के बारे में हो, जैसे कि फेमिनिज्म, समलैंगिक अधिकार, और उद्योग के विनियमन, यह है कि लोगों को उन विचारों और जानकारी तक पहुंच से इनकार कर दिया जाता है जो उन्हें उज्ज्वल करेगा।","अमेरिका के लोग विवादास्पद विषयों के बारे में बहुत अच्छी तरह से सूचित हैं, फिस के अनुसार।",hi,2
