,premise,hypothesis,lang_abv,label
29,"Il y a longtemps - ou loin, ou quoi que ce soit - il y avait un monde appelé Thar? et un autre appelé Erath.",Erath est le seul monde qui a jamais existé.,fr,2
30,"Alors, tout le temps, c’était dans la vase d’ail dans la chambre de Mme Inglethorp, sous nos propres nez?","Donc il était caché dans un autre pays, impossible pour nous de trouver?",fr,2
31,parce que j'ai toujours dû le faire et donc je paye à quelqu'un d'autre pour le faire et ils font ce qu'ils font le coup qu'ils fécondent ils um edge et um je pense que cette année je vais avoir un peu de paysage mis en place,Je n’ai jamais développé un amour pour le jardinage.,fr,1
32,Elle est un peu obsédée à propos de sa sauce.,Sa sauce est si compliquée qu’elle est obsédée par la perfectionnement de chaque ingrédient.,fr,1
33,"Au lieu de cela, les enfants d’aujourd’hui ne sont pas seulement de petits ensembles de joie, mais sont aussi probablement les symboles ultimes du succès et du statut mondiaux.","Alors que les enfants d'aujourd'hui sont des symboles de succès et de statut, et leurs parents sont aussi.",fr,1
34,La guerre civile chinoise a envoyé des échoes effrayantes à Hong Kong.,Le Japon a combattu une guerre civile.,fr,2
35,"Les sept subventions découlent d'un nouveau programme de construction de capacités à but non lucratif à la fondation, faisant partie d'une tendance parmi les philanthropistes à donner de l'argent pour aider les organisations à grandir plus fort, plutôt que les services de programme qu'ils fournissent.","Les subventions découlent d’un programme de construction de capacités à but non lucratif à la fondation, exemplifiant une tendance parmi les philanthropistes pour donner de l’argent à développer des organisations et ensuite les prendre.",fr,1
36,"Ou, l’éligibilité pourrait être limitée à ceux qui ont déjà été enceintes, ou au moins sexuellement actifs; à ceux qui ont plus de 13 ans ou moins de 21 ans; ou une certaine combinaison de celle-ci.",L’âge du consentement est également 21 ans.,fr,1
37,"En ce sens, ramener Steve Jobs pour sauver Apple est comme apporter le génie.",Steve Jobs est de retour chez Apple.,fr,0
38,ou ils avaient quelqu'un à la maison qui était malade qu'ils avaient tendance à me dire que vous ne pouvez pas tout le monde,Ils n’avaient rien à faire.,fr,2
39,"De génération à génération (Michiko Kakutani, le New York Times) Quelques-uns, comme Pearl K. Bell dans le Wall Street Journal, trouvent un surfeu de docilité doucement obéissante dans le roman et disent que les parties sont dangereusement au bord de la sentimentalité.",Ils se plaignaient que le roman manquait d'émotions.,fr,2
40,"Pas de problème, une bonne politique.","Ne vous inquiétez pas, bonne politique!",fr,0
41,"Le m'tro (subway) est le moyen le plus rapide de se déplacer autour de la ville, mais les bus, à la fois dans la capitale et dans les autres grandes villes, sont les meilleurs pour prendre dans les visites.",Prendre le métro est un bon moyen d'expérimenter la vie de la grande ville.,fr,2
42,Ils étaient tellement sûrs de eux-mêmes qu’ils l’ont pris pour qu’il ait commis une erreur. »,Ils ont simplement supposé qu'il avait commis une erreur.,fr,0
43,je suis sur je suis dans le système scolaire Plano et je vis à Richardson et il y a une véritable dichotomie en termes d'éducation et d'économie des enfants qui vont participer à cette école,Il y a un grand nombre d’étudiants pauvres et très peu de riches.,fr,1
44,"OK et je pense que nous nous pendons, je ne pense pas que nous devons faire autre chose","C’est ça, on se pend, n’est-ce pas?",fr,0
45,"Ils ont capitalisé sur les ressources naturelles en utilisant le sel pour guérir les poissons, qu’ils ont exportés vers leur pays d’origine.",Ils ont utilisé du sel pour guérir les poissons et l'ont envoyé à la maison.,fr,0
46,"Les nouvelles conseillent les utilisateurs d’ordinateurs de choisir des mots de passe évidents, facilement cassés et chastisent les administrateurs du système pour ignorer les précautions de sécurité de base.",Les outils d'information ne blâment pas les utilisateurs ou les administrateurs de systèmes pour des violations de sécurité.,fr,2
47,"Pour leur bonheur, il leur prouve raison.",Il a montré qu’ils avaient raison.,fr,0
48,Trop mauvais il a choisi d'utiliser McIntyre au lieu.,McIntyre a été choisi pour être utilisé comme le pitcher de fermeture.,fr,1
49,Et l'autre est le coût qu'il est presque interdit de l'apporter à un distributeur,Il est bon de l’amener à un distributeur.,fr,2
50,Les politiques qui fournissent l’assurance sur toute la vie de l’assuré et les revenus (moins de personne) ne sont payées que après la mort de l’assuré.,Une politique de vie entière est la meilleure option pour quelqu'un qui espère vivre jusqu'à l'âge de 90 ans.,fr,1
51,"2466, discute les quatre collections, qui comprennent la certification d'un nombre minimum de liens micro-ondes installés et opérationnels et le maintien d'une base de données informatique lisible.",2466 discutent de quatre collections.,fr,0
52,"Le Paradis des Femmes, qui fournit refuge et accès aux victimes de violence domestique, dispose déjà d’un avocat à temps plein.",Il y a déjà un avocat à temps plein dans le jardin des femmes.,fr,0
53,- haute humidité,L’air avec un niveau élevé d’eau.,fr,0
54,"Nous devons examiner les implications que ces rôles différents ont pour une gamme de questions telles que les compétences de base du SES, les normes de performance, les sources de recrutement, la mobilité et les programmes de formation et de développement.",Nous pouvons complètement ignorer les implications des rôles sur la mobilité.,fr,2
55,Oui oui oui bien parce que c'est la façon dont ils pourraient paraître à l'extérieur mais garçon il y a beaucoup de choses à faire là-bas,Il y a une autre couche sur la surface.,fr,0
56,"Dans cette situation, la valeur au courrier du service amélioré sera considérée avec le coût de la réalisation du travail.",Aucun coût ne sera pris en considération dans ce cas.,fr,2
57,Y a-t-il des informations suffisantes pour juger la généralisabilité?,Les informations de sortie sont trop généralisées.,fr,1
58,Le nettoyage politique qui n’a pas eu lieu à travers le processus d’impeachment laisse Clinton avec un grand et grave fardeau.,Le processus d'impeachment a également impliqué le mari de Clinton.,fr,1
59,Est-ce que je ne peux m'en souvenir que j'ai été ici pendant huit ans mais je peux m'en souvenir de venir au travail depuis que je vivais à Wylie et je pouvais voir le centre-ville de Dallas,Je ne suis là que pendant deux ans.,fr,2
60,"Au cours de la plupart des années 1980 et 1990, les États-Unis ont été en mesure d'investir plus que ce qu'ils ont sauvé en attirant des financements à partir de l'étranger.",Les États-Unis pourraient économiser plus que ce qu'ils ont investi dans les années 1980 et 90.,fr,2
61,"La crédibilité est un facteur vital, et Jim Lehrer l’a vraiment.",Tout le monde croirait ce que Jim Lehrer disait.,fr,1
62,Il devrait y avoir quelqu'un ici qui savait plus de ce qui se passait dans ce monde que ce qu'il a fait maintenant.,Il savait qu’il était le seul à avoir une idée de ce qui se passait.,fr,2
63,"Son scorecard inclut des mesures pour l'exactitude, la vitesse et la timing, le coût d'unité, la satisfaction des clients et le développement et la satisfaction des employés.",L’exactitude et la vitesse sont les premières mesures figurant sur le tableau.,fr,1
64,"Sur la gauche de la rampe d'entrée se trouve l'espace ouvert une fois occupé par le Temple d'Athènes, près duquel se trouvent les restes de la bibliothèque pergamenienne.",Il n'y a pas de restes visibles de la rampe.,fr,2
65,"Si vous êtes désireux d'apprendre la danse populaire israélienne, le Bicurei Ha'etim Cellar à Heftman Street vous apprendra.",Le Bicurei Ha'etim Cellar est le seul endroit pour apprendre la danse populaire israélienne.,fr,1
66,Ou Sherlock Holmes? »,Est-ce que c’est Sherlock Holmes?,fr,0
67,"Bien que les deux villes restent non liées par le chemin de fer, cela était sur le point de changer rapidement.",Les deux villes n’avaient pas de chemin de fer entre elles.,fr,0
68,Les services d’information touristique peuvent être très utiles.,Les bureaux d’information touristique ne sont jamais d’aide.,fr,2
69,"Des plans de mise en œuvre plus détaillés seront également nécessaires pour traiter les problèmes de système d'affaires, de processus et de ressources.","Des plans de mise en œuvre détaillés sont nécessaires pour traiter le système d'affaires, les processus et les ressources",fr,0
70,"Tout d’abord, les cannabinoïdes injectés ne peuvent pas refléter les effets de la marijuana fumée.",Fumer la marijuana rend les gens plus élevés que les injectés avec des cannabinoïdes.,fr,1
71,Les données seront présentées en tant que renseignements supplémentaires de gestion requis accompagnant les rapports financiers consolidés du Gouvernement fédéral mais non dans les rapports individuels de ses unités composantes.,Les données seront inclus dans les rapports individuels concernant les unités constituantes du gouvernement fédéral.,fr,2
72,Boca da Corrida Encumeada (modérée; 5 heures): vue sur le Curral das Freiras et la vallée de Ribeiro do Poco.,"""Views of Curral da Freiras and the Valley of Ribeiro do Poco"" est le chapitre 5.",fr,1
73,"Le prix chargé par unité d’argent emprunté par an, ou une autre unité de temps, généralement exprimé en pourcentage.",Le taux d’intérêt peut varier de zéro à quinze pour cent.,fr,1
74,c'est hilarant d'obtenir ce jack hors c'est juste oh c'est une histoire amusante,J’aimerais raconter cette histoire.,fr,1
75,"M. Erlenborn a participé à des cours de premier cycle à l'Université de Notre Dame, à l'Université d'Indiana, à l'Université d'Illinois et à l'Université de Loyala de Chicago.",M. Erlenborn a participé à des cours dans au moins quatre universités différentes.,fr,0
76,"Ainsi, contrairement aux gens qui sont suffisamment chanceux pour pouvoir payer des avocats et pouvoir aller à un autre avocat, nos clients sont simplement perdu dans le système juridique si ils ne peuvent pas y accéder de nous.",Nos clients peuvent accorder des avocats et des bouts entre avocats.,fr,2
77,La femme a finalement ouvert les yeux.,Elle a ouvert ses yeux.,fr,0
78,Le plus beau est le énorme Tomb/Pillar de Absalom (fils du roi David).,Le Tomb/Pilaire d’Absalom a un grand toit en forme de con.,fr,0
79,Si la mention du Ritz n’était pas une remarque accidentelle? »,Est-ce que vous avez mentionné le Ritz accidentel?,fr,0
80,Ce sont les quatre phrases que vous insérez toujours dans les papiers plagiés pour jeter le professeur de la piste.,Ces quatre phrases forcent les professeurs à s’échapper au-dessus du paragraphe et à échapper inadvertamment à l’information plagiée.,fr,1
81,Cet homme affirme qu'il a été volé en route et est arrêté sans argent ou son billet d'avion dans un aéroport quelque part en Europe ou au Moyen-Orient.,Il a affirmé qu'il avait été volé sur la route et qu'il n'avait ni argent ni billet d'avion.,fr,0
82,"Il a été planifié dans les années 1820 comme un symbole de la fierté nationale écossaise et conçu comme un mini-parthénon, en référence au style néoclassique populaire à l'époque.",Il a été conçu pour être une version plus petite du Parthenon.,fr,0
83,"Bien que les données prétendues fournissent les informations les plus précises sur l'utilisation des soins de santé, assurer un suivi adéquat aux fins de l'obtention d'informations de l'auto-rapport du patient est important parce que de nombreuses personnes ne rapportent pas des événements liés à l'alcool à des compagnies d'assurance.",Les événements liés à l’alcool qui contribuent à la maladie ne sont souvent pas rapportés par les patients à leurs compagnies d’assurance.,fr,0
84,"Pouvez-vous vous plaire de parler à ce sujet, en ce qui concerne les ramifications sociales du gomain en public?","Vous n'avez pas d'avis sur le gomain en public, je vois.",fr,2
85,Le travailleur H-2A doit quitter le pays et est soumis à la déportation pour ne pas le faire.,Le travailleur H-2A a commis un crime.,fr,1
86,Les chercheurs ont trouvé des stress attendus tels que la perte d'un chèque dans le courrier et la maladie des proches.,Les tensions ont touché les gens comme les chercheurs attendaient.,fr,0
87,Vous devez le traverser).,Vous pouvez rester là où vous êtes.,fr,2
88,"Les 28 statues représentant les rois de Juda et d’Israël ont été réformées après les dessins de Viollet-le-Duc ; les originaux ont été retirés pendant la Révolution, puisqu’ils étaient considérés comme les rois de France.",Les gens qui ont jeté les statues ont été exécutés.,fr,1
89,Ca'daan ferma la porte derrière eux et retira le non.,"Ca'daan ferma la porte quand ils entrèrent, et la ferma avec une corde.",fr,0
90,Des petites villes comme la couche de Louisiane se dispersèrent partout dans les champs pétroliers ; la principale ligne de train s'enfonça entre eux.,Une ligne de train principale s'est déroulée entre toutes les petites villes.,fr,0
91,Je pense que les gens qui sont um ont un revenu inférieur que vous équivautez automatiquement à l'enseignement inférieur,Je pense que les revenus plus élevés sont équivalents à l’enseignement inférieur.,fr,2
92,"Soyez de bonne joie,","Soyez heureux, car le temps de la bière est proche.",fr,1
93,"Lors de la révision de cette histoire, il est important de faire quelques distinctions cruciales.",Il n’y a pas de sens à analyser le passé.,fr,2
94,"La rivière Noire, à 71 km (44 miles), est la plus longue de la Jamaïque ; elle était une route artérielle utilisée pour transporter le rum et le lumber des plantations intérieures.",La rivière Noire a reçu son nom parce que l'eau dans son flux est en fait noire.,fr,1
95,"dans notre ville de cinq mille, nous avons un qui est la station FM AM locale et leurs nouvelles sont nourrites par CNN trop uh c'est plus de uh",La station de radio de la ville n'a jamais relié à aucune source de presse nationale.,fr,2
96,Il y a certaines catégories d’activités de contrôle qui sont communes à toutes les agences.,Les activités de contrôle telles que les pratiques commerciales sûres sont universellement courantes dans toutes les agences.,fr,1
97,"Plus de 100 juges, avocats et dignaires étaient présents à la réunion.",Seuls deux personnes ont participé à la réunion.,fr,2
98,Il avait oublié Adrin.,Il se souvient d'Adrin toute cette fois.,fr,2
99,"En d’autres termes, le papier a montré le tic journalistique trop typique d’exposer des conflits d’intérêts potentiels impliquant les politiciens tout en ignorant ceux impliquant les journalistes.","Le papier montre que les journalistes exposent des conflits d’intérêts potentiels autour des politiciens, mais ne exposent jamais d’autres journalistes.",fr,0
100,La raison finale de la Renaissance adolescente est l'obsession de soi boomer.,L'obsession de Boomer est l'une des raisons de la renaissance adolescente.,fr,0
101,"Après la mort de Columbus en 1505, la Jamaïque est devenue la propriété de son fils Diego, qui a envoyé Don Juan de Esquivel à l'île comme gouverneur.","Jamaïque fut héritée par le fils de Columbus, Diego.",fr,0
102,"Ils ne vont pas tuer le personnage de George Clooney à ER comme ils l'ont fait à Jimmy Smits à NYPD. Au lieu de cela, le Dr Doug Ross est forcé au cours des deux prochains épisodes parce que la crise cardiaque maveric donne un pilier de douleur non autorisé à un garçon terminellement malade ( jeudi, 10 heures).",George Clooney va perdre son emploi parce que les producteurs ne pensent pas qu'il peut agir.,fr,2
103,120 « Ne pensez-vous pas que je devrais aller à la police? »,Ne devrais-je pas aller à la police?,fr,0
104,"Oui, parce que ces choses je pense que vous ne saurez que",Parce qu’ils survivraient facilement.,fr,2
105,Nous avons pris plusieurs étapes pour empêcher et investir dans nos employés.,Les étapes que nous avons prises mettent en place des programmes pour les employés.,fr,0
106,"Dans le cas du discours, Fiss semble croire que la raison pour laquelle le public américain est moins éclairé qu'il voudrait qu'il soit sur des questions telles que le féminisme, les droits des homosexuels, et la réglementation de l'industrie est que les gens sont refusés d'accéder aux opinions et à l'information qui les éclairerait.","Les gens en Amérique sont très bien informés sur des sujets controversés, selon Fiss.",fr,2
107,"La zone de picnic rustique de Bras-David, par exemple, est placée à côté d'un courant de boue.",La zone de picnic n'est pas proche d'un courant.,fr,2
108,et oh bien si vous avez obtenu un moteur de puissance il aurait probablement besoin de lui beaucoup moins de temps pour le faire mais j'aime le faire je me sens bien le faire oh je me sens beaucoup mieux le faire avec un moteur de puissance avec ce avec un avec un tracteur de pointe sur lui donc je n'ai pas à pousser si dur,Il mourrait votre jardin en huit minutes s'il utilisait un moteur de puissance.,fr,1
109,"Oui, je l'ai vu pour la première fois hier soir.",J'ai été très impressionné quand je l'ai vu hier.,fr,1
110,de Bauerstein. »,par Alfred Inglethorp,fr,2
111,Qu’est-ce que nous avons pour le déjeuner?,Que mangerons-nous pour le déjeuner?,fr,0
112,Une enquête des habitants de Hong Kong les trouve sanglantes sur l'avenir de la ville.,Une enquête des habitants de Hong Kong les trouve plus sanglantes sur l'avenir de la ville qu'avant.,fr,1
113,J'ai compris quand vous étiez quand vous éleviez je veux dire comme Galveston,Tu as grandi à Galveston et je suis grandi à Dallas.,fr,1
114,Je suis tellement constitué que je ne suis pas en mesure de donner de l’argent avec aucune satisfaction jusqu’à ce que je fasse l’enquête la plus attentive sur la dignité de la cause.,Je dois étudier attentivement une cause avant de donner de l’argent à elle.,fr,0
115,Vous savez qu'ils aiment ce qu'ils font vous savez qu'ils se sentent bien sur ce qu'ils font ce genre de chose c'est plus,Vous pouvez voir comment tout leur démeanor a changé.,fr,1
116,Puis-je t’aider? »,Je ne vous aide pas du tout.,fr,2
117,"Le temps d'ouverture traditionnel pour de nombreux hôtels est la Pâque orthodoxe, bien que certains ne soient pas ouverts jusqu'à la fin d'avril.",Les hôtels ne sont pas ouverts pour Halloween.,fr,1
118,couverture des frais médicaux et chirurgicaux.,Les frais médicaux et chirurgicaux sont complètement couverts.,fr,1
119,exactement et quand je suis assis ici sur le canapé croisé et tout d'un coup quelqu'un un homme a sa main sur ma porte knob c'est comme uh comme oh non et donc je ne m'aime pas et je pense que la seule façon de l'empêcher serait juste de passer une ordonnance de la ville pour l'empêcher ou,Un homme a tenté d'entrer dans la maison pour qu'il puisse le voler.,fr,1
120,Le calendrier chinois a été utilisé pour calculer l'année de la fondation du Japon en comptant les 1260 ans du cycle cosmologique chinois.,La fondation du Japon a été déterminée en utilisant le calendrier chinois.,fr,0
121,oui paye quinze oui oui je sais oui et quand vous payez quinze dollars par mois il prend certainement beaucoup de temps,"Lorsque vous payez 100 $ par mois, cela prend beaucoup de temps.",fr,2
122,"Ainsi, le bénéfice d'échelle nette est initialement positif, que nous ayons ou non pour le salaire premium.",Les avantages d'échelle nette initiale sont négatifs lorsqu'ils sont ajustés pour le salaire premium.,fr,2
123,"Regardez ici, vous n'avez pas d'affaires pour venir me demander de cette façon.",Il n'y a pas de raison pour vous de me demander comme ça.,fr,0
124,Les experts soulignent que ce n’est pas seulement l’âge qui détermine la valeur d’une antiquité chinoise que les dynasties du passé avaient leurs ascens et descens créatifs.,Les collectionneurs basent le prix de leurs antiques chinoises sur leur âge seulement.,fr,2
125,Des petites villes comme la couche de Louisiane se dispersèrent partout dans les champs pétroliers ; la principale ligne de train s'enfonça entre eux.,Il n'y avait qu'une seule ville dans les champs pétroliers.,fr,2
126,"Les régulateurs peuvent ne pas être totalement favorables à un modèle d'affaires plus complet parce qu'ils sont préoccupés que l'information serait basée sur beaucoup de jugement et, par conséquent, l'absence de précision, ce qui pourrait rendre l'application des normes de déclaration difficile.",La difficulté des normes de déclaration peut être un énorme obstacle à ce modèle d'affaires.,fr,0
127,"Tout d’abord, obtenez les bases correctes, c’est-à-dire le blocage et la gestion des rapports financiers.",Les bases doivent être les premières.,fr,0
128,"Dans une atmosphère victorienne encore faible, Dinard a conservé tous les meilleurs actifs d'une bonne villa de luxe et de longues promenades pavées, d'hôtels de plus, de boutiques élégantes, de discothysques, de casinos, de parcs et de jardins, et d'une piscine publique de taille olympique.",Dinard maintient une sensibilité victorienne tout en incluant des éléments de luxe.,fr,0
129,"Avec chaque étape, certaines pratiques se sont révélées particulièrement importantes pour le succès de leurs efforts.",Aucune pratique n’a été utile,fr,2
130,Mais il y a un jour.,Il n’y a absolument rien là-bas.,fr,2
131,"Il est facile de surdoser sur les nombreux temples, palais et musées en Inde.",Vous trouverez un peu de palais et de temples dans toute l'Inde.,fr,2
132,Très simple.,Pas très compliqué.,fr,0
133,"Oui, ils ont été mon équipe préférée pendant un certain temps",Ils étaient ma équipe préférée.,fr,0
134,"Ce célèbre lac d'eau douce, connu comme la mer de Galilée et le lac de Kinneret (c'est-à-dire un harp, selon sa forme), est à seulement 58 km (36 miles) dans la circonférence.",La mer de Galilée est également connue sous le nom du lac Kinneret depuis des centaines d’années.,fr,1
135,Parce que je veux dire je ne sais pas que c'est juste quelque chose je pense quelque chose que nous avons besoin,"Je pense que nous pourrions le faire sans cela, mais cela changerait considérablement notre qualité de vie.",fr,2
136,Jon se retourna dans la ville pour aller à l'épée.,Jon continua dans les montagnes.,fr,2
137,La Leland Act (1) simplifie la définition des ménages,La définition des ménages peut être simplifiée.,fr,0
138,Les données seront présentées en tant que renseignements supplémentaires de gestion requis accompagnant les rapports financiers consolidés du Gouvernement fédéral mais non dans les rapports individuels de ses unités composantes.,Les rapports individuels qui se concentrent sur ses unités composantes ne comprennent pas les données.,fr,0
139,"La demande initiale de terre dans la Nouvelle-Cité n'était pas spectaculaire; en fait, des incitations devaient être offertes pour accueillir les acheteurs.","Au début, la demande de terre dans la Nouvelle Cité était élevée et la propriété est vendue rapidement.",fr,2
140,"Bien qu'ils soient si proches d'une saison non défaite qu'ils peuvent le goûter et qu'ils veulent faire l'histoire, je ne pense pas qu'ils manqueront de motivation","S'ils ne souffrent pas de pertes, ils resteront motivés.",fr,1
141,"Ainsi, le bénéfice d'échelle nette est initialement positif, que nous ayons ou non pour le salaire premium.",Les avantages d'échelle nette peuvent devenir négatifs au fil du temps.,fr,1
142,C’était totalement fou.,C’était parfaitement normal.,fr,2
143,Les économies qui n’ont pas financé les investissements nationaux augmenteront l’investissement étranger net et amélioreront l’équilibre actuel.,Les économies pourraient augmenter l’investissement étranger net de manière substantielle et rapide.,fr,1
144,"Il a longtemps été influencé par leurs différentes caractéristiques, et a assimilé leurs différentes coutumes et pratiques.",Leurs caractéristiques différentes n’ont pas eu d’impact sur aucune culture.,fr,2
145,Mais est-ce que l’Internet est si miraculeux comme un véhicule de publicité que Gross sera en mesure de dépenser 400 $ par personne du total des dépenses publicitaires de 1 000 $ par famille – ou persuade-t-il les annonceurs de dépenser 400 $ supplémentaires pour atteindre chacun de ses clients?,"Internet était-il si grand dans la publicité que Gross payerait 400 $ par personne par annonce, en dépensant 1000 $ par famille ou en persuadant les adversaires à déposer un supplément de 400 $ pour atteindre chaque client?",fr,0
146,Les questions peuvent être adaptées à,Il y a des questions qui peuvent ou ne doivent pas être adaptées.,fr,0
147,Vous avez lu Tom Clancy,Il aime Tom Clancy.,fr,1
148,"La jeune fille le regarda, puis passa la main sur son front.",La jeune fille s'éloignait de lui et gardait ses mains.,fr,2
149,Mélatonine,Il contient 10 grammes de mélatonine.,fr,1
150,Les régimes pour les hommes dans leur première,Une alimentation pour les hommes entièrement composée de viande.,fr,1
151,"Oui, c'est juste une question d'éducation je pense",Oui mais l’éducation n’a pas d’importance.,fr,2
152,Trois jours sont passés en inaction effrayante.,Les jours passent lentement.,fr,1
153,"Chaque août, les jeunes femmes conviennent à faire de la lumière des bouchons et certains montent même la roche de neuf mètres (30 mètres) pour prier pour les bons maris.",Les femmes trouvent des maris après monter sur la roche et prier.,fr,1
154,Il était encore nuit.,"Le soleil n’a pas encore ressuscité, car la lune brillait dans le ciel.",fr,0
155,"Par exemple, si l'accord de cinq ans d'Ovitz était valable, dit-on, 100 millions de dollars, et si le comité de compensation avait ajouté à cette concession frontale de pièces Disney gratuites valable, dit-on, 50 millions de dollars, alors - supposant que Ovitz a terminé sa période de contrat de cinq ans - le coût à Disney serait de 150 millions de dollars.",L'accord de cinq ans va valoir 100 millions de dollars,fr,1
156,Vous savez que nous gardons un couple de centaines de dollars si beaucoup chargé sur ceux qui ne sont pas trop mauvais c'est juste votre normale,Nous avons un peu d’argent là-bas,fr,0
157,"Tant que Assad vit, il peut gérer ces problèmes et maintenir un accord avec Israël.","Tant que Assad ne meurt pas dans l'ouragan, il sera toujours en mesure de prendre soin des problèmes avec les soldats.",fr,1
158,"Certains experts disent qu'il y a une plus grande chance d'une capture dans les jours plus frais de printemps et d'automne, et dans les heures après le coucher du soleil.",Les experts disent que vous ne devriez jamais essayer de faire une capture après le coucher du soleil.,fr,2
159,"À travers le fleuve de la ville, il a de superbes vues; les chambres sont très contemporaines dans le design.",Il a des vues terribles sur le parking.,fr,2
160,"Si ce n'est pas le plus beau, le château est peut-être le plus formidable dans la vallée de Loire, une vraie forteresse défensive, ses rampages noirs encore interdits malgré avoir eu leurs tours décapitées sur les ordres d'Henri III.",Le château est probablement le moins formidable dans toute la vallée de Loire.,fr,2
161,Deux boissons anisées aromatiques sont également produites localement.,Les boissons anisées ont une bonne odeur pour eux.,fr,0
162,"Au Japon, Mainichi Shimbun a critiqué le nouveau dirigeant du Parti libéral-démocrate Keizo Obuchi pour avoir dévoilé de nouvelles idées pour revivre l'économie japonaise.",Mainichi Shimbun a approuvé les efforts de Keizo Obuchi pour améliorer l'économie.,fr,2
163,"La pierre de sable et le granit étaient les matériaux utilisés pour construire l'église baroque de Bom Jesus, célèbre pour sa cascade des reliques de saint François Xavier dans le mausoleum à droite de l'autel.",Le chuch Baroque de Bom Jesus est une célèbre église faite de pierre de sable et de granit.,fr,0
