,premise,hypothesis,lang_abv,label
12,"Der britische bestsellte Tabloid, The Sun, kündigte am Freitag als exklusive Weltseite an, dass die Texan-Modelle Jerry Hall einen Scheidungsverfahren gegen den älteren Rockstar Mick Jagger am High Court in London begonnen hat.",Die Sonne macht jedes Jahr Millionen von falschen Nachrichten.,de,1
13,Savonarola verbrannt in Florenz,Florence wurde das neue Zuhause von Savonarola.,de,2
14,Es wird ein Kolossal sein!“,Es wird gigantisch sein.,de,0
15,"Er sagt, dass die Leute hier sind.","Er sagte, dass die Männer nicht hier waren.",de,2
16,Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh,"Ja, Petting und andere Dinge.",de,0
17,Das fast mittleren Massabielle Viertel (faubourg de Massabielle) wird manchmal als das malerischste in der Stadt beschrieben.,Der Massabielle Viertel gilt als der photogenischste.,de,0
18,"4) Es ist nicht genug bekannt, wie sich die Kosten der Nichttransportion mit der Entfernung unterscheiden.","Die Art und Weise, wie die Entfernung die Kosten der Nichttransportion beeinflusst, ist ein Thema, über das wir nicht genug Informationen haben.",de,0
19,"Ich bin überrascht, obwohl wir so viele haben, die hier in der Politik nieder sind","Ich bin überrascht, dass nicht viele von ihnen in der Politik hier unten sind.",de,2
20,Der Entwurf des Vertrags war Tommy's bait.,Der Vertragsbett war nicht für Tommy.,de,2
21,Daher kann die Anzahl der Kühlmaschinen tatsächlich schneller wachsen als erwartet wurde.,"Die Anzahl der Kühlhersteller wird drastisch sinken, wie erwartet.",de,2
22,"Solange Assad lebt, kann er diese Probleme verwalten und eine Vereinbarung mit Israel halten.","Solange Assad nicht stirbt, wird er in der Lage sein, um die Probleme zu kümmern.",de,0
23,Die vier Javi Kinder? fragte Severn.,Severn weiß alles über die Kinder von Jarvis.,de,1
24,"Mein Gehirn weigert, ordnungsgemäß zu beherrschen.",Mein Gehirn bestand nicht ordnungsgemäß.,de,0
25,"""So schreibt deine Tochter, dass deine kleine Abschiedsaktivität nicht so gut funktioniert, eh?"" schrie er.",Ihre Abschiedsaktivität ging nicht gut.,de,0
26,Sie müssen es durchlaufen).,Sie müssen es zu Fuß durchlaufen.,de,0
27,"Nein, ich bin enttäuscht, überrascht.",„Nein!“ schrie ich in Schock.,de,0
28,"Bauerstein war in Styles an der tödlichen Nacht gewesen und fügte hinzu: ""Er sagte zweimal: 'Das ändert alles.'","Stil ist verantwortlich für das, was passiert ist.",de,1
29,"Vor langer Zeit – oder weg, oder was auch immer – gab es eine Welt namens Thar? und eine andere namens Erath.","Erath ist die einzige Welt, die jemals existiert hat.",de,2
30,"Dann, die ganze Zeit, war es in der Schleimhaut im Schlafzimmer der Frau Inglethorp, unter unseren eigenen Nüsse?","So war es in einem anderen Land verborgen, für uns unmöglich zu finden?",de,2
31,"weil ich es immer tun musste und also ich nur jemand anderes bezahlte, um es zu tun und sie tun, was sie tun, die Schneide sie befrüchten sie um edge und um ich denke, dass ich in diesem Jahr einige Landschaft in",Ich habe nie eine Liebe zum Garten entwickelt.,de,1
32,Sie wird ein bisschen besessen über ihre Sauce.,"Ihre Sauce ist so kompliziert, dass sie mit der Perfektion jedes Zutaten besessen ist.",de,1
33,"Stattdessen sind die Kinder heute nicht nur kleine Bündel der Freude, sondern sind auch sicherlich die ultimativen Symbole des weltweiten Erfolgs und des Status.","Während Kinder heute Symbole des Erfolgs und des Status sind, und ihre Eltern sind auch.",de,1
34,Der Bürgerkrieg in China schickte unglaubliche Echo nach Hongkong.,Japan bekämpft einen Bürgerkrieg.,de,2
35,"Die sieben Subventionen fließen aus einem neuen Non-Profit Capacity Building-Programm an der Stiftung, Teil eines Trends unter den Philanthropisten, Geld zu geben, um Organisationen stärker zu helfen, anstatt den Programmservices, die sie anbieten.","Die Zuschüsse fließen aus einem Non-Profit Capacity Building-Programm an der Stiftung, der einen Trend unter den Philanthropisten präsentiert, um Geld zu geben, um Organisationen zu wachsen und dann sie überzunehmen.",de,1
36,"Oder die Zulassung kann auf diejenigen beschränkt werden, die bereits schwanger sind, oder zumindest sexuell aktiv; auf diejenigen über 13 oder unter 21 Jahren; oder eine Kombination davon.",Auch das Zustimmungsalter beträgt 21 Jahre.,de,1
37,"In diesem Zusammenhang ist es, Steve Jobs zurückzubringen, um Apple zu retten, wie ein Gen zu bringen.",Steve Jobs kehrt zu Apple zurück.,de,0
38,"oder sie hatten jemanden zu Hause, der krank war, dass sie dazu neigen mussten, ich meine, du kannst es nicht jeder machen",Sie hatten nichts zu tun.,de,2
39,"Von Generation zu Generation (Michiko Kakutani, der New York Times ). Einige, wie Pearl K. Bell im Wall Street Journal, finden in dem Roman einen Überfluss der süßen Gehorsamheit und sagen, dass Teile gefährlich am Rand der Sentimentalität sind.","Sie beschweren sich, dass der Roman keine Emotionen fehlt.",de,2
40,"Kein Problem, eine gute Politik.","Keine Sorge, eine gute Politik.",de,0
41,"Der m??tro (Subway) ist der schnellste Weg um die Stadt zu bewegen, aber die Busse, sowohl in der Hauptstadt als auch in den anderen großen Städten, sind am besten für die Sehenswürdigkeiten.","Mit dem U-Bahn ist eine gute Möglichkeit, das große Stadtleben zu erleben.",de,2
42,"Sie waren so überzeugt von sich selbst, dass sie es für zugegeben hatten, dass er einen Fehler gemacht hatte.""","Sie glaubten einfach, dass er einen Fehler gemacht hätte.",de,0
43,"Ich bin im Schulsystem Plano und lebe in Richardson und es gibt eine echte Diktomie im Hinblick auf die Bildungs- und wirtschaftliche Hintergrund der Kinder, die an dieser Schule teilnehmen werden.",Es gibt eine große Menge armer Schüler und sehr wenige Reiche.,de,1
44,"Okay und ich denke, dass wir nur hängen, ich denke, dass wir nichts anderes tun müssen","Das ist das, wir hängen einfach auf, oder?",de,0
45,"Sie kapitalisierten auf die natürlichen Ressourcen, indem sie das Salz benutzten, um Fische zu heilen, die sie in ihr Heimatland exportierten.","Sie verwendeten Salz, um Fische zu heilen und schickten sie nach Hause.",de,0
46,"Die Nachrichten beraten Computernutzer, offensichtliche, leicht gebrochenen Passwörter zu wählen und systemadministratoren für die Ignorierung grundlegender Sicherheitsvorsichtsmaßnahmen zu kämpfen.",News outlets schuldet nicht Benutzer oder Systemadministratoren für Sicherheitsverletzungen.,de,2
47,Für ihr gutes Glück beweist er ihnen Recht.,"Er zeigt, dass sie richtig waren.",de,0
48,"Zu schlecht hat es sich entschieden, stattdessen McIntyre zu verwenden.","McIntyre wurde ausgewählt, um als Schließplatz verwendet werden.",de,1
49,"und die andere Sache ist die Kosten, die es fast verboten ist, es an einen Händler zu bringen","Es ist billig, es an einen Händler zu bringen.",de,2
50,"WHOLE LIFE POLICIES - Die Richtlinien, die Versicherung über das gesamte Leben des Versicherten und die Einnahmen (Personenbetrag) bieten, werden nur nach dem Tod des Versicherten bezahlt.","Eine ganze Lebenspolitik ist die beste Wahl für jemanden, der bis zum 90. Lebensjahr erwartet.",de,1
51,"2466, diskutiert die vier Sammlungen, die die Zertifizierung einer Mindestzahl der installierten und funktionierenden Mikrowellen-Verbindungen und die Erhaltung einer Computer-lesbaren Datenbank beinhalten.",2466 besagt vier Sammlungen.,de,0
52,"Der Heimat der Frauen, der den Opfern von innerstaatlichen Gewalt Schutz und Zugang bietet, hat bereits einen Vollzeitanwalt.",Es gibt bereits eine Vollzeitanwälte im Women’s Haven.,de,0
53,- hohe Feuchtigkeit,Luft mit erhöhtem Wassergehalt.,de,0
54,"Wir müssen die Auswirkungen, die diese verschiedenen Rollen für eine Reihe von Themen haben, wie SES-Kernkompetenzen, Leistungsstandards, Rekrutierungsquellen, Mobilität und Schulungs- und Entwicklungsprogramme, prüfen.",Wir können die Auswirkungen der Rollen auf die Mobilität völlig ignorieren.,de,2
55,"Ja, ja, ja, gut, weil es so ist, wie sie aussehen könnten, aber der Junge gibt es eine Menge, die dort geht",Es gibt eine andere Schicht an der Oberfläche.,de,0
56,In dieser Situation wird der Wert für den Mailer des verbesserten Dienstes zusammen mit dem Kosten für die Erfüllung der Arbeit berücksichtigt.,In diesem Fall werden die Kosten der Arbeit nicht berücksichtigt.,de,2
57,Gibt es angemessene Informationen zur Beurteilung der Allgemeinheit?,Die Ausgangsinformation ist zu weit verbreitet.,de,1
58,"Die politische Reinigung, die nicht durch den Impeachment-Prozess stattfand, verlässt Clinton mit einer großen und ernsthaften Belastung.",Der Verhaftungsprozess betrifft auch Clintons Mann.,de,1
59,"Ist es nicht, ich kann mich erinnern, ich bin nur acht Jahre hier gewesen, aber ich kann mich erinnern, dass ich zur Arbeit kam, von wo ich gewohnt war, in Wylie zu leben und ich konnte das Zentrum von Dallas sehen",Ich bin nur zwei Jahre hier gewesen.,de,2
60,"Im Laufe der 1980er und 1990er Jahre konnten die USA mehr investieren, als sie gerettet haben, indem sie Finanzierungen aus dem Ausland anziehen.","Die USA könnten mehr sparen, als sie in den 1980er und 90er Jahren investiert haben.",de,2
61,"Glaubwürdigkeit ist ein entscheidender Faktor, und Jim Lehrer hat es tatsächlich.","Jeder würde glauben, was Jim Lehrer gesagt hat.",de,1
62,"Es sollte hier jemand sein, der mehr über das wusste, was in dieser Welt passiert war, als er jetzt hat.","Er wusste, dass er die einzige Person war, die jede Vorstellung davon hatte, was geschieht.",de,2
63,"Sein Scorecard beinhaltete Maßnahmen für Genauigkeit, Geschwindigkeit und Timing, Einheitskosten, Kundenzufriedenheit und Mitarbeiterentwicklung und Zufriedenheit.",Genauigkeit und Geschwindigkeit sind die ersten Messungen auf dem Scorecard.,de,1
64,"Auf der linken Seite des Eingangs befindet sich der von dem Tempel von Athen einst besetzte offene Raum, in der in der Nähe die Reste der Pergamene Bibliothek liegen.",Es gibt keine sichtbaren Überreste aus dem Ramp.,de,2
65,"Wenn Sie gerne Israelisch Tanz lernen möchten, lehrt Ihnen die Bicurei Ha'etim Cellar in Heftman Street.","Der Bicurei Ha'etim Cellar ist der einzige Ort, an dem man israelische Volksdanz lernen kann.",de,1
66,Oder Sherlock Holmes?,War es Sherlock Holmes?,de,0
67,"Obwohl die beiden Städte nicht von der Bahn verbunden waren, ging es schnell um Veränderung.",Die beiden Städte hatten keine Bahn zwischen ihnen.,de,0
68,Touristeninformationen können sehr hilfreich sein.,Touristeninformationsbüro sind niemals von Hilfe.,de,2
69,"Weitere detaillierte Implementierungspläne werden auch erforderlich sein, um Geschäftssysteme, Prozesse und Ressourcenprobleme zu behandeln.","Detaillierte Umsetzungspläne sind notwendig, um das Geschäftssystem, die Prozesse und die Ressourcen zu behandeln",de,0
70,Zunächst können injizierte Cannabinoide die Auswirkungen von rauchter Marihuana nicht spiegeln.,Das Rauchen von Marihuana bekommt Menschen höher als sie mit Cannabinoiden injiziert.,de,1
71,"Die Daten werden als erforderliche zusätzliche Verwaltungsinformationen mit den konsolidierten Finanzberichten der Bundesregierung vorgelegt, aber nicht in einzelnen Berichten ihrer Bestandteile.",Die Daten werden in einzelnen Berichten über die Verfassungsstellen der Bundesregierung enthalten.,de,2
72,Boca da Corrida Encumeada (moderat; 5 Stunden): Aussicht auf Curral das Freiras und das Tal von Ribeiro do Poco.,"""Views of Curral da Freiras and the Valley of Ribeiro do Poco"" ist Kapitel 5.",de,1
73,"Zinssatz - Der Preis, der pro Einheit von Geld, das pro Jahr ausgeliehen wird, oder eine andere Zeitseinheit, in der Regel als Prozentsatz ausgedrückt wird.",Der Zinssatz kann von 0 bis 15 Prozent liegen.,de,1
74,"das ist hilarious, um das jack off zu bekommen, das ist richtig, oh das ist eine lustige Geschichte","Ich werde es genießen, diese Geschichte zu erzählen.",de,1
75,"Mr. Erlenborn nahm Bachelor-Kurse an der University of Notre Dame, Indiana University, der University of Illinois und der Loyala University of Chicago an.",Herr Erlenborn nahm Klassen in mindestens vier verschiedenen Universitäten an.,de,0
76,"So, im Gegensatz zu den Menschen, die Glück genug haben, um Anwälte zu leisten und zu einem anderen Anwalt gehen können, sind unsere Kunden einfach im Rechtsystem verloren, wenn sie nicht von uns zugreifen können.",Unsere Kunden können Rechtsanwälte berechnen und zwischen Rechtsanwälten Bündeln.,de,2
77,Schließlich öffnete die Frau ihre Augen feig.,Sie öffnete ihre Augen.,de,0
78,"Der schönste ist der riesige, konisch bedeckte Grab/Pillar von Absalom (King Davids Sohn).",Der Tomb/Pillar von Absalom hat einen großen Knochen-shaped Dach.,de,0
79,"Wenn nicht die Erwähnung des Ritz ein zufälliges Hinweis war?""",Haben Sie den Ritz zufällig erwähnt?,de,0
80,"Sie sind die vier Sätze, die Sie immer in plagiariser Papier einfügen, um den Professor aus dem Weg zu werfen.","Diese vier Sätze zwingen Professoren, über den Absatz zu schimmen und unbeabsichtigt die plagiaristischen Informationen zu überwinden.",de,1
81,"Dieser Mann behauptet, dass er auf dem Weg gestohlen worden ist und ohne Geld oder Flugticket in einem Flughafen irgendwo in Europa oder im Nahen Osten gestürzt wird.","Er behauptet, er wurde auf dem Weg gestohlen und hat kein Geld oder ein Flugticket.",de,0
82,"Es wurde in den 1820er Jahren als Symbol des schottischen nationalen Stolzes geplant und als Mini-Parthenon entworfen, im Gegensatz zum damaligen beliebten neoklassischen Stil.","Es wurde entwickelt, um eine kleinere Version des Parthenons zu sein.",de,0
83,"Obwohl Ansprüche-Daten die genaue Informationen über die Gesundheitsversorgung zur Verfügung stellen, ist es wichtig, angemessene Überwachung zu gewährleisten, um Informationen von Patienten selbst zu erhalten, da viele Menschen Alkohol-verwandte Ereignisse nicht an Versicherungsgesellschaften melden.","Alkoholbezogene Ereignisse, die zur Krankheit beitragen, werden oft nicht von Patienten an ihre Versicherungsgesellschaften gemeldet.",de,0
84,"Können Sie bitte zu diesem Thema sprechen, in Bezug auf die sozialen Ramifikationen von Gummi-Schweiß in der Öffentlichkeit?","Sie haben keine Meinung über Gummi-Schweiß in der Öffentlichkeit, ich sehe.",de,2
85,"Der H-2A-Arbeiter muss das Land verlassen und unterliegt der Entlassung, weil er das nicht tut.",Der H-2A-Arbeiter hat einen Verbrechen begangen.,de,1
86,Die Forscher fanden erwartete Stress wie die Verlust eines Checks in der Post und die Krankheit der geliebten Menschen.,"Die Stress beeinflusst die Menschen, wie die Forscher erwartet.",de,0
87,Sie müssen es durchlaufen).,"Du kannst dort bleiben, wo du bist.",de,2
88,"Die 28 Staaten, die die Könige Juda und Israel repräsentieren, wurden nach den Zeichnungen von Viollet-le-Duc umgestaltet; die ursprünglichen wurden während der Revolution abgezogen, da sie als Könige Frankreichs angenommen wurden.","Die Menschen, die die Statuen abgezogen haben, wurden getötet.",de,1
89,Ca'daan schloss die Tür hinter ihnen und enthielt die nicht.,"Ca'daan schloss die Tür, als sie gekommen waren, und verbündete sie mit Schrauben.",de,0
90,Kleine Städte wie die Louisian-Liege verstreut sich über die Ölfelder; die Hauptbahnlinie vernetzt sich zwischen ihnen.,Eine Hauptbahnlinie ging zwischen allen kleinen Städten.,de,0
91,"Ich glaube, dass die Menschen, die um sind, um einen niedrigen Einkommen haben, den Sie automatisch mit niedriger Bildung gleichwerden.","Ich glaube, dass höhere Einnahmen gleich niedriger Bildung sind.",de,2
92,"Seien Sie glücklich,","Seien Sie glücklich, denn die Bierzeit ist nahe.",de,1
93,"Bei der Überprüfung dieser Geschichte ist es wichtig, einige entscheidende Unterschiede zu machen.","Es gibt keinen Sinn, die Vergangenheit zu analysieren.",de,2
94,"Der Schwarze Fluss, auf 71 km (44 Meilen), ist der längste in Jamaika; es war eine arterielle Route, die verwendet wurde, um Rum und Lumbier aus den inneren Pflanzen zu transportieren.","Der Schwarze Fluss erhielt seinen Namen, weil das Wasser in seinem Fluss tatsächlich schwarz ist.",de,1
95,"in unserer Stadt von fünf Tausend haben wir einen, der ist uh lokale FM AM-Station und ihre Nachrichten werden von CNN gefrüht auch uh es ist mehr von uh",Die Stadt-Radio-Station hat sich nie auf nationale Nachrichtenquellen verlassen.,de,2
96,"Es gibt bestimmte Kategorien von Kontrollaktivitäten, die für alle Agenturen üblich sind.",Kontrolleaktivitäten wie sichere Geschäftspraktiken sind in allen Agenturen allgemein verbreitet.,de,1
97,"Mehr als 100 Richter, Rechtsanwälte und Würdigkeiten waren an der Versammlung anwesend.",Nur zwei Personen kamen an die Versammlung.,de,2
98,Er hatte über Adrin vergessen.,Er erinnert sich all diese Zeit an Adrin.,de,2
99,"Mit anderen Worten, das Papier zeigte die allzu typische Journalismus-Tik der Entdeckung potenzieller Interessenkonflikte, die Politiker beitragen, während diejenigen ignoriert, die Journalisten beitragen.","Die Zeitung zeigt, dass die Journalisten potenzielle Interessenkonflikte um Politiker exponieren, aber niemals andere Journalisten exponieren.",de,0
100,Der letzte Grund für die Teenager Renaissance ist Boomer Selbstobsession.,Boomer Selbstobsession ist eine der Gründe für Teen Renaissance.,de,0
101,"Nach dem Tod von Columbus im Jahr 1505 wurde Jamaika Eigentum seines Sohnes Diego, der Don Juan de Esquivel als Gouverneur an die Insel verschickt.","Jamaika wurde vom Sohn von Columbus, Diego, vererbt.",de,0
102,"Sie werden nicht den Charakter von George Clooney bei ER töten, wie sie dem Jimmy Smits bei NYPD getan haben. stattdessen wird Dr. Doug Ross über die nächsten zwei Episoden gezwungen, weil der Maverick-Kreislauf einem endgültig kranken Jungen eine unbefugte Schmerzversorgung gibt ( Donnerstag, 10 Uhr).","George Clooney wird seinen Job verlieren, weil die Produzenten denken, dass er nicht handeln kann.",de,2
103,"120 ""Glaubst du nicht, dass ich zur Polizei gehen sollte?""",Sollte ich nicht an die Polizei gehen?,de,0
104,"Ja, weil die Dinge, die ich denke, nur schnappen würden Sie wissen",Denn sie würden leicht überleben.,de,2
105,"Wir haben eine Reihe von Schritten getroffen, um unsere Mitarbeiter zu stärken und zu investieren.","Die Schritte, die wir getroffen haben, setzen Programme für die Mitarbeiter in Betrieb.",de,0
106,"In dem Fall der Rede scheint Fiss zu glauben, dass der Grund, warum die amerikanische Öffentlichkeit weniger erleuchtet ist, als er wünscht, dass es sich um Themen wie Feminismus, die Rechte von Homosexuellen und die Regulierung der Branche handelt, ist, dass Menschen den Zugang zu den Meinungen und Informationen verweigert werden, die sie erleuchtet würden.","Die Menschen in Amerika sind sehr gut über kontroversielle Themen informiert, nach Fiss.",de,2
107,"Das rustikale Picknickgebiet Bras-David, zum Beispiel, befindet sich neben einem Burblingstrom.",Das Picknickgebiet ist nicht in der Nähe eines Stroms.,de,2
108,"und oh gut, wenn du ihm einen Strommotor bekommen hast, würde es wahrscheinlich ihm viel weniger Zeit dauern, um es zu tun, aber ich genieße es zu tun, ich fühle mich gut, es zu tun, oh ich fühle mich viel besser, es mit einem Strommotor mit dem mit einem mit einem Traktor auf es so ich muss nicht so hart drücken","Er würde dein gesamtes Hof in acht Minuten schmücken, wenn er eine Strommaschine benutzt hätte.",de,1
109,"um-hum ja, ich sah das zum ersten Mal gestern abends","Ich war sehr beeindruckt, als ich das gestern sah.",de,1
110,Bauerstein »,von Alfred Inglethorp,de,2
111,Was haben wir für Mittagessen?,Was werden wir zum Mittagessen essen?,de,0
112,Eine Umfrage der Einwohner Hongkong findet sie blut über die Zukunft der Stadt.,Eine Umfrage der Bewohner von Hongkong findet sie mehr blutig über die Zukunft der Stadt als zuvor.,de,1
113,"Ich meine, wenn du warst, wenn du wuchs, ich meine wie Galveston.",Sie haben in Galveston aufgewachsen und ich habe in Dallas aufgewachsen.,de,1
114,"Ich bin so gestaltet, dass ich mit jedem Zufriedenheit kein Geld geben kann, bis ich die sorgfältigste Untersuchung der Würde der Sache durchgeführt habe.","Ich muss eine Ursache sorgfältig untersuchen, bevor ich dafür Geld schenke.",de,0
115,"Sie wissen, dass sie mögen, was sie tun, Sie wissen, dass sie sich gut fühlen, was sie tun, dass diese Art von Ding es ist mehr","Sie können sehen, wie sich ihr gesamtes Demanor verändert hat.",de,1
116,Kann ich dir helfen?“,Ich hilfe dir überhaupt nicht.,de,2
117,"Die traditionelle Öffnungszeit für viele Hotels ist das orthodoxe Ostern, obwohl einige bis Ende April nicht geöffnet sind.",Die Hotels sind nicht für Halloween geöffnet.,de,1
118,Medizinische und chirurgische Kosten.,Medizinische und chirurgische Ausgaben wurden vollständig abgedeckt,de,1
119,"genau und wenn ich hier auf dem Sofa sitze und alle plötzlich jemand ein Mann hat ihre Hand auf meiner Tür knob es ist wie uh wie oh nicht und so ich nicht ich mag es nicht und ich denke, der einzige Weg, um es zu verhindern, wäre nur durch eine Stadt Ordnung zu verhindern, dass oder","Ein Mann versuchte, das Haus einzudringen, damit er es stehlen konnte.",de,1
120,"Der chinesische Kalender wurde verwendet, um das Jahr der Gründung Japans zu berechnen, indem er die 1,260 Jahre des chinesischen Kosmologischen Zyklus zählt.",Die Gründung Japans wurde durch die Verwendung des chinesischen Kalenders bestimmt.,de,0
121,"Ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja!","Wenn Sie $ 100 pro Monat bezahlen, dauert es eine lange Zeit.",de,2
122,"So ist der Netto-Skala-Vertrag zunächst positiv, ob wir uns für den Lohnpremium anpassen oder nicht.","Die ursprünglichen Netto-Skala-Vorteile sind negativ, wenn sie für den Lohnpremium angepasst werden.",de,2
123,"Sehen Sie hier, Sie haben kein Geschäft, um mich auf diese Weise zu fragen.","Es gibt keinen Grund, dass ihr mich so fragt.",de,0
124,"Die Experten weisen darauf hin, dass es nicht nur das Alter ist, das den Wert einer chinesischen Antike bestimmt, die Dynastien der Vergangenheit ihre kreativen Auf- und Abschnitte hatten.",Die Sammler basieren den Preis ihrer chinesischen Antike nur auf ihrem Alter.,de,2
125,Kleine Städte wie die Louisian-Liege verstreut sich über die Ölfelder; die Hauptbahnlinie vernetzt sich zwischen ihnen.,Es gab nur eine Stadt in den Ölfeldern.,de,2
126,"Die Regulierungsbehörden sind möglicherweise nicht vollständig für ein umfassenderes Geschäftsmodell unterstützt, weil sie sich Sorgen haben, dass die Informationen auf einer Vielzahl von Urteilen und daher Mangel an Genauigkeit basieren würden, was die Durchführung von Berichterstattungsstandards schwierig machen könnte.",Die Schwierigkeit der Berichterstattungsstandards kann ein großer Hindernis für dieses Geschäftsmodell sein.,de,0
127,"Zuerst, die Grundlagen richtig, das heißt, die Blockierung und Bekämpfung der Finanzberichterstattung.",Die Grundlagen müssen zuerst richtig sein.,de,0
128,"In einer noch schwachen viktorianischen Atmosphäre hat Dinard alle besten Vermögenswerte einer guten Luxus-Villa und langen, gepflegten Promenaden, Plush-Hotels, eleganten Boutiquen, Discothyques, Casinos, Parks und Gärten und einem olympischen öffentlichen Schwimmbad bewahrt.",Dinard beibehält eine viktorianische Empfindlichkeit und enthält auch Luxuselementen.,de,0
129,Zusammen mit jedem Schritt zeigten sich bestimmte Praktiken besonders wichtig für den Erfolg ihrer Bemühungen.,Keine Praktiken waren nützlich,de,2
130,Aber es gibt irgendwann.,Es gibt absolut nichts da.,de,2
131,"Es ist leicht zu überdosieren auf den vielen Tempeln, Paläste und Museen in Indien.",Sie werden in ganz Indien fehlende Paläste und Tempel finden.,de,2
132,Sehr einfach.,nicht kompliziert.,de,0
133,"Ja, sie waren mein Lieblingsteam für eine Weile",Sie waren mein Lieblingsteam.,de,0
134,"Dieses historisch renommierte Süßwassermeer, bekannt sowohl als das Galiläische Meer als auch als das Kinneret-See (mehr ein Harp nach seiner Form), liegt nur 58 km (36 Meilen) in der Umgebung.",Das Galiläische Meer ist seit Jahrhunderten auch als Lake Kinneret bekannt.,de,1
135,"weil ich meine, ich weiß nicht, dass es nur etwas ist, ich denke, etwas, was wir brauchen","Ich denke, wir könnten es ohne, aber es würde unsere Lebensqualität stark verändern.",de,2
136,Jon kehrte zurück in die Stadt zu dem Schmutz.,Jon ging weiter in die Berge.,de,2
137,Leland Act (1) vereinfacht die Definition von Haushalten,Die Haushaltsdefinition kann vereinfacht werden.,de,0
138,"Die Daten werden als erforderliche zusätzliche Verwaltungsinformationen mit den konsolidierten Finanzberichten der Bundesregierung vorgelegt, aber nicht in einzelnen Berichten ihrer Bestandteile.","Individuelle Berichte, die sich auf die Komponenten-Einheiten konzentrieren, werden die Daten nicht enthalten.",de,0
139,"Die ursprüngliche Nachfrage nach Land in der New Town war nicht spektakulär; in der Tat mussten Anreize angeboten werden, um Käufer zu ziehen.",Zunächst war die Nachfrage nach Land in der New Town hoch und die Immobilie wurde schnell verkauft.,de,2
140,"Nun, sie sind so nah an einer unbefehlten, unbefehlten Saison, sie können es probieren und sie wollen Geschichte machen, so dass ich nicht glaube, dass sie Motivation fehlen werden.","Sofern sie keine Verluste leiden, werden sie motiviert bleiben.",de,1
141,"So ist der Netto-Skala-Vertrag zunächst positiv, ob wir uns für den Lohnpremium anpassen oder nicht.",Net Scale Vorteile können mit der Zeit negativ werden.,de,1
142,Es war völlig verrückt.,Es war völlig normal.,de,2
143,"Einsparungen, die keine innerstaatlichen Investitionen finanzieren, würden die netten ausländischen Investitionen erhöhen und die bestehende Kontobilanz verbessern.",Die Einsparungen könnten die Nettoinländische Investition erheblich und schnell erhöhen.,de,1
144,Es ist seit langem von ihren unterschiedlichen Merkmalen beeinflusst und hat ihre verschiedenen Gewohnheiten und Praktiken assimiliert.,Ihre verschiedenen Merkmale haben keinen Einfluss auf jede Kultur.,de,2
