,premise,hypothesis,lang_abv,label
19,"我很惊讶,虽然我们有这么多人在政治下。","我很惊讶,他们中的许多人不是在政治下。",zh,2
20,该条约草案是汤米的宫殿。,这个条约不是托米的。,zh,2
21,"因此,烤箱制造商的数量实际上可能比预期更快。",谷物制造商的数量将像预期那样大幅下降。,zh,2
22,"只要阿萨德活着,他就能解决这些问题,并与以色列达成协议。","只要阿萨德不死,他就能照顾麻烦。",zh,0
23,四个Javis的孩子?Severn问。,塞文知道关于雅尔维斯的孩子的一切。,zh,1
24,我的大脑拒绝正确指挥。,我的大脑没有正确的命令。,zh,0
25,"“所以你的女孩写道,你的小告别活动不那么好,对吗?”他写道。",你的告别活动不顺利。,zh,0
26,你必须通过它。,你必须在步行中通过它。,zh,0
27,"不,我被排斥,惊讶。",“不!”我震惊地喊着。,zh,0
28,"巴乌斯特林在致命的夜晚在斯蒂尔斯,并补充说:“他说两次,‘这改变了一切。",风格对发生的事情负责。,zh,1
29,"很久以前 - 或遥远,或任何东西 - 有一个世界叫Thar??和另一个叫Erath。",埃拉特是唯一曾经存在的世界。,zh,2
30,"然后,整个时间,在英格勒普夫人的卧室里,在我们的鼻子下?我大喊大叫。","所以它隐藏在另一个国家,我们不可能找到吗?",zh,2
31,"因为我总是不得不这样做,所以我只是付出别人这样做,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情,他们做的事情。",我从来没有爱过花园。,zh,1
32,“她对她的酱油有点无情。,"她的酱油是如此复杂,她被每个成分的完美所困扰。",zh,1
33,"相比之下,今天的孩子们不仅仅是微小的欢乐团体,而且也可能是世界成功和地位的最终象征。","虽然今天的孩子是成功和地位的象征,他们的父母也是如此。",zh,1
34,中国内战向香港发送令人震惊的偶像。,日本正在进行内战。,zh,2
35,"七个捐款来自基金会的新非营利能力建设计划,是慈善家们提供资金的趋势的一部分,以帮助组织变得更强大,而不是他们提供的计划服务。","捐款从基金会的非营利能力建设计划中流动,模仿慈善家们在组织成长并接收资金的趋势。",zh,1
36,"或者,可限于已经怀孕的人,或者至少是性活跃的人;13岁以上的人,或21岁以下的人;或其中的一些组合。",同意的年龄也是21岁。,zh,1
37,"在这方面,把史蒂夫·乔布斯带回拯救苹果,就像把基因带回来一样。",史蒂夫·乔布斯回到了苹果。,zh,0
38,"或者他们在家里有一个人,他生病了,他们不得不倾向于我,你不能做任何人。",他们没有什么可做的。,zh,2
39,"从一代到一代(Michiko Kakutani,《纽约时报》)。一些人,就像《华尔街日报》中的珍珠K·贝尔一样,在小说中发现了一种温柔地服从的礼貌,并说部分危险地处于情感主义的边缘。",他们抱怨小说缺乏任何情绪。,zh,2
40,"没问题,好政策。","不要担心,好政策。",zh,0
41,"m??tro(地铁)是最快的方式在城市周围移动,但公交车,无论是在首都和其他大城市,是最好的去参观。",乘坐地铁是体验大城市生活的好方式。,zh,2
42,"他們對自己有如此的確信,以至於他們認為他犯了錯誤。",他们只是假设他犯了一个错误。,zh,0
43,"我在Plano学校系统,生活在Richardson,在教育和经济背景下,孩子们将参加这所学校的真实独裁。",有大量的贫穷的学生和很少的富人。,zh,1
44,"好吧,我觉得我们只是挂起来,我觉得我们不需要做别的事情。","这就是,我们只是挂起来,对吗?",zh,0
45,"他们用盐来治愈鱼类,他们将它们出口到他们的祖国。","他们用盐来治愈鱼,然后把它送回家。",zh,0
46,"新闻警告计算机用户选择显而易见的,容易破坏的密码,并欺骗系统管理员忽略基本的安全预防措施。",新闻发布会不会责怪用户或系统管理员的安全违规行为。,zh,2
47,"为了他们的幸运,他证明他们是对的。",他证明他们是正确的。,zh,0
48,"太糟糕的是,他选择使用McIntyre而不是。",McIntyre 被选为关闭板。,zh,1
49,另一件事是它几乎是禁止把它带到经销商的成本。,很便宜把它带到经销商。,zh,2
50,"WHOLE LIFE POLICES - 提供保险的政策,保险人的整个生命和收入(面部金额)仅在保险人的死亡时支付。",一个完整的生活政策是希望生活到90岁的人最好的选择。,zh,1
51,"2466,讨论了四个集合,其中包括安装和运行微波链接的最低数量的认证,以及计算机可阅读的数据库的维护。",2466 讨论四个集合。,zh,0
52,"妇女乐园为家庭暴力受害者提供庇护和宽容,已有全职律师事务。",已有全日制律师在妇女公园。,zh,0
53,高湿度,空气含水量增加。,zh,0
54,"我们需要考虑这些不同角色对各种问题所带来的影响,如SES核心能力、绩效标准、招聘来源、流动性以及培训和发展计划。",我们可以完全忽略这些角色对移动性的影响。,zh,2
55,是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是 是,表面上还有另一个层。,zh,0
56,"在这种情况下,改善服务的邮件代理人的价值将与完成工作的成本一起考虑。","在此情况下,将不考虑完成工作的成本。",zh,2
57,是否有足够的信息来判断普遍性?,输出信息过于普遍化。,zh,1
58,"通过监禁过程没有发生的政治清理,让克林顿面临着巨大的负担。",监禁过程也涉及克林顿的丈夫。,zh,1
59,"难道我还记得我只在这里八年,但我还记得从我习惯住在威利,我可以看到达拉斯市中心。",我只在这里两年。,zh,2
60,"在80年代和90年代的大部分时间里,美国能够通过从国外吸引资金来投资更多的钱。",美国可以节省比1980年代和90年代投资的更多。,zh,2
61,"信任是至关重要的因素,吉姆·莱勒确实有它。",每个人都相信吉姆·莱勒所说的话。,zh,1
62,这里应该有人知道这个世界正在发生的事情比他现在做得更多。,他知道他是唯一有任何事情的想法的人。,zh,2
63,其成绩表包括准确性、速度和时间准确性、单位成本、客户满意度以及员工发展和满意度的措施。,准确性和速度是图表上列出的第一个测量。,zh,1
64,"入口露台的左侧是曾经被雅典神庙占领的开放空间,附近还有Pergamene图书馆的遗迹。",从拉姆没有可见的残留物。,zh,2
65,"如果你渴望学习以色列民间舞蹈,Heftman Street的Bicurei Ha'etim Cellar将教你。",Bicurei Ha'etim Cellar是唯一学习以色列民间舞蹈的地方。,zh,1
66,“谢洛克·福尔摩斯?”,这是谢洛克·福尔摩斯吗?,zh,0
67,"雖然兩個城市仍然沒有由鐵路連結,但這將很快改變。",两座城市之间没有铁路。,zh,0
68,旅游信息办公室可以非常有用。,旅游信息办公室从来没有得到任何帮助。,zh,2
69,更详细的实施计划也将需要处理业务系统、流程和资源问题。,详细的实施计划需要处理业务系统、流程和资源,zh,0
70,"首先,注射的 cannabinoids 可能不会反映吸烟大麻的影响。",吸大麻的人比吸大麻的人更高。,zh,1
71,"这些数据将作为必要的补充管理信息,伴随联邦政府的统一财务报告,但不是其组件的个人报告。",这些数据将包括在有关联邦政府组成单位的个人报告中。,zh,2
72,Boca da Corrida Encumeada(适度; 5 小时):俯瞰 Curral das Freiras 和 Ribeiro do Poco 谷。,“Curral da Freiras and the Valley of Ribeiro do Poco的观点”是第5章。,zh,1
73,"利率 - 每年借款的货币单位或其他时间单位的价格,通常以百分比表达。",利率可以从零到十五%。,zh,1
74,"这是有趣的得到那个杰克,这是正确的,哦,这是一个有趣的故事",我会很高兴告诉你这个故事。,zh,1
75,Erlenborn先生参加了诺特丹大学、印第安纳大学、伊利诺伊大学和芝加哥洛伊拉大学的研究生课程。,Erlenborn先生参加了至少四所不同大学的课程。,zh,0
76,"因此,与那些有足够的幸运才能获得律师和可以去另一个律师的人不同,我们的客户只是在法律体系中失去了,如果他们无法从我们那里获得访问。",我們的客戶可以獲得律師和律師之間的競爭。,zh,2
77,她终于轻轻地睁开了眼睛。,她打开了她的眼睛。,zh,0
78,最美的是阿布萨洛姆(大卫国王的儿子)的巨大的阴影/柱子。,阿布萨洛姆的坟墓/柱子有一个大角形的天花板。,zh,0
79,除非Ritz的提及是偶然的提及吗?”,提到Ritz是意外的吗?,zh,0
80,"这些都是你总是把四个句子放在丑陋的论文中,把教授扔掉。","這些四個句子迫使教授超越段落,並且無意中放棄了被欺騙的信息。",zh,1
81,"这名男子声称他在路线上被抢劫,并在欧洲或中东的某个机场没有钱或机票被抢劫。","他说他在路上被盗,没有钱或机票。",zh,0
82,"它是在1820年代作为苏格兰民族骄傲的象征,并设计为一个迷你公园,与当时流行的新古典风格相反。",它被设计为Parthenon的更小版本。,zh,0
83,"尽管声明数据提供有关医疗保健使用的最准确的信息,但确保适当的跟踪,以便从患者的自我报告中获取信息至关重要,因为许多人不向保险公司报告与酒精相关的事件。","与酒精相关的事件,有助于疾病,经常不被病人向他们的保险公司报告。",zh,0
84,"请问,你可以谈论这个问题,关于公共橡胶喷雾的社会分裂吗?","你在公共场合没有关于橡胶咀嚼的意见,我看到。",zh,2
85,"H-2A工人必须离开该国,并因未能这样做而被驱逐出境。",H2A工人犯下了罪行。,zh,1
86,"研究人员发现预期的压力,如邮件检查的损失和亲人的疾病。",压力影响了研究人员所期望的人。,zh,0
87,你必须通过它。,你可以留在你所在的地方。,zh,2
88,"代表犹大和以色列国王的28个城堡在Viollet-le-Duc的绘画后被改造;原来的城堡在革命期间被推翻,因为他们被认为是法国国王。",那些把雕像倒下的人被处决了。,zh,1
89,"卡达恩把门关在他们背后,放弃了不。","當他們進入時,卡達納關閉了門,並用<unk>子結束了門。",zh,0
90,"小城镇,如路易斯安层,遍布石油田,主要的火车线连接到它们之间。",主要的火车线在所有小镇之间行走。,zh,0
91,"我认为那些人,他们有较低的收入,你会自动与较低的教育相匹配。",我认为更高的收入相当于更低的教育。,zh,2
92,"善良的喜悦,","好好开心,啤酒时间即将到来。",zh,1
93,"在审查这个历史时,重要的是要做出一些关键的区别。",没有什么好处来分析过去。,zh,2
94,"黑河,距离71公里(44英里),是牙买加最长的;它是一种血管路径,用来从室内植物中运送<unk>和<unk>。","黑河得到了它的名字,因为它的水流实际上是黑色的。",zh,1
95,"在我们五千的城市里,我们有一个是当地的FM AM站,他们的消息来自CNN,而且是更多。",城市广播电台从未依靠任何国家新闻来源。,zh,2
96,"有某些类别的控制活动,这些活动对所有机构都是常见的。","控制活动,如安全的商业实践,在所有机构中都是普遍的。",zh,1
97,会议上有100多名法官、律师和荣誉官员出席。,只有两人出席了会议。,zh,2
98,他忘记了阿德林。,"这一次,他都记得阿德林。",zh,2
99,"换句话说,这篇文章展示了暴露涉及政治家的潜在利益冲突,同时忽略涉及记者的人的非常典型的新闻技巧。","报纸显示,记者在政治家周围暴露潜在的利益冲突,但从来没有暴露其他记者。",zh,0
100,青少年复兴的最后原因是波默的自我拥抱。,Boomer 自我拥抱是青少年复兴的一个原因。,zh,0
101,"1505年哥伦布去世后,牙买加成为他的儿子迪埃戈的财产,他将唐胡安·德·埃斯基维尔送到岛上作为州长。",牙买加由哥伦布的儿子迪埃戈继承。,zh,0
102,"他们不会像他们在NYPD的吉米·史密斯那样杀死乔治·克隆尼的角色,而杜格·罗斯博士在接下来的两集中被迫出场,因为马维里克心脏病发作给一个终极生病的男孩一个未经授权的疼痛药(星期四,下午10点)。","乔治·克劳尼将失去他的工作,因为制片人认为他不能行动。",zh,2
103,120 “你不认为我应该去警察吗?”,我不应该去警察吗?,zh,0
104,"是的,因为我认为这些事情只会让你知道。",因为他们很容易生存。,zh,2
105,我们已经采取了一系列步骤来赋予和投资我们的员工。,我们所采取的步骤为员工实施了计划。,zh,0
106,"在演讲的情况下,菲斯似乎认为,美国公众对女性主义、同性恋权利和行业规则等问题的理由比他想象的更少的启示,就是人们被拒绝访问那些会启示他们的意见和信息。","美国人对有争议的话题非常了解,根据Fiss。",zh,2
107,"例如,布拉斯 - 戴维的野餐区位于泡沫流旁边。",野餐区不接近潮流。,zh,2
108,"如果你得到他一个电源发动机,它可能需要他更少的时间做它,但我喜欢做它,我感觉很好做它,我感觉更好做它与一个电源发动机与一个与拖拉机在它,所以我不需要推那么硬","他会在8分钟内将你的整个花园磨损,如果他使用电源驱动器。",zh,1
109,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,"我很惊讶,当我昨天看到这一点。",zh,1
110,巴伐利亚 »,阿尔弗雷德·英格勒霍普,zh,2
111,我们吃什么午餐?,"那么,我们要吃什么吃午饭呢?",zh,0
112,"香港居民的调查显示,他们对城市的未来感到血腥。","香港居民的调查显示,他们对城市的未来比以往更血腥。",zh,1
113,"好,我指的是当你长大的时候,我指的是像加尔维斯顿。","你在加尔维斯顿长大,我在达拉斯长大。",zh,1
114,"我被定义为无法以任何满意度交付钱,直到我对案件的价值进行了最仔细的调查。","我必须仔细研究一个原因,在捐款之前。",zh,0
115,"你知道他们喜欢他们在做什么,你知道他们对他们在做什么感觉很好。",你可以看到他们的整个模拟器如何改变。,zh,1
116,“我能帮你吗?”,我根本不帮你。,zh,2
117,"许多酒店的传统开放时间是东正教复活节,但有些酒店直到4月底才开放。",酒店在圣诞节没有开放。,zh,1
118,医疗和手术费用。,医疗和手术费用已全部覆盖,zh,1
119,"正好,当我坐在这里的沙发交叉和所有一个突然有人一个男人得到他们的手在我的门<unk>,它是像 uh 像 oh 没有,所以我不喜欢它,我猜唯一的方式来防止它会只是通过一个城市规则,以防止它或","一个男人试图进入房子,以便他可以偷走它。",zh,1
120,"中国日历用来计算日本成立的年份,重新计算中国宇宙学周期的1260年。",日本的基金会是用中国日历来定义的。,zh,0
121,"是的,我知道是的,当你每月支付15美元时,一定需要很长时间。","当你每月支付100美元时,它需要很长时间。",zh,2
122,"因此,净规模优惠起初是积极的,无论我们是否调整工资奖金。",初始净规模优惠在调整工资奖金时是负面的。,zh,2
123,"看看这里,你没有工作来问我这样。",你没有理由为我这样问。,zh,0
124,"专家们指出,不仅仅是年龄决定了中国古代的价值,过去的王朝有创造性的上升和下降。",收藏家仅基于他们的中国古代的价格。,zh,2
125,"小城镇,如路易斯安层,遍布石油田,主要的火车线连接到它们之间。",石油田里只有一座城市。,zh,2
126,"监管机构可能不完全支持更全面的商业模式,因为他们担心信息将基于大量的判断,因此缺乏准确性,这可能会使报告标准的执行困难。",报告标准的困难可以成为这个商业模式的一个巨大的障碍。,zh,0
127,"首先,得到基本的正确,即,阻止和处理财务报告。",基本要先是正确的。,zh,0
128,"在一个仍然脆弱的维多利亚氛围中,迪纳德保留了美丽的豪华别墅和漫长的滑板散步,豪华酒店,优雅的商店,迪斯科,赌场,公园和花园,以及一个奥林匹克大小的公共游泳池的所有优点。","迪纳德保持了维多利亚的敏感性,同时还包含了奢侈品元素。",zh,0
129,"隨著每個步驟,某些做法對他們的努力的成功顯示出特別重要。",没有实践有用。,zh,2
130,但是有一天就来了。,这里绝对没有什么。,zh,2
131,在印度的许多寺庙、宫殿和博物馆上很容易过量服用。,您将在印度各地找到许多宫殿和寺庙的缺点。,zh,2
132,非常简单。,不是复杂。,zh,0
133,"是的,他们是我最喜欢的团队的一段时间。",他们是我最喜欢的团队。,zh,0
134,"这个历史上著名的淡水湖,被称为加利利海和Kinneret湖(意思是哈尔普,其形状),周围只有58公里(36英里)。",加利利海也被称为Kinneret湖数百年。,zh,1
135,因为我意味着我不知道它只是我认为我们需要的东西,"我认为我们可以没有它,但它会大大改变我们的生活质量。",zh,2
136,"约翰走回城里,走到斯米蒂。",约翰继续走进山脉。,zh,2
137,土地法(1)简化家庭定义,家庭定义可以简化。,zh,0
138,"这些数据将作为必要的补充管理信息,伴随联邦政府的统一财务报告,但不是其组件的个人报告。",专注于其组件单位的个人报告不会包含数据。,zh,0
139,"新城的初始土地需求并不令人印象深刻;事实上,需要提供激励措施来吸引买家。","起初,新城的土地需求很高,房地产迅速出售。",zh,2
140,"好吧,他们如此接近一个失败的未失败的季节,他们可以尝试它,他们想创造历史,所以我不认为他们会缺乏动机。","除非他们遭受任何损失,否则他们将保持动机。",zh,1
141,"因此,净规模优惠起初是积极的,无论我们是否调整工资奖金。",净规模的好处可以随着时间的推移变得负面。,zh,1
142,这是完全疯狂的。,这是完全正常的。,zh,2
143,"未资助国内投资的储蓄将增加净外国投资,并改善现行账户平衡。",储蓄可以大幅和快速地增加净外国投资。,zh,1
144,"它一直受到它们的不同特征的影响,并吸收了它们的各种习俗和做法。",它们的不同特征对任何文化都没有影响。,zh,2
145,"但是,互联网是如此奇迹般的广告工具,格罗斯能否从每家1000美元的广告支出中获得每人400美元的折扣 - 或者说服广告商花费额外的400美元来达到每个客户?","互联网在广告上是如此之大,格罗斯会每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每个人每",zh,0
146,问题可能需要调整到,有些问题可能或可能不需要调整。,zh,0
147,此分類上一篇: Tom Clancy,他很喜欢汤姆·克兰西。,zh,1
148,"那个女孩看着他,然后把她的手交在她的前面。","女孩离开了他,保持着她的手。",zh,2
149,梅拉顿,它含有10克的梅拉顿。,zh,1
150,男人在首位的饮食,男人的饮食完全由肉制成。,zh,1
151,"是的,这只是教育问题,我认为","是的,但教育并不重要。",zh,2
152,另外还有三天在恐惧的无动作中度过。,这些日子过得很慢。,zh,1
153,"每年8月,年轻的妇女都会聚集在光明的<unk>子里,有些人甚至爬上9米(30英尺)的岩石,为好丈夫祈祷。","女人在攀登岩石后找到丈夫,并祈祷。",zh,1
154,它仍然是夜晚。,"太阳还没有升起,因为月亮在天空中闪耀着。",zh,0
155,"例如,如果奥维茨的五年合同价值100万美元,如果补偿委员会添加到免费迪士尼股票的前端捐款价值50万美元,那么 - 假设奥维茨完成了他的五年合同期 - 迪士尼的成本将是150万美元。",五年合同将价值100万美元,zh,1
156,"你知道我们保留一两百美元,如果这么多负担那些不太糟糕,那只是你的正常",我们在那里有钱。,zh,0
157,"只要阿萨德活着,他就能解决这些问题,并与以色列达成协议。","只要阿萨德不会死于飓风,他仍然能够照顾与士兵的麻烦。",zh,1
158,"一些专家说,在春季和秋季的寒冷日子,以及日落后的几个小时,捕获的可能性更大。","专家说,你从来不应该在日落后尝试捕捉。",zh,2
159,"沿着城市的河流,有美丽的景色;房间在设计方面非常现代。",它对停车场有可怕的景色。,zh,2
160,"如果不是最美丽的,城堡可能是洛伊尔山谷最可怕的,这是一个真正的防御堡垒,它的黑色岩石仍然被禁止,尽管它们的塔在亨利三世的命令下被拆除。",这座城堡几乎是整个洛伊尔谷中最不可怕的城堡。,zh,2
161,"另外,两种香味饮料也在本地生产。",喝的饮料对他们有好气味。,zh,0
162,"在日本,Mainichi Shimbun批评新自由民主党领导人Keizo Obuchi,因为他被新鲜的想法所剥夺,以恢复日本经济。","Mainichi Shimbun批准了Keizo Obuchi的努力,以改善经济。",zh,2
163,"沙石和<unk>石是用来建造Bom Jesus的巴洛克教堂的材料,以其圣弗朗西斯·Xavier的遗迹在右边的马乌索里的雕像而闻名。",博姆耶稣的巴洛克教堂是一座由沙石和<unk>石制成的著名教堂。,zh,0
164,测试器官,试验活植物,zh,1
165,"不要把它带到心中,拉德,他温柔地说。",她试图安慰。,zh,0
166,截至1999年9月30日(数百万美元):,在1999年9月30日以数百万美元的存储:,zh,0
167,機會,很重要的是要利用机会。,zh,1
168,"也不是Jane Eyre,也不是Jane Eyre。",是Jane Eyre还是没有?,zh,0
169,“我不会阻止你。,我会阻止你。,zh,2
170,环境保护机构,负责保护环境和维护国家公园的机构。,zh,1
171,"这些花园通常属于州长的山区,但在香港占领期间,日本人摧毁了这座建筑。",这些花园属于州长的山区。,zh,2
172,"这里没有什么可做的,我认为,除非他真诚地长久地在恩典中看着死灰。",没有什么可做的。,zh,0
173,"这些都是你总是把四个句子放在丑陋的论文中,把教授扔掉。","如果你把这四个句子放在你的论文中,教授会立即知道它已经被骗了。",zh,2
174,"我想,一旦他们得到你,他们会为我来。",我会帮助你离开。,zh,1
175,"简而言之,这是一个全新的成本领域,需要采取行动。","在一个节点中,这个新的成本区域将需要采取行动。",zh,0
176,梅拉顿,它含有梅拉顿。,zh,1
177,您将在所有主要城市和一些较小的村庄找到画廊。,更小的村庄还运营可找到的画廊。,zh,0
178,"他们发现大量的水从山上流下来,木材比任何人都知道该怎么做。",没有发现从山上流下的水。,zh,2
179,"在您的右边是进入16世纪的桑达尔贝德斯特内(Sandal Bedesten)的入口,在巨大的石柱上支持着美丽的布里克瓦尔。","由于建筑,我们将无法向您展示 Sandal Bedesten 的入口。",zh,2
180,"进步者最终注意到,政府活动主义的最佳论点是它工作。","进步主义者认为,政府活动主义没有任何作用。",zh,2
181,"没有人,没有骨头。",身体里没有留下任何东西。,zh,0
182,"虽然NIPA措施反映了政府储蓄如何影响可用于投资的国家储蓄,但统一预算措施是讨论联邦财政政策问题的更常见参考框架。",NIPA 措施比统一预算措施更可靠。,zh,1
183,"我的身体对我来说就像一只小兔子,我不想养宠物,我忘了及时喂食,我没有时间和他一起玩,我知道,一个无用的兔子,在笼子里保留,这将是残酷的。",我是无情的。,zh,1
184,"哦,但是你可以用这些东西填补一堆哦洞,我习惯了我习惯了广告购买小麦笔,我会给一美元一块,这两美分一块,这基本上是过价的。",我常常试着卖小麦。,zh,2
185,Penrith 和 Blencathra 也是在这个早期定居期间建立的塞尔特名称。,Penrith 和 Blencathra 是返回古罗马的名字。,zh,2
186,"如果需要满足前一款所规定的限制,管理员应根据第414条的要求,减少各单位的基本二阶段补贴补贴。",管理员应对每个单位减少补贴。,zh,0
187,"因此,他们的服务在紧急部门环境中进行时可能更有效。","他们的服务可能更有效,如果它们在ED中完成。",zh,0
188,评估问题。,有关于这个主题的评估问题。,zh,1
189,"因此,许多领先的金融组织已经计算并比较了这些百分比作为他们支持该组织的业务目标的总体指标。",金融组织计算了关于每个其他组织的数据。,zh,1
190,"此前,根据国会政府行动委员会共和党排名少数党员的请求,GAO审查了克林顿总统卫生保健改革工作组的活动,并提供了来自政府和外部组织的工作组参与者的广泛列表。",GAO已经审查了克林顿总统任务小组的活动。,zh,0
191,"她,相反,被她的主体崇拜为一个活着的上帝。","因此,她被她的主体称赞为一个活着的神:一个在许多人中。",zh,1
192,空气很温暖。,寒冷的空气让他们都惊讶。,zh,2
193,"其中一个缺点是,创新和产品差异化程度可能仍然有限。",有限的创新将不会成为优势。,zh,0
194,"照顾自己,把它交给你。","尽量花费你喜欢的钱,并把钱交给你。",zh,1
195,"我认为是的我认为,我认为这是真正重要的。",“我真的相信这对我们来说是非常重要的。,zh,1
196,美国外交的重要组成部分是让主权国家自愿合作。,国家不需要共同工作。,zh,2
197,第六章 人类资本,"资本就是钱,不是人。",zh,2
198,英国帝国在印度的崛起已经开始了。,开始了德国帝国在印度的崛起。,zh,2
199,"但是,这些男孩实际上在路上,两千英里远离家园,当他们不得不提交他们的最后考试,并发送他们到",这些人从家里提交了中期考试。,zh,2
200,萨拉瓦克蛋糕以勇敢的地质设计而染色。,萨拉瓦克的土豆已经在周围很长一段时间。,zh,1
201,"我订购了更好的性技巧,先进的性技巧,做性乐趣和先进的口腔性技巧(价格约为11美元)。",我订购的订单不是免费的。,zh,0
202,由美国评分,美国的平衡。,zh,0
203,真相?,你会告诉真相吗?,zh,1
204,肯定会很好地说话。,让我们很快再谈一谈。,zh,1
205,"因为像技术一样,它被称为一个良好的工程学校,而A和M可能更为熟悉计算机。",A和M的计算机部门不太好看。,zh,2
206,名人忙碌的杂志在奥斯卡之后的主题中超越了自己。,杂志对名人不感兴趣。,zh,2
207,汤米感觉到他的崛起比一瞬间更不确定。,汤米对他的崛起不太确定。,zh,0
208,"无论你喝啤酒或酒精还是不喝酒,到达都柏林的旅行是不完整的,没有参观某些酒吧,不要错过这个体验。","如果你不喝酒,不要担心去伦敦的酒吧。",zh,2
209,"但虽然60分钟的制作人是由明星(Pacino大站,但不是到迷人的点),伯格曼的故事没有相同的主要力量。",制作人是哈里森·福特。,zh,2
210,我从来没有说过你是个<unk>子。,我从来没有说过或暗示过你是个<unk>子。,zh,0
211,"下面是那是每个人都有寒冷和一切,因为有一天是寒冷,第二天是热",寒冷直接与温度变化有关。,zh,0
212,我不知道今年我们期待什么样的夏天我想象它会再次热,"我在天气站工作,所以我知道所有关于今年夏天的天气预报。",zh,2
213,"蒂诺斯的中心部分很少有兴趣,但在山顶上走到美丽的皮尔戈斯村庄,以其大理石挖掘学校而闻名。",很少有游客参观Tinos的中心部分。,zh,1
214,"除非该报告受到法律或法规的限制,否则审计人员应确保其复印件可用于公共检查。","该报告最可能受到法律或法规的限制,并且不应保证。",zh,1
215,"明年,他因安全危险而被驱逐出兰德,当地警方在马斯克海滩附近的一间公务员房间里抓住了他。","他们把他赶出兰德,因为他犯了一个罪行。",zh,0
216,我一直在观看《泰晤士报》的广告。,我在报纸上等待了一张香烟的广告。,zh,1
217,"令人惊讶的是,高尔夫球是禁止的昂贵。","高尔夫是廉价的过去,所以很多人会这样做。",zh,2
218,青少年复兴的最后原因是波默的自我拥抱。,我们正在看到青少年复兴的15个主要原因。,zh,1
219,"我想,如果我在丰田经销商的车库里做了这件事,我一定会看三四百美元。",经销商的车库的费用是我付出的两倍。,zh,1
220,"第二部分),酒精和毒品滥用病人记录的保密性。",毒品和酒精恢复记录必须保密,zh,0
221,"教皇约翰保罗二世在1979年的访问纪念教皇十字架不太大,当时超过一百万人聚集在一起庆祝大屠杀。","超过一百万人聚集在一起庆祝大众,当教宗约翰保罗二世于1979年访问时。",zh,0
