,premise,hypothesis,lang_abv,label
24,میرا دماغ صحیح طریقے سے کنٹرول کرنے سے انکار کرتا ہے.,میرا دماغ صحیح طریقے سے کام نہیں کر رہا تھا.,ur,0
25,"""اس طرح آپ کی لڑکی لکھتی ہے کہ آپ کی چھوٹی سی الوداع کی سرگرمی اتنی اچھی نہیں تھی، ہاں؟"" اس نے چوری کی.",آپ کے الوداع کی سرگرمی اچھی طرح سے نہیں چلا گیا.,ur,0
26,آپ کو اس کے ذریعے چلنے کی ضرورت ہے).,آپ کو اس کے ذریعے پیچھے چلنے کی ضرورت ہے.,ur,0
27,نہیں، میں حیران ہوں، حیران ہوں,’’نہیں!‘‘ میں نے شوک میں فریاد کی۔,ur,0
28,"Bauerstein اس مصیبت کی رات میں سٹائلز میں تھا، اور اس نے مزید کہا: ""وہ دو بار کہا: 'یہ سب کچھ تبدیل کرتا ہے' اور میں نے سوچا.",سٹائل جو کچھ ہوا ہے اس کے لئے ذمہ دار ہے.,ur,1
29,طویل عرصے پہلے - یا دور، یا کچھ بھی - ایک دنیا تھی جس کا نام تار تھا؟ اور ایک اور جس کا نام اراتہ تھا.,Erath ایک ہی دنیا ہے جو کبھی موجود ہے.,ur,2
30,اس کے بعد، تمام وقت، یہ میری بیوی Inglethorp کے کمرے میں، ہمارے اپنے دماغ کے نیچے تھا؟ میں نے پکارا.,لہذا یہ ایک اور ملک میں چھپایا گیا تھا، ہمیں پایا ناممکن ہے؟,ur,2
31,کیونکہ میں نے ہمیشہ ایسا کرنے کی ضرورت تھی اور لہذا میں صرف کسی اور کو اس کے لئے ادا کرتا ہوں اور وہ وہ کرتے ہیں جو وہ کاٹتے ہیں وہ پھلتے ہیں وہ ایک کنارے اور ایک مجھے لگتا ہے کہ اس سال میں کچھ مناظر میں ڈال دیا جائے گا,میں نے کبھی بھی باغیوں کے لئے محبت نہیں کی ہے.,ur,1
32,"""وہ اپنے سوسیس کے بارے میں تھوڑا سا حوصلہ افزائی کرتا ہے.",اس کی سوسیس اتنی پیچیدہ ہے کہ وہ ہر اجزاء کو بہتر بنانے کے ساتھ حوصلہ افزائی کرتی ہے.,ur,1
33,بدقسمتی سے، آج کے بچے نہ صرف خوشی کے چھوٹے بوجھ ہیں بلکہ دنیا بھر میں کامیابی اور حیثیت کے انتہائی نمونے بھی ہیں.,اگرچہ آج کے بچے کامیابی اور حیثیت کا نمونہ ہیں، اور ان کے والدین بھی ہیں.,ur,1
34,چین کے شہری جنگ نے ہانگ کانگ کو پریشان کن ایکو بھیجا ہے۔,جاپان نے ایک شہری جنگ کا آغاز کیا,ur,2
35,سات انعامات بنیاد پر ایک نئے غیر منافع بخش صلاحیت کی تعمیر پروگرام سے جاری ہیں، جس میں فنکاروں کے درمیان پیسہ دینے کی رجحان کا حصہ ہے جو تنظیموں کو مضبوط بنانے میں مدد ملتی ہے، اس کے بجائے پروگرام کی خدمات جو وہ فراہم کرتے ہیں.,انعامات بنیاد پر ایک غیر منافع بخش صلاحیت کی تعمیر پروگرام سے جاری ہیں، جس میں فنکاروں کے درمیان پیسہ بڑھانے کے لئے پیسہ دینے اور پھر ان کو لے جانے کے لئے ایک رجحان کی نمائندگی کی جاتی ہے.,ur,1
36,یا، صلاحیت ان لوگوں پر محدود ہوسکتی ہے جو پہلے سے ہی حاملہ ہو چکے ہیں، یا کم از کم جنسی طور پر فعال، 13 سال سے زائد یا 21 سال سے کم عمر، یا اس کا کچھ مجموعہ.,قبولیت کی عمر 21 سال ہے.,ur,1
37,اس سلسلے میں، ایپل کو بچانے کے لئے سٹیو جابز کو واپس لانے کی طرح ہے.,سٹیو جابز ایپل میں واپس آئے,ur,0
38,یا وہ گھر میں کسی کو تھا جو بیمار تھا کہ وہ مجھے لگتا ہے کہ آپ یہ نہیں کر سکتے ہیں ہر کوئی,وہ کچھ نہیں کر سکتے تھے.,ur,2
39,نسل سے نسل تک (Michiko Kakutani، نیویارک ٹائمز) کچھ، جیسا کہ وول سٹریٹ جرنل میں پرل K. بیل کی طرح، رومانٹ میں شیرین طور پر اطاعت پذیر اطاعت کا ایک سوراخ تلاش کرتے ہیں اور کہتے ہیں کہ حصوں کو خطرناک طور پر احساسات کے کنارے پر ہیں.,انہوں نے شکایت کی کہ رومانٹ کسی بھی احساسات کی کمی تھی.,ur,2
40,کوئی مسئلہ نہیں، ایک اچھی پالیسی,کوئی پریشانی نہیں، ایک اچھی پالیسی ہے.,ur,0
41,میٹرو (میٹرو) شہر کے ارد گرد چلنے کا سب سے تیزی سے طریقہ ہے، لیکن بس، دونوں دارالحکومت اور دیگر بڑے شہروں میں، دیکھنے کے لئے بہترین ہیں.,میٹرو لے جانے کے لئے ایک اچھا طریقہ ہے بڑے شہر کی زندگی کا تجربہ کرنے کے لئے.,ur,2
42,"وہ اپنے آپ پر اتنا یقین رکھتے تھے کہ وہ اس بات کا یقین کرتے تھے کہ اس نے ایک غلطی کی تھی. """,انہوں نے صرف اس بات کا یقین کیا کہ وہ ایک غلطی کر رہا تھا.,ur,0
43,میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں میں ہوں۔,بہت کم طالب علم ہیں اور بہت کم امیر ہیں.,ur,1
44,ٹھیک ہے اور مجھے لگتا ہے کہ ہم صرف اٹھتے ہیں مجھے لگتا ہے کہ ہمیں کچھ اور نہیں کرنا چاہئے,یہ وہی ہے، ہم صرف اٹھتے ہیں، نہیں؟,ur,0
45,وہ سمندروں کو شفا دینے کے لئے نمک کا استعمال کرتے ہوئے قدرتی وسائل پر سرمایہ کاری کرتے تھے، جو وہ اپنے ملک میں برآمد کرتے تھے.,انہوں نے مچھلی کا علاج کرنے کے لئے نمک کا استعمال کیا اور اسے گھر بھیج دیا.,ur,0
46,خبریں کمپیوٹر صارفین کو واضح، آسانی سے خراب پاس ورڈ منتخب کرنے کے لئے مشورہ دیتا ہے اور بنیادی سیکورٹی احتیاطات کو نظر انداز کرنے کے لئے نظام کے انتظامیہ کو خراب کرتا ہے.,اخبارات صارفین یا نظام کے انتظامیہ کو سیکورٹی کی خلاف ورزیوں کی ذمہ داری نہیں دیتے ہیں.,ur,2
47,ان کی خوش قسمتی کے لئے، وہ ان کو صحیح ثابت کر رہا ہے.,انہوں نے یہ ظاہر کیا کہ وہ صحیح تھے.,ur,0
48,یہ بہت برا ہے کہ اس کے بجائے McIntyre کا استعمال کرنے کا انتخاب کیا.,McIntyre کو بند کرنے کے پٹچر کے طور پر استعمال کرنے کے لئے منتخب کیا گیا تھا.,ur,1
49,اور دوسری بات یہ ہے کہ اس کی قیمت یہ تقریبا حرام ہے کہ اسے ایک ڈیلر کو لانے کے لئے,یہ ایک ڈیلر کو لے جانے کے لئے سستا ہے.,ur,2
50,جہاں زندگی کی پالیسییں - پالیسییں جو تمام زندگی کے لئے انشورنس فراہم کرتے ہیں اور آمدنی (چہرے کی رقم) صرف انشورنس دینے والے کی موت پر ادا کی جاتی ہیں.,ایک پوری زندگی کی پالیسی ایک شخص کے لئے بہترین انتخاب ہے جو 90 سال کی عمر تک زندہ رہنے کی توقع رکھتا ہے.,ur,1
51,2466، چار مجموعات پر بحث کرتا ہے، جس میں انسٹال اور چلانے والے مائیکرو وولڈ لنکس کی ایک کم از کم تعداد کی تصدیق اور کمپیوٹر پڑھنے کے قابل اعداد و شمار کی دیکھ بھال شامل ہے.,2466 چار مجموعات کے بارے میں بات کرتا ہے.,ur,0
52,خواتین کے باغ، جو گھریلو تشدد کے متاثرین کے لئے پناہ گاہ اور پناہ گاہ فراہم کرتا ہے، پہلے سے ہی مکمل وقت کے وکیل ہے.,خواتین کے باغ میں مکمل وقت کے وکیل موجود ہیں.,ur,0
53,اعلی درجہ حرارت,پانی کی مقدار میں اضافہ ہوا ہے,ur,0
54,ہم ان مختلف کرداروں کو مختلف مسائل کے لئے ان اثرات پر غور کرنے کی ضرورت ہے، جیسے ایس ایس کے بنیادی صلاحیتوں، کارکردگی کے معیار، ملازمت کے ذرائع، نقل و حمل، اور تربیت اور ترقی کے پروگرام.,ہم مکمل طور پر نقل و حمل پر کردار کے اثرات کو نظر انداز کر سکتے ہیں.,ur,2
55,جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں جی ہاں,سطح پر ایک اور ٹکڑا ہے.,ur,0
56,اس صورت میں، بہتر سروس کے ای میلر کے لئے قیمت کے ساتھ ساتھ کام کرنے کی قیمت پر غور کیا جائے گا.,اس معاملے میں کام کرنے کی قیمت پر کوئی غور نہیں کیا جائے گا.,ur,2
57,کیا عام طور پر جائزہ لینے کے لئے کافی معلومات موجود ہیں؟,انٹرویو کی معلومات بہت عام ہے.,ur,1
58,سیاسی صفائی جو پناہ گزینوں کے عمل کے ذریعے نہیں ہوئی، کلینٹن کو بڑے اور سنگین بوجھ سے چھوڑ دیتی ہے.,انٹرویو میں کلینٹن کے شوہر کو بھی شامل کیا گیا ہے۔,ur,1
59,کیا یہ نہیں مجھے یاد آتا ہے میں صرف آٹھ سال یہاں رہتا ہوں لیکن مجھے یاد آتا ہے کہ میں کام کرنے کے لئے آتا ہوں میں ویلی میں رہتا ہوں اور میں ڈالاس کے مرکز کو دیکھ سکتا ہوں,میں صرف دو سال کے لئے یہاں تھا.,ur,2
60,1980ء اور 1990ء کی دہائیوں میں، امریکہ غیر ملکی سرمایہ کاری کے ذریعے اس سے زیادہ سرمایہ کاری کرنے میں کامیاب تھا.,امریکہ 1980s اور 90s میں سرمایہ کاری سے زیادہ بچا سکتا ہے.,ur,2
61,قابل اعتماد ایک اہم عنصر ہے، اور جیم Lehrer، حقیقت میں، یہ ہے.,ہر کوئی جانتا ہے کہ جیم لیئر نے کیا کہا ہے.,ur,1
62,یہاں ایک شخص ہونا چاہئے جو اس دنیا میں کیا ہو رہا تھا اس سے زیادہ جانتا تھا کہ وہ اب کیا کر رہا ہے.,وہ جانتا تھا کہ وہ کیا ہو رہا ہے کے بارے میں کسی بھی تصور کے ساتھ ایک ہی شخص تھا.,ur,2
63,اس کے اسکرپٹ میں درستگی، رفتار اور وقت پر عملدرآمد، یونٹ کی قیمت، گاہکوں کی رضامندی، اور ملازمین کی ترقی اور رضامندی کے لئے اقدامات شامل ہیں.,درستگی اور رفتار سب سے پہلے پیمانے پر درج کردہ پیمانے پر ہیں.,ur,1
64,داخلہ ریمپ کے بائیں جانب ایک بار آتن کے معبد کی طرف سے قبضہ کیا گیا کھلی جگہ ہے، جس کے قریب پرگمن لائبریری کے باقیات ہیں.,ریمپ سے کوئی باقیات نظر نہیں آتے,ur,2
65,اگر آپ اسرائیلی عوام کے رقص کو سیکھنے کے لئے حوصلہ افزائی کر رہے ہیں تو، Heftman سٹریٹ میں Bicurei Ha'etim Cellar آپ کو سکھائے گا.,Bicurei Ha'etim Cellar ایک ہی جگہ ہے جہاں اسرائیلی عوام کے رقص کو سیکھنے کے لئے.,ur,1
66,یا شروک ہولمز؟,کیا یہ شارلوک ہولمز ہے؟,ur,0
67,اگرچہ دو شہروں کو ریلوے سے منسلک نہیں کیا گیا تھا، یہ تیزی سے تبدیل کرنے کے لئے تیار تھا.,دونوں شہروں کے درمیان کوئی ریلوے نہیں تھا.,ur,0
68,ٹورنامنٹ کی معلومات بہت مفید ہوسکتی ہے.,ٹورسٹ انفارمیشن ایجنسی کبھی بھی کسی بھی مدد سے نہیں ہیں.,ur,2
69,مزید تفصیلی نافذ کرنے کی منصوبہ بندی بھی کاروباری نظام، عمل اور وسائل کے مسائل کو حل کرنے کے لئے ضروری ہو جائے گا.,تفصیلی نافذ کرنے کی منصوبہ بندی کاروباری نظام، عمل اور وسائل کو حل کرنے کے لئے ضروری ہے,ur,0
70,سب سے پہلے، انجکشن کینابینوائڈز کو سگریٹ نوشی کے اثرات کو ظاہر نہیں کر سکتے ہیں.,ماری جوانا سگریٹ نوشی کرنے والے لوگوں کو کانابینوائڈز کے ذریعے ان کو انجکشن کرنے سے زیادہ زیادہ حاصل کرتا ہے.,ur,1
71,اعداد و شمار کی ضرورت کے طور پر اضافی انتظامیہ کی معلومات کے طور پر پیش کی جائے گی جس میں فدرال حکومت کی منسلک مالیاتی اعداد و شمار شامل ہیں لیکن اس کے اجزاء کے انفرادی اعداد و شمار میں نہیں.,اعداد و شمار فدرال حکومت کے تشکیل دینے والے یونٹس کے بارے میں انفرادی رپورٹوں میں شامل کیا جائے گا.,ur,2
72,Boca da Corrida Encumeada (متوسط؛ 5 گھنٹے): Curral das Freiras اور Ribeiro do Poco کے وادی سے منظر.,"""Curral da Freiras and the Valley of Ribeiro do Poco"" باب 5 ہے.",ur,1
73,فائدہ کی شرح - سال میں قرضے کی ایک یونٹ یا کسی دوسرے وقت کی یونٹ کے لئے ادا کردہ قیمت، عام طور پر ایک فیصد کے طور پر بیان کیا جاتا ہے.,منافع کی شرح صفر سے پانچ فیصد تک ہوسکتی ہے.,ur,1
74,یہ ہلری ہے کہ اس جیک کو نکالنے کے لئے یہ صحیح ہے آہ یہ ایک مضحکہ خیز کہانی ہے,میں اس کہانی کو بتانے سے لطف اندوز ہوں,ur,1
75,ڈاکٹر Erlenborn نوتردام یونیورسٹی، ایڈیانا یونیورسٹی، ایلینوی یونیورسٹی، اور شیکاگو کے Loyala یونیورسٹی میں اعلی درجے کی کورسوں میں شرکت کی.,ڈاکٹر Erlenborn کم از کم چار مختلف یونیورسٹیوں میں کلاسوں میں شرکت کی.,ur,0
76,لہذا ان لوگوں کے برعکس جو وکیلوں کو حاصل کرنے کے لئے کافی خوش قسمت ہیں اور ایک اور وکیل کے پاس جا سکتے ہیں، ہمارے گاہکوں کو صرف قانونی نظام میں کھو دیا جاتا ہے اگر وہ ہماری طرف سے اس تک رسائی حاصل نہیں کر سکتے ہیں.,ہمارے گاہکوں کو وکیلوں کی اجازت دے سکتے ہیں اور وکیلوں کے درمیان بونسنگ.,ur,2
77,آخر میں اس نے اپنی آنکھیں تھوڑی تھوڑی تھوڑی کھول دی۔,اس نے اپنی آنکھیں کھول دی,ur,0
78,سب سے بہتر یہ ہے کہ اس عظیم کوکال کے ساتھ چھپا ہوا قبر / پائلر ابسالوم (ملک داؤد کا بیٹا) ہے.,ابسالوم کی قبر/پیلر میں ایک بڑا کنو شکل کی چھت ہے.,ur,0
79,"اگر ریتس کا ذکر ایک تصادفی نوٹ نہیں تھا؟""",کیا ریتس کو تصادفی طور پر ذکر کیا گیا تھا؟,ur,0
80,یہ چار جملے ہیں جو آپ ہمیشہ پروفیسر کو راستے سے باہر پھینکنے کے لئے پلاجیریا کاغذوں میں ڈالتے ہیں.,یہ چار جملے استادوں کو پارٹنر کے اوپر اسکیم کرنے اور ناخوشگوار طور پر plagiarized معلومات کو چھوڑنے کے لئے مجبور کرتے ہیں.,ur,1
81,اس شخص کا دعویٰ ہے کہ وہ راستے پر چوری کی گئی ہے اور پیسہ یا ہوائی اڈے کے ٹکٹ کے بغیر کسی جگہ یورپ یا مشرق وسطی میں پکڑا جاتا ہے.,انہوں نے کہا کہ وہ راستے پر چوری کی گئی تھی اور اس کے پاس پیسہ یا طیارے کا ٹکٹ نہیں ہے,ur,0
82,یہ 1820s میں اسکاتلینڈ قومی فخر کا نمونہ کے طور پر منصوبہ بندی کیا گیا تھا اور اس وقت مقبول نئوکلاسیک سٹائل کے مطابق ایک مینی پارٹن کے طور پر ڈیزائن کیا گیا تھا.,یہ ایک چھوٹا سا ورژن Parthenon کے طور پر ڈیزائن کیا گیا تھا.,ur,0
83,اگرچہ ادائیگی کے اعداد و شمار صحت کی دیکھ بھال کے استعمال کے بارے میں سب سے زیادہ درست معلومات فراہم کرتے ہیں، مریض خود رپورٹ سے معلومات حاصل کرنے کے مقاصد کے لئے مناسب پیروی کو یقینی بنانا اہم ہے کیونکہ بہت سے لوگ شراب سے متعلق واقعات کو انشورنس کمپنیوں کو رپورٹ نہیں کرتے ہیں.,شراب سے متعلق واقعات جو بیماری میں حصہ لیتے ہیں اکثر مریضوں کو ان کی انشورنس کمپنیوں کو رپورٹ نہیں کی جاتی ہیں.,ur,0
84,کیا آپ براہ مہربانی اس مسئلے پر بات کر سکتے ہیں، عوامی طور پر گیمنگ کی سماجی تقسیم کے بارے میں؟,آپ کے پاس عوامی طور پر گیمنگ کے بارے میں کوئی رائے نہیں ہے، میں دیکھتا ہوں.,ur,2
85,H-2A کارکن کو ملک چھوڑنا پڑے گا اور ایسا کرنے میں ناکام ہونے کی وجہ سے نکال دیا جائے گا.,H-2A کارکنوں نے ایک جرم کا ارتکاب کیا.,ur,1
86,محققین کو پتہ چلتا ہے کہ انتظار شدہ کشیدگیوں جیسے ای میل میں ایک چیک کے نقصان اور پیارے لوگوں کی بیماری.,کشیدگی نے لوگوں کو متاثر کیا جیسا کہ محققین نے توقع کی تھی.,ur,0
87,آپ کو اس کے ذریعے چلنے کی ضرورت ہے).,آپ رہ سکتے ہیں جہاں آپ ہیں.,ur,2
88,یہوداہ اور اسرائیل کے بادشاہوں کی نمائندگی کرنے والے 28 عمارتوں کو ویولٹ-ل-ڈوک کے ڈرائنگ کے بعد دوبارہ تعمیر کیا گیا ہے؛ اصل عمارتوں کو انقلاب کے دوران نکال دیا گیا تھا، کیونکہ یہ فرانس کے بادشاہوں کے طور پر سمجھا جاتا تھا.,ان لوگوں کو جنہوں نے مجسمے کو پھینک دیا وہ قتل کر دیئے گئے تھے۔,ur,1
89,اُس نے اُن کے پیچھے دروازہ بند کر دیا۔ اُس نے اُن کے پیچھے دروازہ بند کر دیا۔,کیڈان نے دروازہ بند کر دیا جب وہ داخل ہوئے اور اسے بند کر دیا.,ur,0
90,لوئیشیا کی طرح چھوٹے شہروں کو تیل کے میدانوں کے ارد گرد پھیلا دیا گیا تھا؛ بنیادی ٹرین لائن ان کے درمیان پھیلا ہوا تھا.,ایک اہم ٹرین لائن تمام چھوٹے شہروں کے درمیان چلا گیا.,ur,0
91,مجھے لگتا ہے کہ جو لوگ ہم ہیں ان کے پاس ایک کم آمدنی ہے جو آپ خود کار طریقے سے کم تعلیم کے ساتھ برابر کرتے ہیں,مجھے لگتا ہے کہ اعلی آمدنی کم تعلیم کے برابر ہے.,ur,2
92,اچھی خوشی کے ساتھ رہو,اچھا لطف اچھا لطف اچھا لطف اچھا لطف اچھا لطف اچھا لطف,ur,1
93,اس تاریخ کا جائزہ لینے میں، کچھ اہم فرق کرنے کے لئے ضروری ہے.,ماضی کا تجزیہ کرنے میں کوئی فائدہ نہیں,ur,2
94,سیاہ نہر، 71 کلومیٹر (44 میل) پر ہے، جامائیکا میں سب سے طویل ہے؛ یہ ایک خونریزی راستہ تھا جو اندرونی پودوں سے روم اور لومبر کو منتقل کرنے کے لئے استعمال کیا جاتا تھا.,سیاہ نہر کا نام حاصل کیا گیا ہے کیونکہ اس کے بہاؤ میں پانی اصل میں سیاہ ہے.,ur,1
95,ہمارے شہر میں پانچ ہزار ہم ایک ہے کہ uh مقامی FM AM اسٹیشن ہے اور ان کی خبریں CNN سے کھانا کھلایا جاتا ہے بھی uh یہ زیادہ ہے uh,شہر ریڈیو اسٹیشن نے کبھی کسی بھی قومی نیوز کے ذریعے بھروسہ نہیں کیا.,ur,2
96,کنٹرول سرگرمیوں کے کچھ اقسام ہیں جو تمام اداروں کے لئے عام ہیں.,کنٹرول کی سرگرمیوں جیسے محفوظ کاروباری عمل عام طور پر تمام اداروں میں عام ہیں.,ur,1
97,100 سے زائد قاضیوں، وکیلوں اور اہلکاروں کو جمع کرنے کے لئے حاضر کیا گیا تھا.,جمع کرنے کے لئے صرف دو افراد ظاہر ہوتے ہیں.,ur,2
98,اُس نے اُن کے بارے میں بھول کر کہا۔,اُس وقت اُس نے اُس کو یاد کیا۔,ur,2
99,دوسری بات یہ ہے کہ یہ مضمون صحافیوں کو شامل کرنے کے باوجود ممکنہ دلچسپی کے تنازعات کو ظاہر کرنے کے لئے سب سے زیادہ معمولی صحافی ٹک کو ظاہر کرتا ہے.,رپورٹ میں یہ ظاہر ہوتا ہے کہ صحافی سیاستدانوں کے ارد گرد ممکنہ منافع کے تنازعات کو ظاہر کرتے ہیں، لیکن کبھی بھی دوسرے صحافیوں کو ظاہر نہیں کرتے.,ur,0
100,نوجوان رنسانس کا آخری سبب بومر خود مشابہت ہے.,بومر خود مشابہت نوجوان رنسانس کی وجہ سے ایک ہے.,ur,0
101,1505 میں کولمبس کی وفات کے بعد، جامائیکا اس کے بیٹے ڈیوگو کی ملکیت بن گیا، جس نے Don Juan de Esquivel کو جزیرے کے گورنر کے طور پر بھیجا.,جامائیکا کو کولمبس کے بیٹے دیگو کی طرف سے وارث کیا گیا تھا.,ur,0
102,وہ ایئر میں جورج کلونی کے کردار کو قتل نہیں کریں گے جیسا کہ انہوں نے جیمی سمیٹس کے ساتھ کیا NYPD میں. اس کے بجائے، ڈاکٹر ڈوگ راس کو اگلے دو ایپلی کیشنز کے دوران باہر نکال دیا جاتا ہے کیونکہ میورک دل کاٹنے والے ایک غیر مجاز درد کی گولیاں دیتا ہے ایک انتہائی بیمار لڑکے (جمعہ، 10 بجے).,جارج کلونی اپنے کام کو کھو دیں گے کیونکہ پروڈیوسر سوچتے ہیں کہ وہ کام نہیں کر سکتے ہیں.,ur,2
