,premise,hypothesis,lang_abv,label
42,"كانوا متأكدين من أنفسهم لدرجة أنهم أخذوا ذلك لأنه كان قد ارتكب خطأ"".",لقد اعتقدوا ببساطة أنه قد ارتكب خطأ.,ar,0
43,أنا على أنا في نظام المدرسة Plano والعيش في ريتشاردسون وهناك ديكوتوميا حقيقية فيما يتعلق بالخلفية التعليمية والاقتصادية للأطفال الذين سيشاركون في هذه المدرسة,هناك عدد كبير من الطلاب الفقراء والعديد من الأغنياء.,ar,1
44,على ما يرام وأعتقد أننا نرتفع فقط وأعتقد أننا لا نريد أن نفعل أي شيء آخر,هذا هو الحال، نحن مجرد التمسك، أليس كذلك؟,ar,0
45,وقد استولوا على الموارد الطبيعية باستخدام الملح لعلاج الأسماك، والتي استوردوها إلى بلادهم الأصلية.,استخدموا الملح لعلاج الأسماك وأرسلوه إلى المنزل.,ar,0
46,وتشجيع الأخبار مستخدمي الكمبيوتر على اختيار كلمات المرور الواضحة والسهلة المكسورة وتشجيع مديري النظام على تجاهل الاحتياطات الأمنية الأساسية.,لا تتهم مصادر الأخبار المستخدمين أو مديري النظام بانتهاكات الأمان.,ar,2
47,إلى مصيرهم الجيد، فهو يثبت لهم الحق.,يظهر أنهم كانوا على صواب.,ar,0
48,من الصعب جدا أن تختار لاستخدام McIntyre بدلا من ذلك.,تم اختيار McIntyre لاستخدامها كمسار إغلاق.,ar,1
49,والشيء الآخر هو التكلفة التي يحظر تقريبا إحضارها إلى تاجر,انها رخيصة لجلبها إلى تاجر.,ar,2
50,سياسات توفر التأمين على مدى حياة المتأمين بأكمله والإيرادات (مبلغ الوجه) يتم دفعها فقط عند وفاة المتأمين.,سياسة الحياة بأكملها هي الخيار الأفضل لشخص يتوقع أن يعيش حتى سن التسعين.,ar,1
51,"2466, يناقش المجموعات الأربعة, والتي تشمل شهادة الحد الأدنى لعدد من الروابط الميكروويف المثبتة والعملية وصيانة قاعدة بيانات قابلة للقراءة على الكمبيوتر.",2466 مناقشة أربعة مجموعات.,ar,0
52,الجنة النسائية، التي توفر المأوى والوصول لضحايا العنف المنزلي، لديها بالفعل محام بدوام كامل.,هناك محام بدوام كامل في حديقة النساء بالفعل.,ar,0
53,- رطوبة عالية,الهواء مع زيادة محتوى المياه.,ar,0
54,نحن بحاجة إلى النظر في التأثيرات التي تتمتع بها هذه الأدوار المختلفة لمجموعة متنوعة من القضايا، مثل الكفاءات الأساسية لـ SES، ومعايير الأداء، ومصادر التوظيف، والحركة، وبرامج التدريب والتطوير.,يمكننا أن نتجاهل تماما آثار الأدوار على التنقل.,ar,2
55,نعم نعم نعم نعم نعم لأن هذا هو الطريقة التي قد تبدو في الخارج ولكن الصبي هناك الكثير يحدث هناك,هناك طبقة أخرى على السطح.,ar,0
56,في هذه الحالة ، سيتم النظر في القيمة إلى البريد الإلكتروني للخدمة المحسنة جنبا إلى جنب مع تكلفة القيام بالعمل.,لن يتم النظر في تكلفة القيام بالعمل في هذه الحالة.,ar,2
57,هل هناك معلومات كافية لتقييم التعميم؟,تعتبر المعلومات الناتجة عموماً جداً.,ar,1
58,إن التطهير السياسي الذي لم يحدث من خلال عملية الإعدام يترك كلينتون بثقل كبير وخطير.,وتشمل عملية القبض على زوج كلينتون أيضاً.,ar,1
59,لا أستطيع أن أتذكر أنني لم أكن هنا سوى ثمانية أعوام ولكن أستطيع أن أتذكر أنني ذهبت للعمل من أنني كنت أعيش في ويلي وكنت أستطيع أن أرى وسط دالاس,لقد كنت هنا لمدة عامين فقط.,ar,2
60,خلال معظم الثمانينيات والثمانينيات، تمكنت الولايات المتحدة من الاستثمار أكثر مما تم إنقاذه من خلال جذب التمويل من الخارج.,يمكن للولايات المتحدة أن توفر أكثر مما استثمرت في الثمانينيات والتسعينيات.,ar,2
61,الائتمان هو عامل حيوي، ويجعل جيم ليخر، في الواقع، لديه ذلك.,كل الناس يصدقون ما قاله جيم ليكر.,ar,1
62,يجب أن يكون هناك شخص هنا يعرف أكثر عن ما يحدث في هذا العالم مما هو عليه الآن.,كان يعرف أنه الشخص الوحيد الذي كان لديه أي فكرة عن ما كان يحدث.,ar,2
63,وتشمل سجلاتها التدابير المتعلقة بالدقة والسرعة والوقت، وتكلفة الوحدة، ورضا العملاء، وتطوير الموظفين ورضاهم.,الدقة والسرعة هي أولى القياسات المذكورة على سجل النتيجة.,ar,1
64,على الجانب الأيسر من مرفق المدخل هو المساحة المفتوحة التي احتلتها معبد أثينا ذات مرة ، بالقرب منها بقايا مكتبة بيرغامين.,لا توجد بقايا مرئية من الرامب.,ar,2
65,إذا كنت ترغب في تعلم الرقص الشعبي الإسرائيلي ، فإن Bicurei Ha'etim Cellar في شارع Heftman سوف يعلمك.,Bicurei Ha'etim Cellar هو المكان الوحيد لتعلم الرقص الشعبي الإسرائيلي.,ar,1
66,أو شيرلوك هولمز؟,هل كان شيرلوك هولمز؟,ar,0
67,على الرغم من أن المدن لا تزال غير متصلة بالسكك الحديدية ، إلا أن هذا كان على وشك التغيير بسرعة.,لم تكن هناك قطار بين البلدين.,ar,0
68,يمكن أن تكون مكاتب المعلومات السياحية مفيدة للغاية.,مكاتب المعلومات السياحية لا تساعد أبدا.,ar,2
69,ستكون خطط التنفيذ أكثر تفصيلاً ضرورية أيضًا لمعالجة مشاكل النظام التجاري والعمليات والموارد.,خطط التنفيذ التفصيلية ضرورية للتعامل مع نظام الأعمال والعمليات والموارد,ar,0
70,أولاً ، قد لا تتأثر الكانابينويدات المضغوطة بتأثيرات الماريجوانا المدخنة.,التدخين الماريجوانا يحصل الناس أعلى من الحقن لهم مع الكانابينويدات.,ar,1
71,وسيتم تقديم البيانات كالمعلومات الإدارية الإضافية المطلوبة مصحوبة بالبيانات المالية الموحدة للحكومة الفيدرالية ولكن ليس في التقارير الفردية للوحدات المكونة لها.,سيتم تضمين البيانات في التقارير الفردية المتعلقة بالوحدات المؤسسة للحكومة الفيدرالية.,ar,2
72,Boca da Corrida Encumeada (معتدل؛ 5 ساعات): إطلالة على Curral das Freiras و وادي ريبيرو دو بوكو.,"""مشاهدة Curral da Freiras و وادي ريبيرو دو بوكو"" هو الفصل الخامس.",ar,1
73,سعر الفائدة - السعر المدفوع لكل وحدة من المال المقترض سنويا، أو أي وحدة أخرى من الوقت، عادة ما يتم التعبير عنها في النسبة المئوية.,يمكن أن تتراوح أسعار الفائدة من صفر إلى خمسة عشر في المائة.,ar,1
74,انها حلوة للحصول على هذا جاك بعيدا انها على حق أوه انها قصة مضحكة,سأكون سعيدًا بمشاهدة هذه القصة.,ar,1
75,شارك السيد إيرلينبرن في دورات الدراسات العليا في جامعة نوتردام وجامعة إنديانا وجامعة إلينوي وجامعة لويالا في شيكاغو.,شارك السيد Erlenborn في الفصول الدراسية في أربعة جامعات مختلفة على الأقل.,ar,0
76,وبالتالي ، على عكس الأشخاص الذين هم محظوظون بما فيه الكفاية لكي يكونوا قادرين على الحصول على المحامين ويمكنهم الذهاب إلى محامي آخر ، فإن عملائنا يضيعون ببساطة في النظام القانوني إذا لم يتمكنوا من الوصول إليه منا.,يمكن لعملائنا أن يحصلوا على المحاماة والتعويض بين المحامين.,ar,2
77,في النهاية فتحت المرأة عينيها ضعيفة.,فتحت عينيها.,ar,0
78,الأفضل هو القبر الكبير الذي يغطيه الكونياك / الجبل من أبشالوم (ابن الملك داود).,القبر / الأعمدة من أبسالوم لديها سقف كبير على شكل قوس قزح.,ar,0
79,"ما لم يكن ذكر ريتز ملاحظة عشوائية؟""",هل ذكرت ريتز عن طريق الصدفة؟,ar,0
80,هذه هي العبارات الأربعة التي تضعها دائمًا في الورق المتعصب لإلقاء المعلم بعيدًا عن المسار.,هذه العبارات الأربعة تجبر الأساتذة على التفكير في الفقرة وتفكيك المعلومات المخادعة دون قصد.,ar,1
81,يزعم هذا الرجل أنه تم سرقته على الطريق ويتم إلقاء القبض عليه دون أموال أو تذكرة الطيران في مطار في أي مكان في أوروبا أو الشرق الأوسط.,وقال إنه تم سرقته على الطريق ولم يكن لديه أموال أو تذكرة طيران,ar,0
82,تم تخطيطها في 1820s كرمز للفخر الوطني الاسكتلندي وتصميمها كصغير الحديقة ، على عكس النمط النيوكلاسيكي الشعبي في ذلك الوقت.,تم تصميمها لتكون نسخة صغيرة من Parthenon.,ar,0
83,على الرغم من أن بيانات الادعاءات توفر المعلومات الأكثر دقة حول استخدام الرعاية الصحية ، إلا أن ضمان مراقبة كافية لأغراض الحصول على المعلومات من تقرير المريض الذاتي مهم لأن الكثير من الناس لا يبلغون عن الأحداث المرتبطة بالكحول إلى شركاء التأمين.,الحوادث المرتبطة بالكحول التي تساهم في المرض غالبا ما لا يتم الإبلاغ عنها من قبل المرضى إلى شركات التأمين الخاصة بهم.,ar,0
84,هل تستطيع أن تتحدث عن هذه المسألة، فيما يتعلق بالتقسيمات الاجتماعية للطماطم المطحونة في الجمهور؟,أنت لا تملك رأيًا حول الحمض النخيل في الجمهور ، أرى.,ar,2
85,يجب على العامل H-2A مغادرة البلاد ويخضع لإبعادهم بسبب فشلهم في القيام بذلك.,وارتكب عامل H-2A جريمة.,ar,1
86,ووجد الباحثون أن التوتر المتوقع مثل فقدان فحص في البريد ومرض أحبائهم.,وتأثر الإجهاد بالأشخاص كما يتوقع الباحثون.,ar,0
87,عليك أن تسير من خلالها).,يمكنك البقاء حيث أنت.,ar,2
88,تم إعادة صياغة 28 دولة تمثل ملك يهوذا وإسرائيل بعد رسم فيوليت-ل-دوك؛ تم سحب تلك الأصلية خلال الثورة، لأنها كانت تعتقد أنها ملك فرنسا.,وقد تم القبض على أولئك الذين سحبوا القصص.,ar,1
89,وَقَالَ أَبُو هُرَيْرَةَ رَضِيَ اللَّهُ عَنْهُ: قَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ:,كادان أغلقت الباب عند دخولهم، وربطها مغلقة بالرصاص.,ar,0
90,وتشتت مدن صغيرة مثل طبقة لويزيان في جميع أنحاء حقول النفط، وتمتد خط القطارات الرئيسي بينها.,خط قطار رئيسي بين جميع المدن الصغيرة.,ar,0
91,أعتقد أن الأشخاص الذين هم أم لديهم أقل الدخل الذي تساوي تلقائيا مع التعليم المنخفض,أعتقد أن الدخل الأعلى يساوي التعليم المنخفض.,ar,2
92,كن سعيدًا جدًا،,كن سعيدًا لأن وقت البيرة قريب.,ar,1
93,عند مراجعة هذه التاريخ ، من المهم إجراء بعض التمييزات الحاسمة.,لا فائدة من تحليل الماضي.,ar,2
94,نهر الأسود ، على مسافة 71 كم (44 ميلا) ، هو أطول في جامايكا ؛ كان مسارًا معدنيًا يستخدم لنقل الروم والروم من المحاصيل الداخلية.,حصلت النهر الأسود على اسمه لأن المياه في تدفقها هي في الواقع سوداء.,ar,1
95,في مدينتنا من خمسة آلاف لدينا واحد الذي هو محطة FM AM المحلية و أخبارهم يتم تغذيتها من CNN أيضا uh هو أكثر من uh,لم تكن محطة الراديو البلدية تعتمد أبدا على أي مصادر أخبار وطنية.,ar,2
96,هناك فئات معينة من أنشطة مراقبة شائعة لجميع الوكالات.,أنشطة التحكم مثل الممارسات التجارية الآمنة شائعة على نطاق واسع في جميع الوكالات.,ar,1
97,وقد حضر الاجتماع أكثر من 100 قاض ومحامي ومحترم.,لا يوجد سوى شخصين يظهران للمؤتمر.,ar,2
98,لقد نسيت عن أدرين.,تذكرت أدري كل هذه المرة.,ar,2
99,وبعبارة أخرى، أظهرت الوثيقة تكرار صحفي نموذجي للغاية من الكشف عن نزاعات محتملة من المصالح التي تنطوي على السياسيين في حين تجاهل تلك التي تنطوي على الصحفيين.,وأظهرت الصحيفة أن الصحفيين يعرضون نزاعات محتملة من المصالح حول السياسيين، لكنهم لا يعرضون الصحفيين الآخرين أبداً.,ar,0
100,السبب الأخير في النهضة المراهقة هو الإمساك الذاتي البومر.,الإمساك الذاتي بومر هو أحد أسباب النهضة المراهقة.,ar,0
101,بعد وفاة كولومبوس في 1505 ، أصبحت جامايكا ملكية لابنه دييغو ، الذي أرسل دون خوان دي إسكيفيل إلى الجزيرة كحكم.,وقد ورثت جامايكا من قبل ابن كولومبوس دييغو.,ar,0
102,لن يقتلوا شخصية جورج كلوني في إير كما فعلوا مع جيمي سميث في نيويورك. بدلا من ذلك ، يتم إجبار الدكتور دوغ روس على الانفصال خلال الحدثين التاليين لأن ضربات القلب المهبلية تعطي خفيف الألم غير المصرح به للطفل المريض بشكل نهائي (الخميس ، الساعة 10 مساء).,سيفقد جورج كلوني وظيفته لأن المنتجين لا يعتقدون أنه يمكن أن يتصرف.,ar,2
103,"120 ""ألا تعتقد أنني يجب أن أذهب إلى الشرطة؟""",ألا ينبغي أن أذهب إلى الشرطة؟,ar,0
104,نعم لأن تلك الأشياء أعتقد أنك سوف تعرف فقط,لأنها ستبقى على قيد الحياة بسهولة.,ar,2
105,لقد اتخذنا عددًا من الخطوات لتعزيز واستثمار موظفينا.,الخطوات التي اتخذناها وضع البرامج للموظفين في المكان.,ar,0
106,في حالة الخطاب ، يبدو أن فيس يعتقد أن السبب في أن الجمهور الأمريكي أقل توضيحًا مما يرغب في أن يكون فيما يتعلق بمسائل مثل النساء ، وحقوق المثليين ، وتنظيم الصناعة هو أن الناس يرفضون الوصول إلى الآراء والمعلومات التي من شأنها أن توضيح لهم.,الناس في أمريكا على دراية جيدة جدا حول المواضيع المثيرة للجدل، وفقا لفيس.,ar,2
107,على سبيل المثال ، يتم وضع منطقة بيكنيك براس ديفيد الوردية بجانب تدفق حفرة.,منطقة التزلج ليست قريبة من تدفق.,ar,2
108,وأوه حسنا إذا كنت إذا حصلت عليه محرك الطاقة فإنه من المرجح أن يستغرق له أقل بكثير من الوقت للقيام بذلك ولكن أنا أحب القيام بذلك أنا أشعر جيدا القيام بذلك أوه أنا أشعر أفضل بكثير القيام بذلك مع محرك الطاقة مع ذلك مع واحد مع محرك سحب على ذلك لذلك أنا لا تحتاج إلى الضغط بشدة,سيحطم حديقتك بأكملها في ثمانية دقائق إذا كان يستخدم محرك الطاقة.,ar,1
109,نعم نعم رأيت ذلك لأول مرة أمس في المساء,كنت متحمسًا جدًا عندما رأيت ذلك أمس.,ar,1
110,بيرستين »,ألفريد إنجلتورب,ar,2
111,ماذا نملك لتناول الغداء؟,ماذا نأكل للغداء؟,ar,0
112,استطلاع للمقيمين في هونغ كونغ يجدهم دموية حول مستقبل المدينة.,ووجد استطلاع من سكان هونغ كونغ أنهم أكثر دموية حول مستقبل المدينة من أي وقت مضى.,ar,1
113,وَقَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ:,أنت نشأت في غالفيستون وأنا نشأت في دالاس.,ar,1
114,أنا محكوم على أنني لا أستطيع أن أعطي المال مع أي رضا حتى أجريت أشد التحقيقات حول قيمة السبب.,يجب أن أبحث عن سبب بعناية قبل التبرع به.,ar,0
115,أنت تعرف أنهم يحبون ما يفعلونه أنت تعرف أنهم يشعرون بالراحة حول ما يفعلونه هذا النوع من الأشياء هو أكثر,يمكنك أن ترى الطريقة التي تغيرت فيها ديمينور بأكمله.,ar,1
116,"هل يمكنني مساعدتك؟""",أنا لا أساعدك على الإطلاق.,ar,2
117,وقت الافتتاح التقليدي للعديد من الفنادق هو عيد الفصح الأرثوذكس، على الرغم من أن بعضها لا يفتح حتى نهاية أبريل.,الفنادق غير مفتوحة في هالوين,ar,1
118,تغطية التكاليف الطبية والجراحية.,تم تغطية التكاليف الطبية والجراحية بالكامل,ar,1
119,بالضبط وعندما أنا جالس هنا على الأريكة متقاطعة وجميع فجأة شخص ما رجل يحصل على يدي على الباب يبدو وكأنه أوه لا وهكذا أنا لا أحب ذلك وأنا أتخيل الطريقة الوحيدة لمنع ذلك سيكون مجرد اجتياز ترتيب المدينة لمنع ذلك أو,حاول رجل الدخول إلى المنزل حتى يتمكن من سرقته.,ar,1
120,تم استخدام التقويم الصيني لحساب سنة تأسيس اليابان من خلال حساب 1260 سنة من الدورة الكونية الصينية.,تم تحديد مؤسسة اليابان باستخدام التقويم الصيني.,ar,0
121,نعم دفع خمسة عشر نعم نعم أنا أعرف نعم وعندما تدفع خمسة عشر دولارًا في الشهر فإنه بالتأكيد يستغرق وقتًا طويلاً,عندما تدفع 100 دولار في الشهر ، فإنه يستغرق وقتًا طويلاً.,ar,2
122,وبالتالي، فإن الفائدة على نطاق صافي إيجابية في البداية، سواء كنا نقوم بتعديل مكافأة الأجور أم لا.,الفوائد الصافية المبدئية سلبية عند تعديلها على مكافأة الأجور.,ar,2
123,انظر هنا ، ليس لديك عمل يأتي يطلب مني بهذه الطريقة.,لا يوجد سبب لك أن تطلب مني مثل هذا.,ar,0
124,ويشير الخبراء إلى أنه ليس العصر وحده الذي يحدد قيمة العصور القديمة الصينية كانت الديناصورات في الماضي لديها صعودها وانخفاضها الإبداعي.,يعتمد المجموعات على سعر العصور القديمة الصينية فقط من عمرهم.,ar,2
125,وتشتت مدن صغيرة مثل طبقة لويزيان في جميع أنحاء حقول النفط، وتمتد خط القطارات الرئيسي بينها.,لم يكن هناك سوى مدينة واحدة في حقول النفط.,ar,2
126,قد لا يكون المنظمون مؤيدين تمامًا لنموذج أعمال أكثر شمولية لأنهم يشعرون بالقلق من أن المعلومات ستستند إلى الكثير من الحكم وبالتالي إلى نقص الدقة ، مما قد يجعل تنفيذ معايير الإبلاغ صعبًا.,يمكن أن تكون صعوبة المعايير الإبلاغية عقبة هائلة لهذا النموذج التجاري.,ar,0
127,أولاً ، احصل على الأساسيات الصحيحة ، أي حجب ومكافحة الإبلاغ المالي.,يجب أن تكون الأساسيات صحيحة أولا.,ar,0
128,في جو فيكتوريا لا يزال ضعيفًا ، احتفظت دينارد بجميع أفضل الأصول من الفيلات الفاخرة الطويلة والممرات الطويلة ، والفنادق الخفيفة ، والبوتيكات الأنيقة ، والديكوتياك ، والكازينو ، والحدائق والحدائق ، وحوض سباحة عام من الحجم الأولمبي.,يحتفظ دينارد بحساسية فيكتوريا في حين يحتوي أيضًا على عناصر فاخرة.,ar,0
129,جنبا إلى جنب مع كل خطوة، أثبتت بعض الممارسات أهمية خاصة لنجاح جهودهم.,لم تكن الممارسات مفيدة,ar,2
130,ولكن هناك مرة واحدة.,لا يوجد شيء على الإطلاق هناك.,ar,2
131,من السهل مبالغة في العديد من المعابد والقلاع والمتاحف في الهند.,سوف تجد القليل من القلاع والمعابد في جميع أنحاء الهند.,ar,2
132,بسيطة جداً.,لا معقدة,ar,0
133,نعم كانوا فريقي المفضل لفترة من الوقت,كانوا فريقنا المفضل.,ar,0
134,هذا البحيرة المائية الطازجة المعروفة تاريخيا، والمعروفة على حد سواء باسم بحر الجليل و بحيرة كينريت (معنى هارب، بعد شكله)، يبلغ مساحته 58 كيلومترا فقط (36 ميلا) في المحيط.,يُعرف بحر الجليل أيضًا باسم بحيرة كينريت منذ مئات السنين.,ar,1
135,لأنني أقول أنا لا أعرف أن هذا مجرد شيء أعتقد أن شيئًا نحتاج إليه,أعتقد أننا يمكن أن نفعل دون ذلك، ولكن سيغير نوعية حياتنا بشكل كبير.,ar,2
136,عاد جون إلى المدينة إلى الرماد.,ثم استمر جون في الجبال.,ar,2
137,قانون ليلاند (1) يسهل تعريف الأسرة,يمكن تبسيط التعريف المنزلي.,ar,0
138,وسيتم تقديم البيانات كالمعلومات الإدارية الإضافية المطلوبة مصحوبة بالبيانات المالية الموحدة للحكومة الفيدرالية ولكن ليس في التقارير الفردية للوحدات المكونة لها.,التقارير الفردية التي تركز على وحدات مكوناتها لن تشمل البيانات.,ar,0
139,لم يكن الطلب الأولي على الأراضي في المدينة الجديدة مثيرًا للإعجاب ؛ في الواقع ، كان من الضروري تقديم الحوافز لجذب المشترين.,في البداية ، كان الطلب على الأراضي في المدينة الجديدة مرتفعًا وممتلكات بيعها بسرعة.,ar,2
