,premise,hypothesis,lang_abv,label
22,"Докато Асад живее, той може да управлява тези проблеми и да поддържа споразумение с Израел.","Докато Асад не умре, той ще може да се грижи за проблемите.",bg,0
23,Четирите деца на Явис? – попита Северн.,Северн знае всичко за децата на Ярвис.,bg,1
24,Мозъкът ми отказва да командва правилно.,Мозъкът ми не командва правилно.,bg,0
25,"""Така твоята дъщеря пише, че твоята малка прощателна дейност не работи толкова добре, нали?"" той хортира.",Прощателната ви дейност не върви добре.,bg,0
26,Трябва да преминете през него).,Трябва да го преминавате пеша.,bg,0
27,"Извинявам се, изненадвам се.",„Няма!“ извиках в шок.,bg,0
28,Бауерщайн е бил в Стил през смъртната нощ и добавя: „Той е казал два пъти: „Това променя всичко.“ И аз съм мислил.,Стилът е отговорен за случилото се.,bg,1
29,"Дълго време - или далеч, или каквото и да е - имаше един свят, наречен Тар? и друг, наречен Ерат.","Ерата е единственият свят, който някога е съществувал.",bg,2
30,"Тогава, през цялото време, това беше в вазата в спалнята на г-жа Инглехорп, под носа ни?","Така че тя е скрита в друга страна, невъзможно ли е за нас да се намери?",bg,2
31,"защото винаги трябваше да го направя и затова просто плащам на някой друг, за да го направя и те правят това, което правят, за да се отрежат, за да се оплодят, и за да мисля, че тази година ще имам някакъв пейзаж.",Никога не съм имал любов към градината.,bg,1
32,Тя става малко обсесивна за соса си.,"Сосът й е толкова сложен, че е обсебен с усъвършенстването на всяка съставка.",bg,1
33,"Вместо това, децата днес не са само малки пакети от радост, но също така са най-вероятно крайните символи на световен успех и статут.","Децата днес са символи на успех и статут, а родителите им също са.",bg,1
34,Гражданската война на Китай изпрати тревожни ехо на Хонг Конг.,Япония води гражданска война.,bg,2
35,"Седемте безвъзмездни средства идват от нова програма за изграждане на капацитет с нестопанска цел в фондацията, част от тенденцията сред филантропистите да дават пари, за да помогнат на организациите да станат по-силни, а не на услугите, които предлагат.","Стипендиите идват от програма за изграждане на капацитет с нестопанска цел на фондацията, като пример за тенденция сред филантропистите да дават пари за растеж на организации и след това да ги вземат.",bg,1
36,"Или, допустимостта може да бъде ограничена до тези, които вече са били бременни, или поне сексуално активни; до тези над 13 години или под 21 години; или някаква комбинация от тях.",Възрастта на съгласието също е 21 години.,bg,1
37,"В този смисъл, връщането на Стив Джобс, за да спаси Apple, е като връщането на ген.",Стив Джобс се завръща в Apple,bg,0
38,"или те са имали някой у дома, който е бил болен, че те трябва да имат тенденция към мен означава, че не можете да го направите всеки",Те нямат нищо да правят.,bg,2
39,"От поколение на поколение (Michiko Kakutani, The New York Times ). Някои, като Pearl K. Bell в The Wall Street Journal, намират удоволствие от сладко послушателна послушност в романа и казват, че частите са опасно на ръба на сентименталността.","Те се оплакват, че романът няма никакви емоции.",bg,2
40,"Няма проблем, добра политика.","Не се притеснявайте, добра политика.",bg,0
41,"Мъдрото е най-бързият начин да се движите около града, но автобусите, както в столицата, така и в другите големи градове, са най-добри за гледане.",Приемането на метрото е добър начин да изпитате живота на големия град.,bg,2
42,"Те бяха толкова сигурни в себе си, че го взеха, за да му се даде, че е направил грешка.“","Те просто предположиха, че е направил грешка.",bg,0
43,"Аз съм в училищната система Плано и живея в Ричардсън и има истинска дихотомия по отношение на образователния и икономическия фон на децата, които ще присъстват на тази школа",Има огромно количество бедни ученици и много малко богати.,bg,1
44,"ОК и аз мисля, че ние просто се качваме, аз не мисля, че трябва да направим нищо друго","Това е така, ние просто се качваме, нали?",bg,0
45,"Те капитализират природните ресурси, като използват сол, за да излекуват рибата, която изнасят в родната си страна.","Те използват сол, за да излекуват рибата и я изпращат обратно у дома.",bg,0
46,"Новините съветват потребителите на компютри да избират очевидни, лесно разкъсани пароли и кастрират системните администратори, за да игнорират основните предпазни мерки за сигурност.",Новините не обвиняват потребителите или системните администратори за нарушения на сигурността.,bg,2
47,"За тяхното щастие, той ги доказва правилно.","Той показва, че са правилни.",bg,0
48,Прекалено лошо е избрал да използва McIntyre вместо това.,McIntyre е избрана да се използва като затварящ пич.,bg,1
49,"И второто е цената, която е почти забранено да го донесе на дилъра",Това е евтино да го донесе на дилър.,bg,2
50,"Политики, които осигуряват застраховка за целия живот на застрахователя и приходите (лична сума) се плащат само след смъртта на застрахователя.","Цялата политика за живот е най-добрият избор за някой, който очаква да живее до 90-годишна възраст.",bg,1
51,"2466, обсъжда четирите колекции, които включват сертифициране на минимален брой инсталирани и функциониращи микровълнови връзки и поддръжката на компютърно-читаема база данни.",2466 обсъжда четири колекции.,bg,0
52,"Жените пещера, която осигурява убежище и достъп до жертви на домашно насилие, вече има пълно работно време адвокат.",Вече има пълно работно време адвокат в Женската пещера.,bg,0
53,- висока влажност,въздух с повишено съдържание на вода.,bg,0
54,"Трябва да разгледаме последиците, които тези различни роли имат за редица въпроси, като например ключовите компетенции на SES, стандартите за изпълнение, източниците за набиране, мобилността и програмите за обучение и развитие.",Можем напълно да игнорираме последиците от ролята върху мобилността.,bg,2
55,"Да, да, да, добре, защото това е начинът, по който те могат да изглеждат външно, но момче има много, което се случва там",Има още един слой на повърхността.,bg,0
56,В тази ситуация стойността на пощата на подобрената услуга ще бъде разгледана заедно с разходите за извършване на работата.,Няма да се вземат предвид разходите за извършване на работата в този случай.,bg,2
57,Достатъчна ли е информация за оценяване на общността?,Изходната информация е прекалено генерализирана.,bg,1
58,"Политическото почистване, което не се е случило през процеса на преследване, оставя Клинтън с голяма и сериозна тежест.",Процесът на преследване включва и съпруга на Клинтън.,bg,1
59,"Не мога ли да си спомням, че съм тук само осем години, но мога да си спомням, че идвам на работа, откъдето обичам да живея в Уили и мога да видя центъра на Далас",Тук съм само две години.,bg,2
60,"През повечето от 80-те и 90-те години на миналия век САЩ са успели да инвестират повече, отколкото са спестили, като привличат финансиране от чужбина.","САЩ могат да спестят повече, отколкото са инвестирали през 80-те и 90-те години.",bg,2
61,"Кредитността е жизненоважен фактор, и Джим Лехър наистина го има.","Всеки ще повярва на това, което е казал Джим Лехър.",bg,1
62,"Трябва да има някой тук, който знае повече за това, което се случва в този свят, отколкото той прави сега.","Той знаеше, че е единственият човек, който има някаква представа за това, което се случва.",bg,2
63,"Срокът му включва мерки за точност, скорост и своевременност, единен разход, удовлетворение на клиентите и развитие и удовлетворение на служителите.","Точността и скоростта са първите измервания, изброени на картата.",bg,1
64,"Вляво от входната рампа се намира откритото пространство, някога окупирано от Храма на Атина, близо до което са остатъците на Пергамската библиотека.",Няма видими остатъци от рампата.,bg,2
65,"Ако искате да научите израелски народни танци, Bicurei Ha'etim Cellar на Heftman Street ще ви учи.",Bicurei Ha'etim Cellar е единственото място за изучаване на израелски народни танци.,bg,1
66,Или Шерлок Холмс?,Дали това е Шерлок Холмс?,bg,0
67,"Въпреки че двете градове остават без връзка от железопътния транспорт, това е на път да се промени бързо.",Двата града нямат железопътна линия между тях.,bg,0
68,Туристическите информационни служби могат да бъдат много полезни.,Туристическите информационни агенции никога не са от никаква помощ.,bg,2
69,"По-подробни планове за изпълнение също ще бъдат необходими за справяне с бизнес системи, процеси и проблеми с ресурсите.","Подробни планове за изпълнение са необходими за справяне с бизнес системата, процесите и ресурсите",bg,0
70,"Първо, инжектираните канабиноиди не могат да отразяват ефектите на пушената марихуана.","Пушенето на марихуана получава хора по-високи, отколкото им се инжектира с канабиноиди.",bg,1
71,"Данните ще бъдат представени като необходима допълнителна административна информация, съпътстваща консолидираните финансови отчети на Федералното правителство, но не и в индивидуалните отчети на неговите компоненти.",Данните ще бъдат включени в индивидуалните доклади относно съставните единици на федералното правителство.,bg,2
72,Boca da Corrida Encumeada (умерено; 5 часа): изглед към Curral das Freiras и долината на Ribeiro do Poco.,"""Изгледи на Curral da Freiras и долината на Рибиро до Поко"" е глава 5.",bg,1
73,"Цената, която се начислява на единица заем на година, или друга единица на време, обикновено изразена като процент.",Лихвените проценти могат да варират от нула до 15%.,bg,1
74,"Това е хубаво да се получи този джак от това е правилно о, това е смешна история",Ще се радвам да разкажа тази история.,bg,1
75,"г-н Ерленборн присъства на бакалавърски курсове в Университета на Нотр Дам, Университета на Индиана, Университета на Илинойс и Университета на Лояла в Чикаго.",Г-н Ерленборн присъства на класове в най-малко четири различни университета.,bg,0
76,"Така че за разлика от хората, които са достатъчно късметли, за да могат да си позволят адвокати и могат да отидат на друг адвокат, нашите клиенти просто се губят в правната система, ако те не могат да получат достъп до него от нас.",Нашите клиенти могат да се възползват от адвокатите и да се борят между адвокатите.,bg,2
77,В крайна сметка жената отваря очите си слабо.,Тя отвори очите си.,bg,0
78,Най-добрата е огромната коника покрита гробница / стълб на Абсалом (син на крал Давид).,Гробът / стълбът на Абсалом има голям покрив под формата на конус.,bg,0
79,"Освен ако споменаването на рица е случайна забележка?""",Искате ли да споменавате случайността на Ритц?,bg,0
80,"Това са четирите фрази, които винаги въвеждате в плагиращи документи, за да хвърлите професора от пътя.",Тези четири изречения принуждават професорите да преодолеят параграфа и недвусмислено да пропуснат плагиращата информация.,bg,1
81,"Той твърди, че е бил откраднат по пътя и е задържан без пари или самолет в летище някъде в Европа или на Близкия изток.","Той твърди, че е откраднат по пътя и няма пари или самолетен билет",bg,0
82,"Тя е планирана през 1820-те години като символ на шотландската национална гордост и е проектирана като мини-партион, в съответствие с неокласическия стил, популярен по това време.",Тя е предназначена да бъде по-малка версия на Партенона.,bg,0
83,"Въпреки че данните на твърденията предоставят най-точната информация за използването на здравни грижи, осигуряването на адекватно проследяване с цел получаване на информация от самодоклад на пациента е важно, защото много хора не съобщават събития, свързани с алкохола, на застрахователните съучастници.","Събитията, свързани с алкохола, които допринасят за заболяването, често не се съобщават от пациентите на техните застрахователни компании.",bg,0
84,"Можете ли да говорите по този въпрос, що се отнася до социалните рамификации на гъбичките в обществото?","Вие нямате мнение за гъбички в обществото, виждам.",bg,2
85,"Работникът на H-2A трябва да напусне страната и да бъде депортиран, защото не може да го направи.",Работникът на H-2A е извършил престъпление.,bg,1
86,Изследователите откриха очакваният стрес като загубата на проверка в пощата и болестта на близките.,"Стресът засегна хората, както изследователите очакват.",bg,0
87,Трябва да преминете през него).,"Можете да останете там, където сте.",bg,2
88,"28-те статуи, представляващи царете на Юда и Израел, са преобразувани след рисунките на Виолет-ле-Дук; оригиналните са изтеглени по време на Революцията, тъй като се смята, че са царете на Франция.","Хората, които свалиха статуите, бяха екзекутирани.",bg,1
89,Каидан затвори вратата зад тях и въздържа нещата.,"Каддан затвори вратата, когато те влязоха, и я затвори с крила.",bg,0
90,Малки градове като Луизианските слоеве се разпръснаха по петролните полета; основната железопътна линия се разпръсна между тях.,Основната железопътна линия се движи между всички малки градове.,bg,0
91,"Аз мисля, че хората, които са уми имат уми по-нисък доход, който вие автоматично равнявате с по-ниско образование",По-високият доход е равен на по-ниското образование.,bg,2
92,"Бъди добър весел,","Бъдете щастливи, защото времето за бирата е близо.",bg,1
93,При преразглеждане на тази история е важно да се направят някои ключови различия.,Няма смисъл да анализираме миналото.,bg,2
94,"Черната река, на 71 км (44 мили), е най-дългата в Ямайка; това е артериален път, използван за транспортиране на ром и лумбър от вътрешните плантации.","Черната река получи името си, защото водата в потока й е всъщност черна.",bg,1
95,"в нашия град от пет хиляди имаме един, който е uh местна FM AM станция и техните новини се хранят от CNN също uh това е повече от uh",Градската радиостанция никога не разчиташе на никакви национални новини.,bg,2
96,"Има определени категории дейности за контрол, които са общи за всички агенции.",Контролните дейности като безопасни бизнес практики са универсални във всички агенции.,bg,1
97,"На събранието присъстваха над 100 съдии, адвокати и достойнства.",Само двама души се присъединиха към събранието.,bg,2
98,Забравих за Адрин.,Той си спомня Атрин през цялото време.,bg,2
99,"С други думи, в статията е представен прекалено типичният журналистически тик на излагане на потенциални конфликти на интереси, които включват политици, докато игнорират тези, които включват журналисти.","Докладът показва, че журналистите излагат потенциални конфликти на интереси около политиците, но никога не излагат други журналисти.",bg,0
100,Последната причина за юношеското ренесанс е самообсесията на бумерите.,Самообсесията на бумерите е една от причините за юношеското ренесанс.,bg,0
101,"След смъртта на Колумб през 1505 г., Ямайка става собственост на сина си Диего, който изпрати Дон Хуан де Ескивел на острова като губернатор.",Ямайка е наследена от сина на Колумб Диего.,bg,0
102,"Те няма да убиват героя на Джордж Клуни в ER, както го направиха с Джимми Смит в NYPD. Вместо това, д-р Дуг Рос е принуден да излезе през следващите два епизода, защото маверичният сърдечен удар дава неразрешен болкоуспокоен момче (Четвъртък, 10 ч.).","Джордж Клуни ще загуби работата си, защото производителите не мислят, че може да действа.",bg,2
103,"120 ""Не мислите ли, че трябва да отида в полицията?""",Не трябва ли да отида в полицията?,bg,0
104,"Да, защото мислим, че тези неща биха ви разбрали",Защото ще оцелеят лесно.,bg,2
105,"Взехме редица стъпки, за да укрепим и инвестираме в нашите служители.","Тези стъпки, които сме предприели, създават програми за служителите.",bg,0
106,"В случая с речта, Фис изглежда вярва, че причината, поради която американската общественост е по-малко просветлена, отколкото би искал да се отнася до въпроси като феминизма, правата на хомосексуалистите и регулирането на индустрията е, че хората са отказани достъп до мненията и информацията, която ще ги просветли.","Хората в Америка са много добре информирани за спорни теми, според Fiss.",bg,2
107,Например рустичната зона за пикник в Брас-Давид е разположена заедно с бурно течение.,Пикникът не е близо до потока.,bg,2
108,и ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху ху,"Той ще измие цялата ви двора за осем минути, ако той използва електрически двигател.",bg,1
109,"Ум-хум да, видях това за първи път вчера вечерта","Бях много впечатлен, когато видях това вчера.",bg,1
110,Бауерщайн »,Алфред Ингълтхърп,bg,2
111,Какво имаме за обяд?,Какво ще ядем за обяд?,bg,0
112,Проучване на жителите на Хонконг ги открива кръвопролитни за бъдещето на града.,"Проучване на жителите на Хонг Конг ги намира по-кровни за бъдещето на града, отколкото преди.",bg,1
113,"„Зная, когато бяхте, когато пораснахте, значих като Галивестън.","Вие израснахте в Галвестон, а аз израснах в Далас.",bg,1
114,"Аз съм толкова конструиран, че не мога да даря пари с никакво удовлетворение, докато не направя най-внимателното проучване за достойнството на случая.","Трябва внимателно да изследвам причината, преди да даря пари за нея.",bg,0
115,"Вие знаете, че те харесват това, което правят, вие знаете, че те се чувстват добре за това, което правят, това е повече",Можете да видите как целият им дементор се е променил.,bg,1
116,Мога ли да ти помогна?“,Аз изобщо не ви помагам.,bg,2
117,"Традиционното време за откриване на много хотели е Православната Пасха, въпреки че някои от тях не са отворени до края на април.",Хотелите не са отворени за Хелоуин.,bg,1
118,Медицински и хирургически разходи.,Медицински и хирургически разходи са напълно покрити.,bg,1
119,"точно и когато седя тук на дивана кръстосване и всички внезапно някой човек получава ръката си на вратата ми ноб това е като uh като о, не и така аз не ми харесва и аз смятам, че единственият начин да се предотврати това би било просто да се премине градска заповед, за да се предотврати това или","Мъж се опита да влезе в къщата, за да може да я открадне.",bg,1
120,"Китайският календар се използва за изчисляване на годината на основаването на Япония, като се изчисляват 1260 години от китайския космологичен цикъл.",Основата на Япония е определена с помощта на китайския календар.,bg,0
121,"Да, да, да, аз знам да, и когато плащате петнадесет долара месечно, то със сигурност ще отнеме много време.","Когато плащате 100 долара на месец, отнема много време.",bg,2
122,"По този начин нетната печалба в мащаба е първоначално положителна, независимо дали сме приспособени за премията за заплата или не.","Първоначалните ползи от нетната скала са отрицателни, когато се коригират за премията за заплата.",bg,2
123,"Погледнете тук, нямате бизнес, който да дойде да ме пита по този начин.",Няма причина да ме питате по този начин.,bg,0
124,"Експертите отбелязват, че не е само възрастта, която определя стойността на китайската древност, че династиите от миналото са имали своите творчески възвишения и падания.",Колекторите основават цената на своите китайски антики само на тяхната възраст.,bg,2
125,Малки градове като Луизианските слоеве се разпръснаха по петролните полета; основната железопътна линия се разпръсна между тях.,Имаше само един град в петролните полета.,bg,2
126,"Регулаторите може да не са напълно подкрепящи по-широк бизнес модел, защото се притесняват, че информацията ще се основава на много преценки и следователно липса на точност, което би могло да затрудни прилагането на стандартите за докладване.",Трудността на стандартите за докладване може да бъде огромна пречка за този бизнес модел.,bg,0
127,"Първо, да получите основните права, т.е. блокирането и борбата с финансовите отчети.",Основите трябва да са на първо място.,bg,0
128,"В все още слаба викторианска атмосфера, Динард е запазил всички най-добри активи на добра луксозна вила и дълги, павирани разходки, плуши хотели, елегантни бутици, дискотики, казина, паркове и градини, както и олимпийски обществен басейн.","Динар поддържа викторианска чувствителност, като същевременно включва и елементите на лукса.",bg,0
129,"Заедно с всяка стъпка, някои практики се оказаха особено важни за успеха на техните усилия.",Практиката не е полезна,bg,2
130,Но има и някога.,В него няма абсолютно нищо.,bg,2
131,"Лесно е да се предозират на много храмове, дворци и музеи в Индия.",Ще намерите малко дворци и храмове в цяла Индия.,bg,2
132,Много просто.,Не толкова сложна.,bg,0
133,"Да, те бяха любимият ми екип за известно време",Те бяха любимият ми екип.,bg,0
134,"Това исторически известно езеро с пресни води, познато както като Галилеовото море, така и като езерото Кинерет (т.е. харп, след формата му), е само 58 км (36 мили) в околността.",Морето на Галилея е известно и като езерото Кинерет в продължение на стотици години.,bg,1
135,"Защото аз мисля, че не знам, че това е само нещо, което мисля, че нещо, от което се нуждаем","Мисля, че можем да го направим без него, но това би променило качеството ни на живот значително.",bg,2
136,Джон се върна в града към Смит.,Джон продължи да ходи в планините.,bg,2
137,Законът за селското стопанство (1) улеснява определението за домакинството,Дефиницията на домакинството може да бъде опростена.,bg,0
138,"Данните ще бъдат представени като необходима допълнителна административна информация, съпътстваща консолидираните финансови отчети на Федералното правителство, но не и в индивидуалните отчети на неговите компоненти.","Индивидуалните доклади, които се фокусират върху неговите компонентни единици, няма да включват данните.",bg,0
139,"Първоначалното търсене на земя в Новия град не беше спектакълно; всъщност стимулите трябваше да се предлагат, за да привлекат купувачи.",Първоначално търсенето на земя в Новия град е високо и имотите се продават бързо.,bg,2
140,"добре те са толкова близо до неубеден неубеден сезон те могат да го вкусят и те искат да направят история, така че не мисля, че ще им липсва мотивация","Освен ако те не страдат от загуби, те ще останат мотивирани.",bg,1
141,"По този начин нетната печалба в мащаба е първоначално положителна, независимо дали сме приспособени за премията за заплата или не.",Нето скала ползи могат да станат отрицателни с течение на времето.,bg,1
142,Беше изцяло луд.,Това беше напълно нормално.,bg,2
143,"спестяванията, които не финансират вътрешни инвестиции, ще увеличат нетните чуждестранни инвестиции и ще подобрят текущия баланс на сметката.",Спестяването може да увеличи нетните чуждестранни инвестиции значително и бързо.,bg,1
