,premise,hypothesis,lang_abv,label
38,o tenían a alguien en casa que estaba enfermo que tenían que tenderse a mí significa que no puedes hacerlo a todos,No tenían nada que hacer.,es,2
39,"De generación a generación (Michiko Kakutani, el New York Times).Algunos, como Pearl K. Bell en el Wall Street Journal, encuentran un surfe de docilidad dulce obediente en la novela y dicen que las partes están peligrosamente al borde de la sentimentalidad.",Se quejó de que la novela carecía de emociones.,es,2
40,"No hay problema, una buena política.","No te preocupes, una buena política.",es,0
41,"El metro es la forma más rápida de moverse alrededor de la ciudad, pero los autobuses, tanto en la capital como en otras grandes ciudades, son los mejores para tomar en las vistas.",Tomar el metro es una buena manera de experimentar la vida de la gran ciudad.,es,2
42,Ellos estaban tan seguros de sí mismos que lo tomaron por concedido que había cometido un error”.,Simplemente suponía que había cometido un error.,es,0
43,Estoy en el sistema escolar Plano y vivo en Richardson y hay una verdadera dicotomía en términos de fondo educativo y económico de los niños que van a estar presentes en esta escuela.,Hay un gran número de estudiantes pobres y muy pocos ricos.,es,1
44,Ok y y yo creo que sólo nos ponemos y no creo que tengamos que hacer nada más,"Y eso es lo que estamos acostumbrando, ¿no?",es,0
45,"Capitalizaron los recursos naturales utilizando el sal para curar los peces, que exportaron a su país natal.",Usaron sal para curar el pescado y lo enviaron a casa.,es,0
46,"Las noticias aconsejan a los usuarios de ordenadores para elegir contraseñas obvias, fácilmente rotas y castizan a los administradores del sistema por ignorar las precauciones de seguridad básicas.",Las fuentes de noticias no culpan a los usuarios o a los administradores del sistema por violaciones de seguridad.,es,2
47,"Para su buena fortuna, les está probando la razón.",Está demostrando que eran correctos.,es,0
48,Es muy malo que decida usar McIntyre en lugar.,McIntyre fue elegido para ser utilizado como el pico de cierre.,es,1
49,y la otra cosa es el coste que es casi prohibido llevarlo a un distribuidor,Es barato llevarlo a un distribuidor.,es,2
50,POLÍTICAS DE LA VIDA - Las políticas que proporcionan seguro durante toda la vida del asegurado y los ingresos (cuenta de persona) se pagan únicamente a la muerte del asegurado.,Una política de vida entera es la mejor opción para alguien que espera vivir hasta los 90 años.,es,1
51,"2466, discute las cuatro colecciones, que incluyen la certificación de un número mínimo de enlaces de microondas instaladas y operadas y el mantenimiento de una base de datos de lectura por ordenador.",2466 discute cuatro colecciones.,es,0
52,"El Jardín de las Mujeres, que proporciona refugio y acceso a las víctimas de violencia doméstica, ya tiene un abogado a tiempo completo.",Ya hay un abogado a tiempo completo en el Jardín de las Mujeres.,es,0
53,- Alta humedad,El aire con mayor contenido de agua.,es,0
54,"Debemos examinar las implicaciones que estos diferentes roles tienen para una serie de cuestiones, como las competencias básicas de SES, los estándares de rendimiento, las fuentes de contratación, la movilidad y los programas de formación y desarrollo.",Podemos ignorar completamente las implicaciones de los roles en la movilidad.,es,2
55,Sí sí sí sí bien porque es la manera en que pueden parecer externamente pero chico hay un montón que va por ahí,Hay otra capa en la superficie.,es,0
56,"En esta situación, el valor al mailer del servicio mejorado se considerará junto con el coste de hacer el trabajo.",No se tendrá en cuenta el coste de realizar el trabajo en este caso.,es,2
57,¿Hay información adecuada para evaluar la generalizabilidad?,La información de salida es demasiado generalizada.,es,1
58,La limpieza política que no ocurrió a través del proceso de impeachment deja a Clinton con una gran y grave carga.,El proceso de impeachment también involucró al marido de Clinton.,es,1
59,¿no es que puedo recordar que sólo he estado aquí ocho años pero puedo recordar venir a trabajar desde que acostumbré a vivir en Wylie y podía ver el centro de Dallas,Sólo he estado aquí durante dos años.,es,2
60,"A lo largo de la mayoría de los años 80 y 1990, Estados Unidos fue capaz de invertir más de lo que se salvó atrayendo financiación desde el extranjero.",Estados Unidos podría ahorrar más de lo que invirtió en los años 80 y 90.,es,2
61,"La credibilidad es un factor vital, y Jim Lehrer, de hecho, lo tiene.",Todo el mundo creería lo que Jim Lehrer dijo.,es,1
62,Debería haber alguien aquí que sabía más de lo que estaba pasando en este mundo que ahora.,Él sabía que era la única persona con cualquier idea de lo que estaba pasando.,es,2
63,"Su puntuación incluyó medidas para la precisión, la velocidad y la timidez, el coste de unidad, la satisfacción del cliente y el desarrollo y la satisfacción del empleado.",La precisión y la velocidad son las primeras mediciones listadas en la tabla de puntuación.,es,1
64,"En la izquierda de la rampa de entrada se encuentra el espacio abierto una vez ocupado por el Templo de Atenas, cerca del cual se encuentran los restos de la biblioteca pergamena.",No hay restos visibles desde la rampa.,es,2
65,"Si estás dispuesto a aprender danza popular israelí, el Bicurei Ha'etim Cellar en Heftman Street te enseñará.",El Bicurei Ha'etim Cellar es el único lugar para aprender la danza popular israelí.,es,1
66,¿O Sherlock Holmes?,¿Fue Sherlock Holmes?,es,0
67,"Aunque las dos ciudades se quedaron desconectadas por el ferrocarril, esto estaba a punto de cambiar rápidamente.",Las dos ciudades no tenían una ferrocarril entre ellas.,es,0
68,Las oficinas de información turística pueden ser muy útiles.,Las oficinas de información turística nunca son de ninguna ayuda.,es,2
69,"Los planes de implementación más detallados también serán necesarios para abordar los problemas del sistema empresarial, los procesos y los recursos.","Los planes de implementación detallados son necesarios para abordar el sistema de negocios, los procesos y los recursos",es,0
70,"En primer lugar, los cannabinoides inyectados no pueden reflejar los efectos de la marihuana fumada.",El fumo de la marihuana hace que las personas sean más altas que las inyectadas con cannabinoides.,es,1
71,"Los datos se presentarán como información adicional de gestión requerida acompañada de los informes financieros consolidados del Gobierno Federal, pero no en los informes individuales de sus unidades componentes.",Los datos se incluirían en los informes individuales sobre las unidades constituyentes del gobierno federal.,es,2
72,Boca da Corrida Encumeada (moderado; 5 horas): vistas de Curral das Freiras y el valle de Ribeiro do Poco.,"""Vistas de Curral da Freiras y el valle de Ribeiro do Poco"" es el capítulo 5.",es,1
73,"El precio cargado por unidad de dinero prestado por año, o otra unidad de tiempo, generalmente expresado como porcentaje.",La tasa de interés puede variar del cero al quince por ciento.,es,1
74,que es hilario para conseguir que Jack fuera que es correcto oh que es una historia divertida,Me gustaría contar esa historia.,es,1
75,"Mr. Erlenborn asistió a cursos de posgrado en la Universidad de Notre Dame, la Universidad de Indiana, la Universidad de Illinois y la Universidad Loyala de Chicago.",El Sr. Erlenborn asistió a clases en al menos cuatro universidades diferentes.,es,0
76,"Así que, a diferencia de las personas que son lo suficientemente afortunadas para poder otorgar abogados y poder ir a otro abogado, nuestros clientes simplemente se pierden en el sistema jurídico si no pueden acceder a él de nosotros.",Nuestros clientes pueden otorgar abogados y bañarse entre abogados.,es,2
77,"Finalmente, la mujer le abrió los ojos.",Ella abrió sus ojos.,es,0
78,El mejor es la enorme tumba conical cubierta / Pilar de Absalom (hijo del rey David).,El Tomb/Pilar de Absalom tiene un techo en forma de cone grande.,es,0
79,"A menos que la mención del Ritz fuera una nota accidental?""",¿Había mencionado el Ritz accidental?,es,0
80,Son las cuatro frases que siempre insertas en papeles plagiarizados para echar al profesor de la pista.,Estas cuatro frases obligan a los profesores a esquimarse sobre el párrafo y inadvertidamente despegar la información plagiarizada.,es,1
81,Este hombre afirma que ha sido robado en ruta y está arrendado sin dinero o su billete de avión en un aeropuerto en algún lugar en Europa o en el Medio Oriente.,Dijo que fue robado en el camino y no tiene dinero ni billete de avión,es,0
82,"Fue diseñado en los años 1820 como un símbolo de la orgullo nacional escocesa y diseñado como un mini-Parthenon, en referencia al estilo neoclásico popular en la época.",Fue diseñado para ser una versión más pequeña del Parthenon.,es,0
83,"Aunque los datos de las reclamaciones proporcionan la información más precisa sobre el uso de la atención médica, garantizar un seguimiento adecuado para los fines de obtener información de la auto-reporte del paciente es importante porque muchas personas no reportan eventos relacionados con el alcohol a los compañeros de seguros.",Los eventos relacionados con el alcohol que contribuyen a la enfermedad a menudo no se reportan por los pacientes a sus compañías de seguros.,es,0
84,"¿Puede usted, por favor, hablar sobre este tema, con respecto a las ramificaciones sociales de la maíz en público?","Usted no tiene una opinión sobre la cocción de gomas en público, veo.",es,2
85,El trabajador H-2A debe abandonar el país y está sujeto a la deportación por no hacerlo.,El trabajador H-2A cometió un delito.,es,1
86,Los investigadores encontraron estrés esperados como la pérdida de un cheque en el correo y la enfermedad de los seres queridos.,Los estrés afectaron a las personas como los investigadores esperaban.,es,0
87,Tienes que pasar por eso).,Puedes permanecer donde estás.,es,2
88,"Los 28 estatuas que representan a los reyes de Judá y de Israel han sido remodelados después de los dibujos de Viollet-le-Duc; los originales fueron retirados durante la Revolución, ya que se creía que eran los reyes de Francia.",Las personas que derribaron las estatuas fueron ejecutadas.,es,1
89,Ca'daan cerró la puerta detrás de ellos y retiró el no.,"Ca'daan cerró la puerta cuando entraron, y la ligó cerrado con la ropa.",es,0
90,Pequeñas ciudades como la capa de Louisiana se dispersaron por todos los campos de petróleo; la línea principal de tren se acercó entre ellos.,Una línea de tren principal fue entre todas las pequeñas ciudades.,es,0
91,Yo creo que las personas que son um tienen un ingreso más bajo que usted automáticamente equivale con la educación más baja.,Creo que el ingreso más alto es igual a la educación más baja.,es,2
92,"ser de buena alegría,","Buena alegría, porque el tiempo de la cerveza está cerca.",es,1
93,"Al revisar esta historia, es importante hacer algunas distinciones cruciales.",No hay sentido analizar el pasado.,es,2
94,"El río Negro, a 71 km (44 millas), es el más largo de Jamaica; fue una ruta arterial utilizada para transportar rum y lumber desde las plantaciones interiores.",El río Negro recibió su nombre porque el agua en su corriente es realmente negro.,es,1
95,en nuestra ciudad de cinco mil tenemos uno que es la estación FM AM local y su noticia se alimenta de la CNN también es más de la,La estación de radio de la ciudad nunca se confió en ninguna fuente de noticias nacional.,es,2
96,Hay ciertas categorías de actividades de control que son comunes a todas las agencias.,Las actividades de control como las prácticas de negocios seguras son universalmente comunes en todas las agencias.,es,1
97,"Más de 100 jueces, abogados y dignitarios estuvieron presentes en la reunión.",Sólo dos personas se presentaron para la reunión.,es,2
98,Él había olvidado de Adrin.,Él recordó a Adrin toda esta vez.,es,2
99,"En otras palabras, el artículo exhibió el tico periodístico demasiado típico de exponer posibles conflictos de intereses que involucran a los políticos mientras ignoran a los que involucran a los periodistas.","El periódico muestra que los periodistas exponen posibles conflictos de intereses alrededor de los políticos, pero nunca exponen a otros periodistas.",es,0
100,La razón final del renacimiento adolescente es la autoobsesión de boomer.,La autoobsesión de Boomer es una de las razones para el renacimiento adolescente.,es,0
101,"Después de la muerte de Columbus en 1505, Jamaica se convirtió en la propiedad de su hijo Diego, que envió a Don Juan de Esquivel a la isla como Gobernador.","Jamaica fue heredada por el hijo de Columbus, Diego.",es,0
102,"Ellos no matarán el personaje de George Clooney en ER como lo hicieron a Jimmy Smits en NYPD. En lugar de eso, el Dr. Doug Ross está siendo forzado por los próximos dos episodios porque el infarto maverico da un dolor acelerador no autorizado a un chico terminalmente enfermo (Jueves, 10 p.m.).",George Clooney perderá su trabajo porque los productores no piensan que puede actuar.,es,2
103,120 “¿No crees que debería ir a la policía?”,¿No debería ir a la policía?,es,0
104,"Sí, porque las cosas que pienso que sólo sabrían",Porque sobrevivirían fácilmente.,es,2
105,Hemos tomado una serie de pasos para empoderar y invertir en nuestros empleados.,Los pasos que hemos tomado han puesto en marcha los programas para los empleados.,es,0
106,"En el caso del discurso, Fiss parece creer que la razón por la que el público estadounidense es menos iluminado que él quisiera que se trate de cuestiones como el feminismo, los derechos de los homosexuales, y la regulación de la industria es que la gente se niega el acceso a las opiniones y la información que les iluminaría.","Las personas en América son muy bien informadas sobre temas controvertidos, según Fiss.",es,2
107,"La rústica zona de picnic de Bras-David, por ejemplo, está establecida junto a un flujo de burbullas.",La zona de picnic no está cerca de un flujo.,es,2
108,y oh bien si usted se le obtuvo un motor de potencia probablemente le llevaría mucho menos tiempo para hacerlo pero me gusta hacerlo me siento bien hacerlo oh me siento mucho mejor hacerlo con un motor de potencia con que con un con un tractor de empujado en él así que no tengo que empujarlo tan duro,Él movería todo tu jardín en ocho minutos si utilizaba un motor de potencia.,es,1
109,"“Um-hum yeah, lo vi por primera vez ayer por la noche”",Me sorprendió mucho cuando lo vi ayer.,es,1
110,de Bauerstein”.,de Alfred Inglethorp,es,2
111,¿Qué tenemos para el almuerzo?,¿Qué vamos a comer para el almuerzo?,es,0
112,Una encuesta de los residentes de Hong Kong los encuentra sangrientos sobre el futuro de la ciudad.,Una encuesta de los residentes de Hong Kong los encuentra más sangrientos sobre el futuro de la ciudad que antes.,es,1
113,bien yo significé cuando cuando fuiste cuando creciera me significé como Galveston,Usted creció en Galveston y yo crecí en Dallas.,es,1
114,Estoy tan constituido que no puedo dar dinero con ninguna satisfacción hasta que hice la más cuidadosa investigación sobre la dignidad de la causa.,Tengo que investigar una causa cuidadosamente antes de dar dinero a ella.,es,0
115,¿Sabes que les gusta lo que están haciendo ¿Sabes que se sienten bien sobre lo que están haciendo ese tipo de cosas es más,Puedes ver cómo ha cambiado todo su demeanor.,es,1
116,¿Te puedo ayudar?”,No te voy a ayudar en absoluto.,es,2
117,"El tradicional horario de apertura para muchos hoteles es la Pascua Ortodoxa, aunque algunos no se abren hasta finales de abril.",Los hoteles no están abiertos en Halloween.,es,1
118,cobertura de gastos médicos y quirúrgicos.,Los gastos médicos y quirúrgicos están cubiertos,es,1
119,exactamente y cuando estoy sentado aquí en el sofá cruzando y todo de repente alguien un hombre tiene su mano en mi cuchillo de la puerta es como uh como oh no y así que no me gusta que y creo que la única manera de evitarlo sería simplemente pasar una orden de la ciudad para evitar que o,Un hombre intentó entrar en la casa para que pudiera robarla.,es,1
120,El calendario chino se utilizó para calcular el año de fundación de Japón contando los 1.260 años del ciclo cosmológico chino.,La fundación de Japón se determinó utilizando el calendario chino.,es,0
121,"Sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí, sí.","Cuando pagas 100 dólares al mes, toma mucho tiempo.",es,2
122,"Por lo tanto, el beneficio de escala neto es inicialmente positivo, ya sea o no ajustamos para el premio salarial.",Los beneficios de escala neto iniciales son negativos cuando se ajustan para el premio salarial.,es,2
123,"Mira aquí, no tienes negocios para venir a pedirme de esta manera.",No hay ninguna razón para que me pidan así.,es,0
124,Los expertos señalan que no es solo la edad que determina el valor de una antigüedad china las dinastías del pasado tenían sus creativas subidas y bajas.,Los colectores basan el precio de sus antiguidades chinas solo de su edad.,es,2
125,Pequeñas ciudades como la capa de Louisiana se dispersaron por todos los campos de petróleo; la línea principal de tren se acercó entre ellos.,Solo había una ciudad en los campos de petróleo.,es,2
126,"Los reguladores pueden no estar totalmente a favor de un modelo de negocio más integral porque están preocupados de que la información se basara en un montón de juicios y, por lo tanto, falta de precisión, lo que podría hacer difícil la ejecución de los estándares de información.",La dificultad de los estándares de información puede ser un gran obstáculo para este modelo de negocio.,es,0
127,"En primer lugar, obtenga las bases correctas, es decir, el bloqueo y la lucha contra la información financiera.",Las bases deben estar correctas primero.,es,0
128,"En una atmósfera todavía débil victoriana, Dinard ha conservado todos los mejores activos de una buena villa de lujo y largas pasadas pavimentadas, hoteles plush, boutiques elegantes, discotecas, casino, parques y jardines, y una piscina pública de tamaño olímpico.",Dinard mantiene una sensibilidad victoriana mientras también incluye elementos de lujo.,es,0
129,"Junto con cada paso, ciertas prácticas se demostraron especialmente importantes para el éxito de sus esfuerzos.",No hay prácticas útiles,es,2
130,Pero hay alguna vez.,No hay absolutamente nada allí.,es,2
131,"Es fácil de sobredosis en los muchos templos, palacios y museos de la India.",Usted encontrará una escasez de palacios y templos en toda la India.,es,2
132,muy sencillo.,No complicadamente.,es,0
133,"Sí, fueron mi equipo favorito por un tiempo.",Fue mi equipo favorito.,es,0
134,"Este renombrado lago de agua fresca, conocido tanto como el Mar de Galilea como el lago Kinneret (que significa un harp, después de su forma), está a sólo 58 km (36 millas) en la circunferencia.",El mar de Galilea también ha sido conocido como el lago Kinneret durante cientos de años.,es,1
135,Porque yo quiero decir que no sé que es sólo algo que creo que es algo que necesitamos,"Creo que podríamos hacerlo sin él, pero cambiaría mucho nuestra calidad de vida.",es,2
136,Jon regresó a la ciudad hacia el smithy.,Jon continuó hacia las montañas.,es,2
137,La Ley Leland (1) simplifica la definición de la vivienda,La definición de la casa puede ser simplificada.,es,0
138,"Los datos se presentarán como información adicional de gestión requerida acompañada de los informes financieros consolidados del Gobierno Federal, pero no en los informes individuales de sus unidades componentes.",Los informes individuales que se centran en sus unidades componentes no incluirían los datos.,es,0
139,"La demanda inicial de tierra en la Nueva Ciudad no era espectacular; de hecho, debía ofrecer incentivos para atraer a los compradores.","Al principio, la demanda de tierra en la Nueva Ciudad era alta y la propiedad se vendió rápidamente.",es,2
140,"Bueno, están tan cerca de una temporada no derrotada que pueden gustarla y quieren hacer historia, así que no creo que les faltará la motivación.","A menos que sufran pérdidas, permanecerán motivados.",es,1
141,"Por lo tanto, el beneficio de escala neto es inicialmente positivo, ya sea o no ajustamos para el premio salarial.",Los beneficios de la escala neta pueden convertirse en negativos con el tiempo.,es,1
142,Fue absolutamente loco.,Era perfectamente normal.,es,2
143,El ahorro que no financió los inversiones domésticas aumentaría los inversiones extranjeros netos y mejoraría el balance de la cuenta actual.,Los ahorros podrían aumentar las inversiones extranjeras netas de forma sustancial y rápida.,es,1
144,"Desde hace mucho tiempo ha sido influenciada por sus diferentes características, y ha asimilado sus diferentes costumbres y prácticas.",Sus diferentes características no han tenido ningún impacto en ninguna cultura.,es,2
145,Pero es Internet tan milagroso un vehículo de publicidad que Gross será capaz de sifonar $ 400 por persona de los gastos de publicidad totales de $ 1.000 por familia -o persuade a los anunciantes para gastar $ 400 adicionales para alcanzar cada uno de sus clientes?,"¿Había Internet tan grande en la publicidad que Gross pagaría $400 por persona por anuncio, gastando $1000 por familia o persuadiendo a los adversarios a lanzar un extra $400 para alcanzar cada cliente?",es,0
146,Las preguntas pueden necesitar adaptarse a,Hay algunas preguntas a las que puede o puede no necesitar adaptarse.,es,0
147,¿Has leído Tom Clancy?,Personalmente le gustaba a Tom Clancy.,es,1
148,"La niña lo miró, luego pasó su mano sobre su frente.",La chica se alejó de él y mantuvo las manos.,es,2
149,Melatonina,Tiene 10 gramos de melatonina.,es,1
150,Dietas para hombres en su primer lugar,Una dieta para hombres compuesta completamente de carne.,es,1
151,"Sí, es sólo una cuestión de educación, creo","Sí, pero la educación no importa.",es,2
152,Tres días más pasaron en inactividad.,Los días pasaron lentamente.,es,1
153,"Cada agosto, las mujeres jóvenes se acuden a las luces de joss y algunos incluso suben la roca de nueve metros (30 metros) para orar por los buenos esposos.",Las mujeres encuentran a los esposos después de subir a la roca y orar.,es,1
154,Fue todavía noche.,"El sol aún no se había levantado, porque la luna estaba brillando en el cielo.",es,0
155,"Por ejemplo, si el acuerdo de cinco años de Ovitz valía, digamos, 100 millones de dólares, y si el comité de compensación había añadido a que una subvención front-end de acciones libres de Disney valía, digamos, 50 millones de dólares, entonces - presumiendo que Ovitz terminó su período de contrato de cinco años - el coste a Disney sería de 150 millones de dólares.",El acuerdo de cinco años será de 100 millones de dólares,es,1
156,Usted sabe que mantendremos un par de cientos de dólares si ese montón cargado sobre los que no es demasiado malo es sólo su normal,Tenemos un poco de dinero allí,es,0
157,"Mientras Asad vive, puede gestionar estos problemas y mantener un acuerdo con Israel.","Mientras Assad no muera en el huracán, todavía será capaz de cuidar de los problemas con los soldados.",es,1
158,"Algunos expertos dicen que hay una mayor probabilidad de hacer una captura en los días más fríos de primavera y otoño, y en las horas después del sol.",Los expertos dicen que nunca debe tratar de hacer una captura después del sol.,es,2
159,"A lo largo del río desde la ciudad, tiene maravillosas vistas; las habitaciones son muy contemporáneas en el diseño.",Tiene terribles vistas del aparcamiento.,es,2
160,"Si no es el más hermoso, el castillo es quizás el más formidable en el valle de Loire, una fortaleza defensiva real, sus rampas negras aún están prohibidas a pesar de haber tenido sus torres decapitadas por las órdenes de Henri III.",El castillo es quizás el menos formidable en todo el valle de Loire.,es,2
161,También se producen dos bebidas aromáticas.,Las bebidas anisadas tienen un buen olor para ellos.,es,0
162,"En Japón, Mainichi Shimbun criticó al nuevo líder del Partido Liberal Democrático, Keizo Obuchi, por estar desviado de nuevas ideas para revivir la economía japonesa.",Mainichi Shimbun aprobó los esfuerzos de Keizo Obuchi hacia la mejora de la economía.,es,2
163,"La piedra de arena y el granito fueron los materiales utilizados para construir la iglesia barroca de Bom Jesús, famosa por su caseta de las reliquias de San Francisco Xavier en el mausoleo a la derecha del altar.",El barroco de Bom Jesús es una famosa iglesia hecha de piedra de arena y granito.,es,0
164,Organismos de prueba,Trial de plantas vivas,es,1
165,"No lo tomes al corazón, lad, dijo amablemente.",Él estaba tratando de consolar el ladrón.,es,0
166,Resumen de la Manutención Deferida a partir del 30 de septiembre de 199Z (en millones de dólares):,"Mantenimiento en millones de dólares, a partir del 30 de septiembre de 199Z:",es,0
167,La oportunidad,Las oportunidades son importantes para aprovecharlas.,es,1
168,Jane Eyre no escribió Jane Eyre también.,¿Es Jane Eyre o no?,es,0
169,Y yo no te detengo”.,Yo te detendré.,es,2
170,Agencia de Protección Ambiental,Agencia responsable de la protección del medio ambiente y de la conservación de los parques nacionales.,es,1
171,"Estos jardines suelen pertenecer a la aldea de montaña del gobernador, pero el edificio fue demolido por los japoneses durante la ocupación de Hong Kong.",Estos jardines pertenecen a la aldea de la montaña del gobernador.,es,2
172,"No hay nada más que hacer aquí, creo que, a menos que, miró seriamente y durante mucho tiempo a las cenizas muertas en la gracia.",No queda nada que hacer.,es,0
173,Son las cuatro frases que siempre insertas en papeles plagiarizados para echar al profesor de la pista.,"Si usted pone estas cuatro frases en su papel, los profesores sabrán de inmediato que se ha plagiado.",es,2
174,"Creo que tan pronto como te tengan, llegarán para mí.",Yo te ayudaré a salir.,es,1
175,"En resumen, esta es una nueva zona de costes que debería ser tomada.","En un nutshell, esta nueva zona de costes tendría que ser tomada.",es,0
176,Melatonina,Contiene melatonina.,es,1
177,Encontrará galerías en todas las ciudades principales y en algunos de los pueblos más pequeños.,Los pueblos más pequeños también operan galerías que se pueden encontrar.,es,0
178,"Encontraron mucha agua que se derrumbó de las montañas, y más madera que nadie sabía qué hacer.",No se encontró agua que descienda de las montañas.,es,2
