,premise,hypothesis,lang_abv,label
48,ไม่ดีเกินไปมันเลือกที่จะใช้ McIntyre แทน,McIntyre ได้รับการเลือกที่จะใช้เป็นลูกกลิ้งปิด,th,1
49,และสิ่งอื่นคือค่าใช้จ่ายที่มันเป็นเกือบ禁止ที่จะนําไปสู่ผู้ค้าปลีก,มันถูกที่จะนําไปสู่ผู้ค้าปลีก,th,2
50,WHOLE LIFE POLICES - นโยบายที่ให้การประกันภัยตลอดชีวิตของผู้ประกันภัยและรายได้ (จํานวนหน้า) จะจ่ายเฉพาะเมื่อผู้ประกันภัยตาย,นโยบายชีวิตทั้งหมดเป็นทางเลือกที่ดีที่สุดสําหรับคนที่คาดหวังที่จะอยู่จนถึงอายุ 90 ปี,th,1
51,"2466, พูดคุยเกี่ยวกับสี่คอลเลกชันซึ่งรวมถึงการรับรองจํานวนที่ต่ําสุดของลิงค์ไมโครเวฟที่ติดตั้งและใช้งานและการบํารุงรักษาฐานข้อมูลที่สามารถอ่านได้จากคอมพิวเตอร์",2466 เสนอสี่คอลเลกชัน,th,0
52,สวนของผู้หญิงซึ่งให้บริการที่พักผ่อนและการเข้าพักให้กับ victims of domestic-violence ขณะนี้มีผู้พิจารณาตลอดเวลา,มีผู้พิจารณาเต็มเวลาในสวนหญิงแล้ว,th,0
53,Uh ความชื้นสูง,อากาศที่มีปริมาณน้ําที่เพิ่มขึ้น,th,0
54,เราต้องพิจารณาผลกระทบที่บทบาทที่แตกต่างกันเหล่านี้มีสําหรับปัญหาต่างๆเช่นความสามารถหลักของ SES มาตรฐานประสิทธิภาพแหล่งการจ้างงานการเคลื่อนไหวและโปรแกรมการฝึกอบรมและการพัฒนา,เราสามารถ ignore อย่างสมบูรณ์ผลกระทบของบทบาทเกี่ยวกับการเคลื่อนไหว,th,2
55,ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่ ใช่,มีชั้นอื่น ๆ บนพื้นผิว,th,0
56,ในสถานการณ์นี้ค่าบริการที่เพิ่มขึ้นจะได้รับการพิจารณาพร้อมกับค่าใช้จ่ายในการทํางาน,ไม่มีการพิจารณาค่าใช้จ่ายในการดําเนินการในกรณีนี้,th,2
57,มีข้อมูลที่เพียงพอสําหรับการประเมินความเป็นทั่วไปหรือไม่,ข้อมูลการส่งออกเป็นเรื่องทั่วไปมากเกินไป,th,1
58,การทําความสะอาดทางการเมืองที่ไม่ได้เกิดขึ้นผ่านกระบวนการศุลกากรจะปล่อยให้ Clintone มีภาระขนาดใหญ่และจริงจัง,กระบวนการบังคับใช้มีส่วนร่วมกับภรรยาของคลินตัน,th,1
59,ไม่ใช่ฉันสามารถจําได้ฉันได้อยู่ที่นี่เพียง 8 ปี แต่ฉันสามารถจําได้มาทํางานจากฉันเคยอาศัยอยู่ใน Wylie และฉันสามารถเห็นเมืองกลางเมืองเดลัส,ฉันอยู่ที่นี่เพียงสองปี,th,2
60,ในส่วนใหญ่ของ 1980s และ 1990s สหรัฐอเมริกาสามารถลงทุนมากกว่าที่บันทึกโดยการดึงดูดเงินจากต่างประเทศ,สหรัฐอเมริกาสามารถประหยัดมากกว่าที่ลงทุนในปี 1980 และ 90,th,2
61,ความน่าเชื่อถือเป็นปัจจัยสําคัญและ Jim Lehrer จริงๆมีมัน,ทุกคนจะเชื่อสิ่งที่ Jim Lehrer กล่าวว่า,th,1
62,นี่ควรจะเป็นคนที่รู้ว่าสิ่งที่เกิดขึ้นในโลกนี้มากกว่าที่เขาทําในขณะนี้,เขารู้ว่าเขาเป็นคนเดียวที่มีความคิดใด ๆ ของสิ่งที่เกิดขึ้น,th,2
63,บัตรคะแนนของมันรวมถึงการวัดความแม่นยําความเร็วและความชั่วคราวค่าใช้จ่ายหน่วยความสุขของลูกค้าและการพัฒนาและความสุขของพนักงาน,ความแม่นยําและความเร็วคือการวัดครั้งแรกที่ระบุไว้ใน scorecard,th,1
64,ในด้านซ้ายของแคมเปญทางเข้าคือพื้นที่เปิดที่เคยถูกครอบครองโดย Temple of Athena ซึ่งอยู่ใกล้กับที่เหลือของห้องสมุด Pergamene,ไม่มีที่เหลือที่มองเห็นจากแคมป์,th,2
65,หากคุณต้องการเรียนรู้การเต้นรําชาวอิสราเอล Bicurei Ha'etim Cellar ในถนน Heftman จะสอนคุณ,Bicurei Ha'etim Cellar เป็นสถานที่เดียวที่จะเรียนรู้การเต้นรําชาวอิสราเอล,th,1
66,หรือ Sherlock Holmes?”,มันเป็น Sherlock Holmes?,th,0
67,แม้ว่าเมืองทั้งสองยังคงไม่เชื่อมต่อโดยรถไฟ แต่สิ่งนี้จะเปลี่ยนแปลงอย่างรวดเร็ว,เมืองทั้งสองไม่มีทางรถไฟระหว่างพวกเขา,th,0
68,สํานักงานข้อมูลการท่องเที่ยวสามารถมีประโยชน์มาก,สํานักงานข้อมูลการท่องเที่ยวไม่เคยมีประโยชน์ใด ๆ,th,2
69,แผนการดําเนินการรายละเอียดมากขึ้นจะจําเป็นต้องจัดการกับระบบธุรกิจกระบวนการและปัญหาทรัพยากร,แผนการดําเนินการรายละเอียดเป็นสิ่งจําเป็นในการจัดการระบบธุรกิจกระบวนการและทรัพยากร,th,0
70,ก่อนอื่น cannabinoids ที่ฉีดอาจไม่สะท้อนให้เห็นผลกระทบของมะเร็งสูบบุหรี่,การสูบบุหรี่ทําให้ผู้คนสูงกว่าการฉีดพวกเขาด้วย cannabinoids,th,1
71,ข้อมูลจะถูกนําเสนอเป็นข้อมูลการจัดการเพิ่มเติมที่จําเป็นพร้อมกับรายงานทางการเงินที่รวมของรัฐบาลสหราชอาณาจักร แต่ไม่เป็นรายงานแต่ละรายงานของหน่วยส่วนของรัฐบาลสหราชอาณาจักร,ข้อมูลจะรวมอยู่ในรายงานแต่ละรายงานที่เกี่ยวข้องกับหน่วยประกอบของรัฐบาลสหราชอาณาจักร,th,2
72,Boca da Corrida Encumeada ( moderat; 5 ชั่วโมง): มุมมองจาก Curral das Freiras และ Valle de Ribeiro do Poco,"""ดู Curral da Freiras และม่านของ Ribeiro do Poco"" เป็นบทที่ 5",th,1
73,อัตราผลกําไร - ราคาที่เรียกเก็บเงินต่อหน่วยเงินที่ให้เงินต่อปีหรือหน่วยเวลาอื่น ๆ โดยปกติจะแสดงเป็นอัตราส่วน,อัตราอัตโนมัติสามารถแตกต่างจาก 0 ถึง 15%,th,1
74,นี่เป็นความยืดหยุ่นที่จะได้รับที่แจ็คออก That's right oh that's a funny story,ฉันจะเพลิดเพลินที่จะบอกเรื่องนี้,th,1
75,"Mr. Erlenborn เข้าร่วมหลักสูตรระดับปริญญาเอกที่มหาวิทยาลัย Notre Dame, มหาวิทยาลัยอินเดียนา, มหาวิทยาลัย Illinois, และมหาวิทยาลัย Loyala ของชิคโก.",Mr Erlenborn เข้าร่วมเรียนในสี่มหาวิทยาลัยที่แตกต่างกันอย่างน้อย,th,0
76,ดังนั้นแตกต่างจากคนที่มีความโชคดีพอที่จะสามารถให้ผู้ปกครองและสามารถไปกับผู้ปกครองอื่น ๆ ลูกค้าของเราจะหายไปในระบบทางกฎหมายถ้าพวกเขาไม่สามารถเข้าถึงได้จากเรา,ลูกค้าของเราสามารถอนุญาตให้ advocates และ bouncing ระหว่าง advocates,th,2
77,สุดท้ายผู้หญิงเปิดดวงตาของเธออ่อนโยน,เธอเปิดดวงตา,th,0
78,ที่ดีที่สุดคือฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝาฝา,Tomb / Pillar ของ Absalom มีเพดานขนาดใหญ่ในรูปร่างโค้ง,th,0
79,"ไม่ว่าการกล่าวถึงของ Ritz เป็นข้อสังเกตสุ่มหรือไม่""",กล่าวว่า Ritz เป็นความผิดพลาดหรือไม่,th,0
80,เหล่านี้เป็นคําพูดสี่ที่คุณใส่ในกระดาษที่กระตุ้นเพื่อขดลวดผู้สอน,เหล่านี้สี่คําบังคับให้ครูที่จะสแกนเหนือ paragraph และโดยไม่ระมัดระวังลบข้อมูลที่โกรธ,th,1
81,คนนี้กล่าวว่าเขาถูกขโมยในเส้นทางและถูกขโมยโดยไม่มีเงินหรือตั๋วเครื่องบินของเขาในสนามบินที่ไหนในยุโรปหรือตะวันออกกลาง,เขากล่าวว่าเขาถูกขโมยในทางและไม่มีเงินหรือตั๋วเครื่องบิน,th,0
82,มันถูกวางแผนใน 1820s เป็นสัญลักษณ์ของความภาคภูมิใจแห่งชาติสกอตและออกแบบเป็นมินิปาร์เทนอนในความแตกต่างกับสไตล์นิวคลาสสิกที่นิยมในเวลา,มันถูกออกแบบมาเป็นรุ่นขนาดเล็กของ Parthenon,th,0
83,แม้ว่าข้อมูลการเรียกร้องจะให้ข้อมูลที่ถูกต้องที่สุดเกี่ยวกับการใช้งานการดูแลสุขภาพให้แน่ใจว่าการติดตามที่เหมาะสมเพื่อรับข้อมูลจากผู้ป่วยรายงานตนเองเป็นสิ่งสําคัญเพราะผู้คนจํานวนมากไม่รายงานเหตุการณ์ที่เกี่ยวข้องกับแอลกอฮอล์ให้กับ บริษัท การประกันภัย,เหตุการณ์ที่เกี่ยวข้องกับแอลกอฮอล์ที่นําไปสู่โรคมักจะไม่ได้รายงานโดยผู้ป่วยไปยัง บริษัท การประกันภัยของพวกเขา,th,0
84,คุณสามารถพูดคุยเกี่ยวกับเรื่องนี้ได้อย่างไรเมื่อเทียบกับความซับซ้อนทางสังคมของเครื่องดูดยางในสาธารณะหรือไม่,คุณไม่มีความคิดเห็นเกี่ยวกับการเจาะยางในสาธารณะฉันเห็น,th,2
85,คนงาน H-2A จะต้องออกจากประเทศและจะถูกส่งออกเนื่องจากไม่สามารถทําได้,คนงาน H-2A ทําความผิด,th,1
86,นักวิจัยพบความเครียดที่คาดหวังเช่นการสูญเสียการตรวจสอบในจดหมายและโรคของคนรัก,ความเครียดผลกระทบต่อผู้คนตามที่นักวิจัยคาดหวัง,th,0
87,คุณต้องเดินผ่านมัน),คุณสามารถอยู่ที่นั่นที่คุณอยู่,th,2
88,28 สัตว์ประหลาดที่แสดงให้เห็นแก่พระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้าของพระเจ้า,คนที่ยับยั้งสถาปัตยกรรมถูกฆ่า,th,1
89,Ca'daan ปิดประตูหลังพวกเขาและยึดมั่นในสิ่งที่ไม่ใช่,Ca'daan ปิดประตูเมื่อพวกเขาเข้าและเชื่อมโยงที่ปิดด้วยราก,th,0
90,เมืองเล็ก ๆ เช่นชั้นลูซินกระจายไปทั่วสนามน้ํามันเส้นทางรถไฟหลักเชื่อมโยงระหว่างพวกเขา,เส้นทางรถไฟหลักเดินระหว่างเมืองเล็ก ๆ ทั้งหมด,th,0
91,ฉันคิดว่าคนที่เป็น um มี um การรายได้ต่ํากว่าที่คุณอัตโนมัติเท่ากับการศึกษาต่ํากว่า,ฉันคิดว่ารายได้สูงเท่ากับการศึกษาต่ํากว่า,th,2
92,มีความสุขที่ดี,เพลิดเพลินไปกับความสุขเพราะเวลาของเบียร์จะใกล้,th,1
93,เมื่อตรวจสอบประวัตินี้มันเป็นสิ่งสําคัญที่จะทําความแตกต่างที่สําคัญบางอย่าง,ไม่มีความหมายในการวิเคราะห์ประวัติศาสตร์,th,2
94,ดําน้ํา 71 กม. (44 ไมล์) เป็นเส้นทางที่ยาวที่สุดในเยอรมนี มันเป็นเส้นทางเลือดที่ใช้ในการขนส่งโรมและลูมเบอร์จากพืชในประเทศ,ดําน้ําได้รับชื่อของมันเพราะน้ําในไหลของมันเป็นจริงสีดํา,th,1
95,"ในเมืองของเราของ 5,000 เรามีหนึ่งที่ uh สถานี FM AM ในท้องถิ่นและข่าวของพวกเขาจะถูกให้อาหารจาก CNN too uh มันเป็นมากกว่า uh",สถานีวิทยุเมืองไม่เคยเชื่อมต่อกับแหล่งข่าวแห่งชาติใด ๆ,th,2
96,มีประเภทบางของกิจกรรมการควบคุมซึ่งเป็นเรื่องทั่วไปสําหรับทุกหน่วยงาน,กิจกรรมควบคุมเช่นปฏิบัติการธุรกิจที่ปลอดภัยเป็นเรื่องทั่วไปในทุกหน่วยงาน,th,1
97,มากกว่า 100 ผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณาผู้พิจารณา,เท่านั้นสองคนเข้าร่วมการประชุม,th,2
98,เขาได้ลืมเกี่ยวกับ Adrin,เขาทรงจํา Adrin ทุกครั้งนี้,th,2
99,ในคําอื่น ๆ กระดาษแสดงให้เห็นถึงเทคนิคการสื่อสารที่ค่อนข้างทั่วไปของการอ้างอิงถึงการขัดแย้งของความสนใจที่อาจเกี่ยวข้องกับนักเมืองในขณะที่หลงใหลจากคนที่เกี่ยวข้องกับนักสื่อสาร,กระดาษแสดงให้เห็นว่าผู้สื่อข่าวอ้างอิงความขัดแย้งของความสนใจที่อาจเกิดขึ้นรอบเมือง แต่ไม่อ้างอิงผู้สื่อข่าวอื่น ๆ,th,0
100,เหตุผลสุดท้ายของการฟื้นฟูวัยรุ่นคือการกระตือรือร้นของตนเอง,บูเมอร์ตนเองเป็นหนึ่งในเหตุผลของการฟื้นฟูวัยรุ่น,th,0
101,"หลังจากความตายของคอลัมมัสในปี 1505, มากาเมียกลายเป็นทรัพย์สินของลูกชายของเขา Diego, ที่ส่ง Don Juan de Esquivel ไปยังเกาะเป็นรัฐบาล.",มากาเมียได้รับอนุญาโตตุลาการจากบุตรชายของคอลัมมัสไดร์ก,th,0
102,พวกเขาจะไม่ฆ่าตัวละครของ George Clooney ที่ ER เช่นเดียวกับที่พวกเขาทํากับ Jimmy Smits ที่ NYPD ในทางกลับกัน Dr. Doug Ross จะถูกบังคับให้ออกในช่วงสองครั้งต่อไปเพราะโรคหัวใจ Maverick ให้ยาเสพติดที่ไม่ได้รับอนุญาตให้เด็กชายป่วยอย่างสิ้นสุด (วันพฤหัสบดี 10 น),George Clooney จะสูญเสียงานของเขาเพราะผู้ผลิตไม่คิดว่าเขาสามารถดําเนินการได้,th,2
103,"120 ""คุณไม่คิดว่าฉันควรจะไป警察หรือไม่""",ฉันไม่ควรไปกับผู้ปกครองหรือไม่,th,0
104,ใช่เพราะสิ่งเหล่านี้ฉันคิดว่าคุณจะเข้าใจ,เพราะพวกเขาจะอยู่รอดได้ง่าย,th,2
105,เราได้ดําเนินการหลายขั้นตอนเพื่ออํานาจและลงทุนในพนักงานของเรา,ขั้นตอนที่เราดําเนินการให้โปรแกรมสําหรับพนักงาน,th,0
106,"ในกรณีของการพูด Fiss ดูเหมือนจะเชื่อว่าเหตุผลที่สาธารณชนอเมริกันจะถูกอธิบายน้อยกว่าเขาจะต้องการมันจะเกี่ยวข้องกับเรื่องเช่น féminism, สิทธิของ homosexuals, และกฎระเบียบของอุตสาหกรรมคือคนที่ถูกปฏิเสธการเข้าถึงความคิดเห็นและข้อมูลที่จะอธิบายพวกเขา",คนในอเมริกาเป็นที่รู้จักกันดีมากเกี่ยวกับหัวข้อที่ขัดแย้งตาม Fiss,th,2
107,ตัวอย่างเช่นพื้นที่พิกจน์บราซ-David ที่ rustic จะตั้งอยู่ด้านข้างของกระแสเบรบ,พื้นที่ปิกนิคไม่ได้อยู่ใกล้กับกระแส,th,2
