,premise,hypothesis,lang_abv,label
32,Cô ấy trở nên một chút ám ảnh về sos của mình.,Sauce của cô ấy rất phức tạp đến nỗi cô ấy bị ám ảnh bởi việc hoàn thiện mỗi thành phần.,vi,1
33,"Thay vào đó, trẻ em ngày nay không chỉ là những bộ sưu tập nhỏ của niềm vui mà còn chắc chắn là những biểu tượng cuối cùng của sự thành công và tình trạng trên thế giới.","Trong khi trẻ em ngày nay là biểu tượng của thành công và trạng thái, và cha mẹ của họ cũng vậy.",vi,1
34,Chiến tranh dân sự của Trung Quốc đã gửi những biểu tượng khủng khiếp đến Hong Kong.,Nhật Bản đã chiến đấu trong cuộc nội chiến.,vi,2
35,"Bảy khoản trợ cấp chảy từ một chương trình xây dựng khả năng phi lợi nhuận mới tại nền tảng, một phần của xu hướng trong số các nhà thầu tài trợ để giúp các tổ chức phát triển mạnh hơn, thay vì các dịch vụ chương trình mà họ cung cấp.","Các khoản trợ cấp chảy từ một chương trình xây dựng khả năng phi lợi nhuận tại nền tảng, mô tả một xu hướng trong số các nhà tài trợ để cung cấp tiền để phát triển các tổ chức và sau đó lấy chúng.",vi,1
36,"Hoặc, đủ điều kiện có thể được giới hạn cho những người đã mang thai, hoặc ít nhất là hoạt động tình dục; cho những người trên 13 tuổi hoặc dưới 21 tuổi; hoặc một số kết hợp của nó.",Tuổi đồng ý cũng là 21 tuổi.,vi,1
37,"Về vấn đề này, mang lại Steve Jobs trở lại để cứu Apple giống như mang lại gen.",Steve Jobs đã trở lại Apple.,vi,0
38,hoặc họ có ai đó ở nhà mà đã bị bệnh mà họ phải có xu hướng cho tôi có nghĩa là bạn không thể làm cho nó tất cả mọi người,Họ không có gì để làm.,vi,2
39,"Từ thế hệ đến thế hệ (Michiko Kakutani, The New York Times).Một vài người, giống như Pearl K. Bell trong Wall Street Journal, tìm thấy một sự thờ ơ của sự thờ ơ ngọt trong cuốn tiểu thuyết và nói rằng các phần là nguy hiểm ở cạnh tình cảm.",Họ phàn nàn rằng cuốn tiểu thuyết thiếu bất kỳ cảm xúc nào.,vi,2
40,"Không có vấn đề gì, chính sách tốt.","Đừng lo, một chính sách tốt.",vi,0
41,"Tàu điện ngầm là cách nhanh nhất để di chuyển xung quanh thành phố, nhưng xe buýt, cả ở thủ đô và các thành phố lớn khác, là tốt nhất để tham quan.",Đi tàu điện ngầm là một cách tốt để trải nghiệm cuộc sống của thành phố lớn.,vi,2
42,"Họ rất tự tin về bản thân rằng họ đã chấp nhận nó cho phép anh ta đã phạm sai lầm.""",Họ chỉ đơn giản giả định rằng anh ta đã phạm sai lầm.,vi,0
43,I'm on I'm in the Plano school system and living in Richardson and there is a real dicotomy in terms of educational and economic background of the children who are going to be attending this school (tôi đang ở trong hệ thống trường học Plano và sống ở Richardson và có một sự phân biệt thực sự về nền giáo dục và kinh tế của những đứa trẻ sẽ tham dự trường học này).,Có rất nhiều sinh viên nghèo và rất ít người giàu.,vi,1
44,Okay và tôi nghĩ chúng tôi chỉ tắt tôi không nghĩ chúng tôi phải làm gì khác,"Đó là điều đó, chúng ta chỉ ngã lên, phải không?",vi,0
45,"Họ đầu tư vào các nguồn tài nguyên tự nhiên bằng cách sử dụng muối để chữa lành cá, mà họ xuất khẩu sang quê hương của họ.",Họ sử dụng muối để chữa lành cá và gửi nó về nhà.,vi,0
46,"Tin tức khuyến khích người dùng máy tính chọn các mật khẩu rõ ràng, dễ bị phá vỡ và chênh lệch người quản trị hệ thống để bỏ qua các biện pháp bảo mật cơ bản.",Tin tức không đổ lỗi cho người dùng hoặc người quản trị hệ thống vì vi phạm bảo mật.,vi,2
47,"Đối với may mắn của họ, ông đã chứng minh cho họ đúng.",Ông ấy đang chứng minh rằng họ đã đúng.,vi,0
48,Rất tệ nó đã chọn để sử dụng McIntyre thay thế.,McIntyre được lựa chọn để được sử dụng như một thùng đóng cửa.,vi,1
49,Và điều khác là chi phí nó gần như bị cấm để đưa nó đến một nhà bán hàng,Nó là rẻ để mang nó đến một nhà bán hàng.,vi,2
50,Các chính sách cung cấp bảo hiểm cho toàn bộ đời sống của người bảo hiểm và thu nhập (khoảng mặt) chỉ được thanh toán sau khi người bảo hiểm qua đời.,Một chính sách toàn bộ cuộc sống là sự lựa chọn tốt nhất cho những người mong đợi sống đến tuổi 90.,vi,1
51,"2466, thảo luận về bốn bộ sưu tập, bao gồm chứng nhận số lượng tối thiểu các liên kết microwave được cài đặt và hoạt động và việc duy trì một cơ sở dữ liệu có thể đọc được trên máy tính.",2466 thảo luận 4 bộ sưu tập.,vi,0
52,"Vườn phụ nữ, nơi cung cấp nơi trú ẩn và tiếp cận cho các nạn nhân bạo lực trong gia đình, đã có luật sư toàn thời gian.",Có một luật sư toàn thời gian tại Vườn Phụ nữ đã có.,vi,0
53,UH độ ẩm cao,Không khí với hàm lượng nước tăng,vi,0
54,"Chúng ta cần xem xét những hậu quả mà các vai trò khác nhau này có đối với một loạt các vấn đề, chẳng hạn như năng lực cơ bản của SES, tiêu chuẩn hiệu suất, nguồn tuyển dụng, di động, và các chương trình đào tạo và phát triển.",Chúng ta có thể hoàn toàn bỏ qua những tác động của vai trò về di động.,vi,2
55,Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes Yes,Có một lớp khác trên bề mặt.,vi,0
56,"Trong tình huống này, giá trị cho người gửi dịch vụ cải thiện sẽ được xem xét cùng với chi phí thực hiện công việc.",Không tính đến chi phí thực hiện công việc trong trường hợp này.,vi,2
57,Có đủ thông tin để đánh giá tính phổ biến không?,Thông tin xuất khẩu là quá phổ biến.,vi,1
58,Sự dọn dẹp chính trị mà không xảy ra thông qua quá trình cấm dứt bỏ Clinton với một gánh nặng lớn và nghiêm trọng.,Quá trình trừng phạt cũng liên quan đến chồng Clinton.,vi,1
59,Không phải tôi có thể nhớ tôi chỉ ở đây tám năm nhưng tôi có thể nhớ đến làm việc từ tôi thường sống ở Wylie và tôi có thể nhìn thấy trung tâm thành phố Dallas,Tôi chỉ ở đây trong hai năm.,vi,2
60,"Trong hầu hết những năm 1980 và 1990, Hoa Kỳ đã có thể đầu tư nhiều hơn đã tiết kiệm bằng cách thu hút tài chính từ nước ngoài.",Mỹ có thể tiết kiệm được nhiều hơn những gì đã đầu tư vào những năm 1980 và 90.,vi,2
61,"Sự tin cậy là một yếu tố quan trọng, và Jim Lehrer thực sự có nó.",Mọi người đều tin những gì Jim Lehrer nói.,vi,1
62,Sẽ có một ai đó ở đây biết nhiều hơn về những gì đang diễn ra trên thế giới này so với bây giờ.,Anh ta biết anh ta là người duy nhất có bất kỳ ý tưởng nào về những gì đang xảy ra.,vi,2
63,"Mục tiêu của nó bao gồm các biện pháp cho độ chính xác, tốc độ và kịp thời, chi phí đơn vị, sự hài lòng của khách hàng, và sự phát triển và hài lòng của nhân viên.",Độ chính xác và tốc độ là những đo lường đầu tiên được liệt kê trên bảng xếp hạng.,vi,1
64,"Ở bên trái của thang nhập là không gian mở một lần chiếm đóng bởi Đền Thờ Athena, gần đó là những phần còn lại của thư viện Pergamene.",Không có phần còn lại có thể nhìn thấy từ ramp.,vi,2
65,"Nếu bạn muốn học nhảy dân tộc Israel, Bicurei Ha'etim Cellar trên đường Heftman sẽ dạy bạn.",Bicurei Ha'etim Cellar là nơi duy nhất để học nhảy dân tộc Israel.,vi,1
66,Hay là Sherlock Holmes?”,Có phải Sherlock Holmes không?,vi,0
67,"Mặc dù hai thành phố vẫn không liên kết bằng đường sắt, điều này sắp thay đổi nhanh chóng.",Hai thành phố không có đường sắt giữa chúng.,vi,0
68,Văn phòng thông tin du lịch có thể rất hữu ích.,Văn phòng thông tin du lịch không bao giờ được giúp đỡ.,vi,2
69,"Các kế hoạch thực hiện chi tiết hơn cũng sẽ cần thiết để giải quyết các vấn đề về hệ thống kinh doanh, quy trình và nguồn lực.","Các kế hoạch thực hiện chi tiết là cần thiết để giải quyết hệ thống kinh doanh, quá trình và tài nguyên",vi,0
70,"Đầu tiên, cannabinoid tiêm có thể không phản ánh tác dụng của thuốc lá hút thuốc.",Hút thuốc lá mang đến cho mọi người cao hơn so với tiêm chúng với cannabinoids.,vi,1
71,Dữ liệu sẽ được trình bày như thông tin quản lý bổ sung cần thiết đi kèm với báo cáo tài chính thống nhất của Chính phủ Liên bang nhưng không phải trong báo cáo cá nhân của các đơn vị thành phần của Chính phủ Liên bang.,Dữ liệu sẽ được bao gồm trong các báo cáo cá nhân liên quan đến các đơn vị thành viên của chính phủ liên bang.,vi,2
72,Boca da Corrida Encumeada (độ trung bình; 5 giờ): Quang cảnh Curral das Freiras và thung lũng Ribeiro do Poco.,"""Views of Curral da Freiras and the Valley of Ribeiro do Poco"" là chương 5.",vi,1
73,"Tỷ lệ lãi - Giá được tính cho mỗi đơn vị tiền vay mỗi năm, hoặc đơn vị thời gian khác, thường được thể hiện như một tỷ lệ phần trăm.",Tỷ lệ lãi có thể dao động từ 0 đến 15%.,vi,1
74,đó là khéo léo để có được đó jack off đó là đúng oh đó là một câu chuyện hài hước,Tôi sẽ thích kể lại câu chuyện đó.,vi,1
75,"Ông Erlenborn tham dự các khóa học đại học tại Đại học Notre Dame, Đại học Indiana, Đại học Illinois và Đại học Loyala ở Chicago.",Ông Erlenborn đã tham dự các lớp học tại ít nhất bốn trường đại học khác nhau.,vi,0
76,"Vì vậy, không giống như những người may mắn đủ để có thể cho phép luật sư và có thể đi đến một luật sư khác, khách hàng của chúng tôi chỉ đơn giản là bị mất trong hệ thống pháp lý nếu họ không thể truy cập vào nó từ chúng tôi.",Khách hàng của chúng tôi có thể cho phép luật sư và đánh nhau giữa các luật sư.,vi,2
77,"Cuối cùng, người phụ nữ mở mắt nhẹ nhàng.",Cô ấy mở mắt ra.,vi,0
78,Tốt nhất là ngôi mộ khổng lồ được bao phủ bằng conical / Phố của Absalom (con trai của vua David).,Tomb/Pillar of Absalom có một mái vòm lớn.,vi,0
79,"Trừ khi đề cập đến Ritz là một ghi chú ngẫu nhiên?""",Bạn đã đề cập đến Ritz ngẫu nhiên?,vi,0
80,Đây là bốn cụm từ mà bạn luôn đặt trong các bài báo phấn khích để ném giáo sư ra đường.,Bốn câu này buộc các giáo sư phải lấp lánh đoạn này và vô ý bỏ lỡ thông tin phấn khích.,vi,1
81,Người đàn ông này tuyên bố rằng anh ta đã bị đánh cắp trên đường và bị cướp mà không có tiền hoặc vé máy bay của mình tại một sân bay ở một nơi nào đó ở châu Âu hoặc Trung Đông.,Ông tuyên bố ông bị đánh cắp trên đường và không có tiền hoặc vé máy bay.,vi,0
82,"Nó được lên kế hoạch vào những năm 1820 như một biểu tượng của lòng tự hào quốc gia Scotland và được thiết kế như một mini-Parthenon, so với phong cách mới cổ điển phổ biến vào thời điểm đó.",Nó được thiết kế để là một phiên bản nhỏ hơn của Parthenon.,vi,0
83,"Mặc dù dữ liệu tuyên bố cung cấp thông tin chính xác nhất về việc sử dụng chăm sóc sức khỏe, đảm bảo theo dõi thích hợp cho mục đích nhận thông tin từ bản báo cáo bệnh nhân là quan trọng bởi vì nhiều người không báo cáo các sự kiện liên quan đến rượu cho các đồng nghiệp bảo hiểm.",Các sự kiện liên quan đến rượu góp phần vào bệnh thường không được các bệnh nhân báo cáo cho các công ty bảo hiểm của họ.,vi,0
84,"Bạn có thể xin vui lòng nói về vấn đề này, liên quan đến các ramifications xã hội của chuột chuột trong công chúng?","Bạn không có ý kiến gì về gạo gạo trong công chúng, tôi thấy.",vi,2
85,Người lao động H-2A phải rời khỏi đất nước và bị trục xuất vì không làm như vậy.,Nhân viên H-2A đã phạm tội.,vi,1
86,Các nhà nghiên cứu tìm thấy những căng thẳng dự kiến như mất kiểm tra trong thư và bệnh của những người thân yêu.,Những căng thẳng đã ảnh hưởng đến mọi người như các nhà nghiên cứu mong đợi.,vi,0
87,Bạn phải đi qua nó).,Bạn có thể ở lại nơi bạn đang ở.,vi,2
88,"28 ngôi đền đại diện cho các vị vua của Giu-đa và Israel đã được sửa đổi sau khi vẽ Viollet-le-Duc; những ngôi đền ban đầu đã được rút ra trong cuộc Cách mạng, vì chúng được cho là các vị vua của Pháp.",Những người đã xóa các bức tượng đã bị xử tử.,vi,1
89,Ca'daan đóng cửa phía sau họ và giữ lại cái không.,"Ca'daan đóng cửa khi họ bước vào, và buộc nó đóng bằng rắn.",vi,0
90,Các thị trấn nhỏ như lớp Louisian đã lan rộng khắp các trường dầu mỏ; đường sắt chính liên kết giữa chúng.,Một tuyến tàu chính đi giữa tất cả các thành phố nhỏ.,vi,0
91,Tôi nghĩ rằng những người là um có thu nhập thấp hơn mà bạn tự động cân bằng với giáo dục thấp hơn.,Tôi nghĩ thu nhập cao hơn tương đương với giáo dục thấp hơn.,vi,2
92,"Hãy vui mừng,","Hãy vui vẻ, vì thời gian bia sắp đến.",vi,1
93,"Khi xem xét lịch sử này, điều quan trọng là phải tạo ra một số sự khác biệt quan trọng.",Không có điểm gì để phân tích quá khứ.,vi,2
94,"Sông Đen, cách 71 km (44 dặm), là đường dài nhất ở Jamaica; nó là một con đường động mạch được sử dụng để vận chuyển rum và lumber từ các cây trồng trong nước.",Sông Đen nhận được tên của nó bởi vì nước trong dòng chảy của nó thực sự là đen.,vi,1
95,trong thành phố của chúng tôi năm ngàn chúng tôi có một mà là uh địa phương FM AM trạm và tin tức của họ được nuôi dưỡng từ CNN quá uh nó là nhiều hơn uh,Đài phát thanh thành phố không bao giờ dựa vào bất kỳ nguồn tin quốc gia nào.,vi,2
96,Có một số loại hoạt động kiểm soát phổ biến với tất cả các cơ quan.,Các hoạt động kiểm soát như thực hành kinh doanh an toàn là phổ biến ở tất cả các cơ quan.,vi,1
97,"Hơn 100 thẩm phán, luật sư và nhân danh đã tham dự cuộc họp.",Chỉ có hai người xuất hiện cho cuộc họp.,vi,2
98,Anh ấy đã quên mất Adrin.,Anh ấy nhớ lại Adrin suốt thời gian này.,vi,2
99,"Nói cách khác, bài báo đã trình bày những tác phẩm báo chí quá điển hình của việc tiết lộ các xung đột lợi ích tiềm năng liên quan đến các chính trị gia trong khi bỏ qua những người liên quan đến các phóng viên.","Báo cáo cho thấy, các nhà báo tiết lộ các xung đột lợi ích tiềm năng xung quanh các chính trị gia, nhưng không bao giờ tiết lộ các nhà báo khác.",vi,0
100,Lý do cuối cùng cho sự tái sinh thiếu niên là sự tự ám ảnh của boomer.,Tự ám ảnh Boomer là một trong những lý do cho sự tái sinh của thanh thiếu niên.,vi,0
101,"Sau cái chết của Columbus vào năm 1505, Jamaica trở thành tài sản của con trai Diego, người gửi Don Juan de Esquivel đến hòn đảo như là Thống đốc.","Jamaica được thừa hưởng bởi con trai của Columbus, Diego.",vi,0
102,"Họ sẽ không giết chết nhân vật của George Clooney tại ER như họ đã làm với Jimmy Smits tại NYPD. Thay vào đó, Tiến sĩ Doug Ross đang bị buộc phải ra ngoài trong hai tập tiếp theo bởi vì cơn đau tim maverick cho một thuốc giảm đau không được ủy quyền cho một cậu bé cuối cùng bị bệnh (tháng thứ Năm, 10 giờ sáng).",George Clooney sẽ mất việc vì các nhà sản xuất không nghĩ anh ta có thể hành động.,vi,2
103,120 “Ngươi không nghĩ ta nên đến cảnh sát sao?”,Tôi không nên đến cảnh sát sao?,vi,0
104,"Có, bởi vì những điều tôi nghĩ chỉ có thể làm bạn biết",Bởi vì họ sẽ sống sót dễ dàng.,vi,2
105,Chúng tôi đã thực hiện một số bước để thúc đẩy và đầu tư vào nhân viên của chúng tôi.,Các bước chúng tôi đã thực hiện đưa ra các chương trình cho nhân viên.,vi,0
106,"Trong trường hợp phát biểu, Fiss dường như tin rằng lý do tại sao công chúng Mỹ ít được giải thích hơn anh muốn nó liên quan đến các vấn đề như chủ nghĩa nữ tính, quyền của người đồng tính, và quy định ngành công nghiệp là mọi người bị từ chối truy cập vào ý kiến và thông tin sẽ giải thích họ.","Người dân ở Mỹ rất rõ ràng về các chủ đề gây tranh cãi, theo Fiss.",vi,2
107,"Ví dụ, khu vực picnic rustique Bras-David được đặt bên cạnh một dòng chảy.",Khu vực picnic không gần một dòng chảy.,vi,2
108,và uh tốt nếu bạn có anh ta một động cơ điện nó có lẽ sẽ mất anh ta ít thời gian để làm điều đó nhưng tôi thích làm điều đó tôi cảm thấy tốt làm điều đó uh tôi cảm thấy tốt hơn nhiều làm điều đó với một động cơ điện với đó với một với một động cơ kéo trên nó vì vậy tôi không cần phải đẩy quá cứng,Anh ta sẽ xoay toàn bộ sân của bạn trong tám phút nếu anh ta sử dụng một động cơ điện.,vi,1
109,um-hum yeah tôi thấy điều đó lần đầu tiên vào tối hôm qua,Tôi rất ngạc nhiên khi thấy hôm qua.,vi,1
110,“Bauerstein”,Tác giả: Alfred Inglethorp,vi,2
111,Chúng ta có gì để ăn trưa?,Chúng ta sẽ ăn gì cho bữa trưa?,vi,0
112,Một cuộc khảo sát của cư dân Hồng Kông thấy họ máu về tương lai của thành phố.,Một cuộc khảo sát của cư dân Hong Kong cho thấy họ có nhiều máu hơn về tương lai của thành phố so với trước đây.,vi,1
113,"Tôi có nghĩa là khi bạn là khi bạn lớn lên, tôi có nghĩa là như Galveston.",Anh lớn lên ở Galveston và tôi lớn lên ở Dallas.,vi,1
114,Tôi được hình thành như không thể từ bỏ tiền với bất kỳ sự hài lòng nào cho đến khi tôi đã thực hiện một cuộc điều tra cẩn thận nhất về tính xứng đáng của nguyên nhân.,Tôi phải nghiên cứu một nguyên nhân một cách cẩn thận trước khi tặng tiền cho nó.,vi,0
115,Bạn biết họ thích những gì họ đang làm họ biết họ cảm thấy tốt về những gì họ đang làm loại thứ đó nó là nhiều hơn,Bạn có thể thấy cách mà toàn bộ demeanor của họ đã thay đổi.,vi,1
116,Tôi có thể giúp anh được không?”,Tôi không giúp anh chút nào.,vi,2
117,"Thời gian mở cửa truyền thống cho nhiều khách sạn là Giáng sinh, mặc dù một số không mở cửa cho đến cuối tháng 4.",Các khách sạn không mở cửa trong Halloween.,vi,1
118,chi phí y tế và phẫu thuật.,Các chi phí y tế và phẫu thuật được bao phủ đầy đủ,vi,1
119,chính xác và khi tôi đang ngồi ở đây trên ghế sofa và tất cả đột nhiên ai đó một người đàn ông có bàn tay của họ trên cánh cửa của tôi nó là như uh như oh không và vì vậy tôi không thích nó và tôi đoán cách duy nhất để ngăn chặn nó sẽ chỉ là thông qua một quy định thành phố để ngăn chặn nó hoặc,Một người đàn ông cố gắng vào nhà để anh ta có thể đánh cắp nó.,vi,1
120,Lịch Trung Quốc được sử dụng để tính năm nền tảng của Nhật Bản bằng cách tính lại 1.260 năm của chu kỳ vũ trụ Trung Quốc.,Cơ sở của Nhật Bản được xác định bằng cách sử dụng lịch Trung Quốc.,vi,0
121,"Có, trả mười lăm, có, tôi biết có, và khi bạn trả mười lăm đô la một tháng, nó chắc chắn sẽ mất rất nhiều thời gian.","Khi bạn trả 100 đô la một tháng, nó sẽ mất rất nhiều thời gian.",vi,2
122,"Do đó, lợi nhuận quy mô net ban đầu là tích cực, cho dù chúng tôi điều chỉnh cho tiền thưởng lương hay không.",Lợi ích quy mô net ban đầu là tiêu cực khi được điều chỉnh cho tiền thưởng lương.,vi,2
123,"Hãy nhìn vào đây, bạn không có kinh doanh để đến hỏi tôi theo cách này.",Không có lý do gì để anh yêu cầu tôi như thế.,vi,0
124,Các chuyên gia chỉ ra rằng không chỉ thời đại mới xác định giá trị của một cổ đại Trung Quốc mà các đế quốc trong quá khứ đã có sự sáng tạo của họ.,Các bộ sưu tập dựa trên giá của cổ xưa Trung Quốc của họ chỉ từ độ tuổi của họ.,vi,2
125,Các thị trấn nhỏ như lớp Louisian đã lan rộng khắp các trường dầu mỏ; đường sắt chính liên kết giữa chúng.,Chỉ có một thành phố trong các lĩnh vực dầu mỏ.,vi,2
126,"Các nhà quản lý có thể không hoàn toàn ủng hộ một mô hình kinh doanh toàn diện hơn bởi vì họ lo ngại rằng thông tin sẽ dựa trên rất nhiều đánh giá và do đó thiếu độ chính xác, điều này có thể làm cho việc thực hiện các tiêu chuẩn báo cáo khó khăn.",Sự khó khăn của các tiêu chuẩn báo cáo có thể là một trở ngại lớn đối với mô hình kinh doanh này.,vi,0
127,"Đầu tiên, có được các nguyên tắc cơ bản đúng, tức là, việc chặn và giải quyết báo cáo tài chính.",Các nguyên tắc cơ bản cần phải đúng trước.,vi,0
128,"Trong một bầu không khí Victorian vẫn yếu đuối, Dinard đã bảo tồn tất cả các tài sản tốt nhất của một ngôi nhà sang trọng và những con đường dài, trượt tuyết, các khách sạn, các cửa hàng sang trọng, discothyques, sòng bạc, công viên và vườn, và một hồ bơi công cộng kích thước Olympic.",Dinard duy trì độ nhạy cảm Victorian trong khi cũng bao gồm các yếu tố sang trọng.,vi,0
129,"Cùng với mỗi bước, một số thực hành đặc biệt quan trọng đối với sự thành công của nỗ lực của họ.",Không có thực hành nào hữu ích,vi,2
130,Nhưng có một lúc.,Chắc chắn không có gì trong đó.,vi,2
131,"Nó dễ dàng quá liều trên nhiều đền thờ, cung điện và bảo tàng ở Ấn Độ.",Bạn sẽ tìm thấy một số ít các cung điện và đền thờ trên khắp Ấn Độ.,vi,2
132,rất đơn giản.,Không phức tạp,vi,0
133,Họ là đội yêu thích của tôi trong một thời gian,Họ là đội yêu thích của tôi.,vi,0
134,"Hồ nước ngọt lịch sử nổi tiếng này, được gọi là Biển Galilee và Hồ Kinneret (có nghĩa là một harp, theo hình dạng của nó), chỉ có 58 km (36 dặm) trong khoảng cách.",Biển Galilee cũng được biết đến như hồ Kinneret trong hàng trăm năm.,vi,1
