,premise,hypothesis,lang_abv,label
44,"Σωστά και νομίζω ότι απλά κρεμάμε, δεν νομίζω ότι πρέπει να κάνουμε τίποτα άλλο.","Αυτό είναι, απλά βυθίζουμε, έτσι δεν είναι;",el,0
45,"Χρησιμοποίησαν τους φυσικούς πόρους χρησιμοποιώντας το αλάτι για να θεραπεύσουν τα ψάρια, τα οποία εξήγαγαν στην πατρίδα τους.",Χρησιμοποίησαν αλάτι για να θεραπεύσουν τα ψάρια και τα έστειλαν σπίτι.,el,0
46,"Οι ειδήσεις ενθαρρύνουν τους χρήστες υπολογιστών να επιλέγουν προφανείς, εύκολα σπασμένες κωδικούς πρόσβασης και καταγγέλλουν τους διαχειριστές συστήματος για να αγνοήσουν τις βασικές προφυλάξεις ασφαλείας.",Τα news outlets δεν κατηγορούν τους χρήστες ή τους διαχειριστές συστήματος για παραβιάσεις ασφαλείας.,el,2
47,"Για την καλή τους τύχη, τους αποδεικνύει σωστά.",Δείχνει ότι ήταν σωστά.,el,0
48,Πολύ άσχημα επέλεξε να χρησιμοποιήσει το McIntyre αντί.,Η McIntyre επιλέχθηκε για να χρησιμοποιηθεί ως κλειστό πεζοδρόμιο.,el,1
49,Και το άλλο είναι το κόστος που είναι σχεδόν απαγορευτικό να το πάρετε σε έναν πωλητή,Είναι φθηνό να το πάρετε σε έναν πωλητή.,el,2
50,Οι πολιτικές που παρέχουν ασφάλιση για όλη τη ζωή του ασφαλισμένου και τα έσοδα (προσωπικό ποσό) καταβάλλονται μόνο μετά το θάνατο του ασφαλισμένου.,Μια ολόκληρη πολιτική ζωής είναι η καλύτερη επιλογή για κάποιον που αναμένει να ζήσει μέχρι την ηλικία των 90.,el,1
51,"2466, συζητά τις τέσσερις συλλογές, οι οποίες περιλαμβάνουν την πιστοποίηση ενός ελάχιστου αριθμού εγκατεστημένων και λειτουργικών συνδέσεων μικροκυμάτων και τη συντήρηση μιας υπολογιστής-διαβάσιμης βάσης δεδομένων.",2466 συζητούν τέσσερις συλλογές.,el,0
52,"Η γειτονιά των γυναικών, η οποία παρέχει καταφύγιο και πρόσβαση στα θύματα ενδοοικογενειακής βίας, έχει ήδη δικηγόρο πλήρους απασχόλησης.",Υπάρχει ήδη δικηγόρος πλήρους απασχόλησης στη γειτονιά των γυναικών.,el,0
53,Υψηλή υγρασία,Αέρα με αυξημένη περιεκτικότητα σε νερό.,el,0
54,"Πρέπει να εξετάσουμε τις συνέπειες που έχουν αυτά τα διαφορετικά καθήκοντα σε ένα ευρύ φάσμα θεμάτων, όπως οι βασικές ικανότητες του SES, τα πρότυπα απόδοσης, οι πηγές προσλήψεων, η κινητικότητα και τα προγράμματα κατάρτισης και ανάπτυξης.",Μπορούμε να αγνοήσουμε εντελώς τις επιπτώσεις των ρόλων στην κινητικότητα.,el,2
55,"Ναι ναι καλά, γιατί αυτός είναι ο τρόπος που θα μπορούσαν να φαίνονται εξωτερικά, αλλά αγόρι υπάρχουν πολλά που περνούν εκεί",Υπάρχει ένα άλλο στρώμα στην επιφάνεια.,el,0
56,"Σε αυτή την περίπτωση, η αξία για τον αποστολέα της βελτιωμένης υπηρεσίας θα λαμβάνεται υπόψη μαζί με το κόστος της εκτέλεσης της εργασίας.",Δεν θα ληφθεί υπόψη το κόστος της εκτέλεσης της εργασίας σε αυτή την περίπτωση.,el,2
57,Υπάρχει επαρκής πληροφόρηση για την εκτίμηση της γενικότητας;,Η πληροφόρηση προέλευσης είναι πάρα πολύ γενικευμένη.,el,1
58,Ο πολιτικός καθαρισμός που δεν συνέβη μέσα από τη διαδικασία της εισβολής αφήνει την Κλίντον με ένα μεγάλο και σοβαρό βάρος.,Η διαδικασία της δίωξης εμπλέκεται και στον σύζυγό της Κλίντον.,el,1
59,"Δεν μπορώ να θυμηθώ ότι ήμουν εδώ μόνο οκτώ χρόνια, αλλά μπορώ να θυμηθώ ότι ήρθα να δουλέψω από τότε που έζησα στη Wylie και θα μπορούσα να δω το κέντρο της Ντάλας",Είμαι εδώ μόνο για δύο χρόνια.,el,2
60,"Κατά τη διάρκεια των περισσότερων των δεκαετιών του 1980 και του 1990, οι ΗΠΑ ήταν σε θέση να επενδύσουν περισσότερο από ό, τι έσωσε, προσελκύοντας χρηματοδότηση από το εξωτερικό.","Οι Ηνωμένες Πολιτείες θα μπορούσαν να εξοικονομήσουν περισσότερο από ό, τι είχαν επενδύσει στη δεκαετία του 1980 και της δεκαετίας του 90.",el,2
61,"Η αξιοπιστία είναι ένας ζωτικός παράγοντας, και ο Jim Lehrer πραγματικά το έχει.","Όλοι θα πιστέψουν ό,τι είπε ο Jim Lehrer.",el,1
62,"Θα έπρεπε να υπάρχει κάποιος εδώ που γνώριζε περισσότερα για το τι συνέβαινε σε αυτόν τον κόσμο από ό, τι έκανε τώρα.",Ήξερε ότι ήταν ο μόνος άνθρωπος που είχε καμία ιδέα για το τι συνέβαινε.,el,2
63,"Η βαθμολογία της περιλαμβάνει μέτρα για την ακρίβεια, την ταχύτητα και την ώρα, το κόστος μονάδας, την ικανοποίηση των πελατών και την ανάπτυξη και ικανοποίηση των εργαζομένων.",Η ακρίβεια και η ταχύτητα είναι οι πρώτες μετρήσεις που αναφέρονται στο χαρτί.,el,1
64,"Στην αριστερή πλευρά της ράμπας εισόδου βρίσκεται ο ανοιχτός χώρος που κατείχε κάποτε ο ναός της Αθήνας, κοντά στον οποίο βρίσκονται τα υπόλοιπα της βιβλιοθήκης της Περγαμίνης.",Δεν υπάρχουν απομεινάρια ορατά από την ράμπα.,el,2
65,"Αν είστε πρόθυμοι να μάθετε ισραηλινό λαϊκό χορό, το Bicurei Ha'etim Cellar στο Heftman Street θα σας διδάξει.",Το Bicurei Ha'etim Cellar είναι το μοναδικό μέρος για να μάθετε τον ισραηλινό λαϊκό χορό.,el,1
66,Ο Σέρλοκ Χόλμς;»,Είναι ο Σέρλοκ Χόλμς;,el,0
67,"Παρόλο που οι δύο πόλεις παρέμειναν απενεργοποιημένες από το σιδηροδρόμιο, αυτό ήταν έτοιμο να αλλάξει γρήγορα.",Οι δύο πόλεις δεν είχαν σιδηρόδρομο μεταξύ τους.,el,0
68,Τα γραφεία τουριστικής πληροφόρησης μπορούν να είναι πολύ χρήσιμα.,Τα γραφεία τουριστικής πληροφόρησης δεν βοηθούν ποτέ.,el,2
69,"Περισσότερα λεπτομερή σχέδια υλοποίησης θα είναι επίσης απαραίτητα για την αντιμετώπιση των προβλημάτων του επιχειρηματικού συστήματος, των διαδικασιών και των πόρων.","Τα λεπτομερή σχέδια υλοποίησης είναι απαραίτητα για την αντιμετώπιση των επιχειρηματικών συστημάτων, διαδικασιών και πόρων",el,0
70,"Πρώτον, τα ενέσιμα κανναβινοειδή μπορεί να μην αντικατοπτρίζουν τις επιπτώσεις της καπνισμένης μαριχουάνας.","Το κάπνισμα της μαριχουάνας παίρνει τους ανθρώπους υψηλότερα από ό, τι τους ενέχει με κανναβινοειδή.",el,1
71,"Τα δεδομένα θα υποβάλλονται ως απαιτούμενες συμπληρωματικές πληροφορίες διαχείρισης που συνοδεύουν τις ενοποιημένες οικονομικές καταστάσεις της Ομοσπονδιακής Κυβέρνησης, αλλά όχι σε μεμονωμένες εκθέσεις των στοιχείων της.",Τα δεδομένα θα περιλαμβάνονται σε μεμονωμένες εκθέσεις σχετικά με τις συνιστώσες της ομοσπονδιακής κυβέρνησης.,el,2
72,"Boca da Corrida Encumeada (μετρημένη, 5 ώρες): θέα στο Curral das Freiras και στην κοιλάδα του Ribeiro do Poco.",«Εικόνες του Curral da Freiras και της κοιλάδας του Ribeiro do Poco» είναι το κεφάλαιο 5.,el,1
73,"ΚΕΦΑΛΑΙΟ - Η τιμή που χρεώνεται ανά μονάδα χρημάτων που δανείζονται ανά έτος, ή άλλη μονάδα χρόνου, συνήθως εκφρασμένη ως ποσοστό.",Το επιτόκιο μπορεί να κυμαίνεται από το μηδέν έως το 15%.,el,1
74,Αυτό είναι ευγενικό για να πάρει αυτό το τζακ μακριά αυτό είναι σωστό oh αυτό είναι μια αστεία ιστορία,Θα απολαύσω να σας πω αυτή την ιστορία.,el,1
75,"Ο κ. Erlenborn παρακολούθησε μεταπτυχιακά μαθήματα στο Πανεπιστήμιο της Notre Dame, το Πανεπιστήμιο της Ιντιάνα, το Πανεπιστήμιο του Ιλινόις και το Πανεπιστήμιο Loyala του Σικάγο.",Ο κ. Erlenborn παρακολούθησε μαθήματα σε τουλάχιστον τέσσερα διαφορετικά πανεπιστήμια.,el,0
76,"Έτσι, σε αντίθεση με τους ανθρώπους που είναι αρκετά τυχεροί για να είναι σε θέση να εξασφαλίσουν δικηγόρους και μπορεί να πάει σε έναν άλλο δικηγόρο, οι πελάτες μας απλώς χάνονται στο νομικό σύστημα αν δεν μπορούν να έχουν πρόσβαση σε αυτό από εμάς.",Οι πελάτες μας μπορούν να εξασφαλίσουν δικηγόρους και να αλληλεπιδρούν μεταξύ δικηγόρων.,el,2
77,Τελικά η γυναίκα άνοιξε τα μάτια της ελαφρώς.,Άνοιξε τα μάτια της.,el,0
78,Ο καλύτερος είναι ο τεράστιος κανονικός τάφος/Πύλος του Αβσαλώμ (το γιο του βασιλιά Δαβίδ).,Ο τάφος / πυλώνας του Αβσαλώμ έχει μια μεγάλη οροφή με σχήμα κώνου.,el,0
79,Εκτός αν η αναφορά του Ritz ήταν μια τυχαία σημείωση;»,Μιλάτε για το Ritz τυχαία;,el,0
80,Αυτές είναι οι τέσσερις φράσεις που πάντα εισάγετε σε plagiarized έγγραφα για να ρίξετε τον καθηγητή από το δρόμο.,Αυτές οι τέσσερις φράσεις αναγκάζουν τους καθηγητές να ξεπεράσουν την παράγραφο και να ξεφύγουν ανεπιθύμητα από την πληγείσα πληροφορία.,el,1
81,Αυτός ο άνδρας ισχυρίζεται ότι έχει κλαπεί κατά μήκος της διαδρομής του και παραμελείται χωρίς χρήματα ή το αεροπορικό του εισιτήριο σε αεροδρόμιο κάπου στην Ευρώπη ή στη Μέση Ανατολή.,Υποστήριξε ότι κλέφτηκε στο δρόμο και δεν έχει χρήματα ή εισιτήριο αεροπλάνου,el,0
82,"Σχεδιάστηκε στη δεκαετία του 1820 ως σύμβολο της εθνικής υπερηφάνειας της Σκωτίας και σχεδιάστηκε ως mini-Parthenon, σε αντίθεση με το δημοφιλές νεοκλασικό στυλ εκείνη την εποχή.",Έχει σχεδιαστεί για να είναι μια μικρότερη έκδοση του Parthenon.,el,0
83,"Παρόλο που τα δεδομένα των ισχυρισμών παρέχουν τις πιο ακριβείς πληροφορίες σχετικά με τη χρήση της υγειονομικής περίθαλψης, η εξασφάλιση επαρκούς παρακολούθησης για τους σκοπούς της απόκτησης πληροφοριών από την αυτοαναφορά του ασθενούς είναι σημαντική επειδή πολλοί άνθρωποι δεν αναφέρουν γεγονότα που σχετίζονται με το αλκοόλ σε ασφαλιστικούς συντρόφους.",Τα γεγονότα που σχετίζονται με το αλκοόλ που συμβάλλουν στην ασθένεια συχνά δεν αναφέρονται από τους ασθενείς στις ασφαλιστικές τους εταιρείες.,el,0
84,"Μπορείτε να μιλήσετε σ' αυτό το ζήτημα, όσον αφορά τις κοινωνικές διαχωρισμούς του καουτσούκ στο κοινό;","Δεν έχετε άποψη για το μαγείρεμα στο κοινό, βλέπω.",el,2
85,Ο εργάτης της H-2A πρέπει να εγκαταλείψει τη χώρα και υπόκειται σε απομάκρυνση επειδή δεν το κάνει.,Ο εργάτης της H-2A διαπράττει έγκλημα.,el,1
86,"Οι ερευνητές βρήκαν αναμενόμενα στρες, όπως η απώλεια μιας επαλήθευσης στο ταχυδρομείο και η ασθένεια των αγαπημένων τους.",Το άγχος επηρέασε τους ανθρώπους όπως περιμένουν οι ερευνητές.,el,0
87,Πρέπει να περπατάς μέσα από αυτό).,Μπορείς να μείνεις εκεί που είσαι.,el,2
88,"Τα 28 κράτη που αντιπροσωπεύουν τους βασιλιάδες του Ιούδα και του Ισραήλ έχουν αναδιαμορφωθεί μετά από τα σχέδια του Viollet-le-Duc· τα πρωτότυπα αποσύρθηκαν κατά τη διάρκεια της Επανάστασης, καθώς θεωρούνταν βασιλιάδες της Γαλλίας.",Οι άνθρωποι που κατέρριψαν τις σκάλες εκτελέστηκαν.,el,1
89,Ο Ca'daan έκλεισε την πόρτα πίσω τους και απέσυρε το μη.,Ο Καστάν έκλεισε την πόρτα όταν μπήκαν και την συνδέει με φτερά.,el,0
90,Μικρές πόλεις όπως η λωρίδα της Λουιζίας διασκορπίστηκαν σε όλα τα πεδία πετρελαίου. η κύρια γραμμή τρένων συνδέθηκε μεταξύ τους.,Μια βασική γραμμή τρένων πήγε μεταξύ όλων των μικρών πόλεων.,el,0
91,Πιστεύω ότι οι άνθρωποι που είναι um έχουν ένα χαμηλότερο εισόδημα που ισοδυναμεί αυτόματα με χαμηλότερη εκπαίδευση.,Το υψηλότερο εισόδημα ισοδυναμεί με το χαμηλότερο επίπεδο εκπαίδευσης.,el,2
92,"Να είστε ευτυχισμένοι,","Να είστε χαρούμενοι, γιατί ο καιρός της μπύρας πλησιάζει.",el,1
93,"Κατά την αναθεώρηση αυτής της ιστορίας, είναι σημαντικό να κάνουμε κάποιες κρίσιμες διαφορές.",Δεν υπάρχει λόγος να αναλύσουμε το παρελθόν.,el,2
94,"Ο Μαύρος ποταμός, σε απόσταση 71 χιλιομέτρων (44 μίλια), είναι ο πιο μακρύς στην Τζαμάικα· ήταν μια αρτηριακή διαδρομή που χρησιμοποιήθηκε για τη μεταφορά ρουμ και λουμπέρ από τα εσωτερικά φυτά.",Το Μαύρο Ποτάμι πήρε το όνομά του επειδή το νερό στο ρεύμα του είναι πραγματικά μαύρο.,el,1
95,στην πόλη μας των πέντε χιλιάδων έχουμε ένα που είναι το τοπικό σταθμό FM AM και οι ειδήσεις τους τροφοδοτούνται από το CNN πάρα πολύ uh είναι περισσότερο από το,Το ραδιοφωνικό σταθμό της πόλης δεν βασίστηκε ποτέ σε εθνικές πηγές ειδήσεων.,el,2
96,Υπάρχουν ορισμένες κατηγορίες δραστηριοτήτων ελέγχου που είναι κοινές σε όλους τους οργανισμούς.,"Οι δραστηριότητες ελέγχου, όπως οι ασφαλείς επιχειρηματικές πρακτικές, είναι καθολικά κοινές σε όλους τους οργανισμούς.",el,1
97,"Περισσότεροι από 100 δικαστές, δικηγόροι και αξιωματικοί ήταν παρόντες στη σύνοδο.",Μόνο δύο άτομα εμφανίστηκαν για τη συνάντηση.,el,2
98,Έχουμε ξεχάσει την Αδρίνα.,Όλη αυτή τη φορά θυμάται τον Αδρίνα.,el,2
99,"Με άλλα λόγια, το έγγραφο έδειξε το πολύ τυπικό δημοσιογραφικό τίκι της έκθεσης δυνητικών συγκρούσεων συμφερόντων που εμπλέκονται σε πολιτικούς, ενώ αγνοεί εκείνους που εμπλέκονται σε δημοσιογράφους.","Η εφημερίδα δείχνει ότι οι δημοσιογράφοι εκθέτουν δυνητικές συγκρούσεις συμφερόντων γύρω από τους πολιτικούς, αλλά ποτέ δεν εκθέτουν άλλους δημοσιογράφους.",el,0
100,Ο τελευταίος λόγος για την εφηβική αναγέννηση είναι η αυτο-αποκτησία του Boomer.,Η αυτοαπασχόληση του Boomer είναι ένας από τους λόγους της εφηβικής αναγέννησης.,el,0
101,"Μετά τον θάνατο του Κολόμβου το 1505, η Τζαμάικα έγινε ιδιοκτησία του γιου του Ντιέγκο, ο οποίος έστειλε τον Ντον Χουάν ντε Εσκιέβελ στο νησί ως κυβερνήτης.","Η Τζαμάικα κληρονόμησε ο γιος του Κολόμβου, Ντιέγκο.",el,0
102,"Δεν θα σκοτώσουν τον χαρακτήρα του George Clooney στο ER όπως έκαναν με τον Jimmy Smits στο NYPD. Αντ 'αυτού, ο Δρ Ντάγκ Ρος αναγκάζεται να ξεφύγει για τα επόμενα δύο επεισόδια επειδή το μαβερίκο καρδιακό επεισόδιο δίνει ένα μη εξουσιοδοτημένο παυσίπονο σε ένα τερματικά άρρωστο αγόρι (Τη Πέμπτη, 10 το μεσημέρι).",Ο George Clooney θα χάσει τη δουλειά του επειδή οι παραγωγοί δεν πιστεύουν ότι μπορεί να ενεργήσει.,el,2
103,120 «Δεν νομίζεις ότι θα έπρεπε να πάω στην αστυνομία;»,Δεν πρέπει να πάω στην αστυνομία;,el,0
104,"Ναι, γιατί αυτά τα πράγματα νομίζω ότι θα καταλαβαίνετε μόνο",Γιατί θα επιβιώσουν εύκολα.,el,2
105,Έχουμε κάνει πολλά βήματα για να ενδυναμώσουμε και να επενδύσουμε στους υπαλλήλους μας.,Τα βήματα που έχουμε λάβει θέτουν σε εφαρμογή τα προγράμματα για τους εργαζόμενους.,el,0
106,"Στην περίπτωση της ομιλίας, ο Fiss φαίνεται να πιστεύει ότι ο λόγος που το αμερικανικό κοινό είναι λιγότερο φωτισμένο από ό, τι θα ήθελε να αφορά θέματα όπως ο φεμινισμός, τα δικαιώματα των ομοφυλόφιλων και η ρύθμιση της βιομηχανίας είναι ότι οι άνθρωποι αρνούνται την πρόσβαση στις απόψεις και τις πληροφορίες που θα τους φωτίσουν.","Οι άνθρωποι στην Αμερική είναι πολύ καλά ενημερωμένοι σχετικά με αμφιλεγόμενα θέματα, σύμφωνα με το Fiss.",el,2
