,premise,hypothesis,lang_abv,label
35,"Yedi bağış fonunda yeni bir Kâr amacı gütmeyen Kapasite İnşaat programından kaynaklanıyor, kurumsal kuruluşların daha güçlü olmalarına yardımcı olmak için para verme eğiliminin bir parçası, sağladıkları program hizmetlerine değil.","Bu bağışlar, Vakfın kâr amacı gütmeyen bir kapasite inşaat programından kaynaklanıyor ve filantropistler arasında organizasyonları büyütmek ve daha sonra onları üstlenmek için para vermek için bir eğilim gösteriyor.",tr,1
36,"Ya da, uygunluk zaten hamile olanlar, ya da en azından cinsel olarak aktif olanlar; 13 yaş üstü veya 21 yaşın altındakilar; ya da bunların bir kombinasyonu ile sınırlı olabilir.",İzin yaşı da 21 yaşındadır.,tr,1
37,"Bu açıdan, Steve Jobs'u Apple'ı kurtarmak için geri getirmek, gen getirmek gibidir.",Steve Jobs Apple’a geri döndü.,tr,0
38,"ya da evde hastalanmış olan birisi vardı, bence herkes yapamazsın",Yapacak bir şey yoktu.,tr,2
39,"(Michiko Kakutani, The New York Times) Bazıları, Wall Street Journal'daki Pearl K. Bell gibi, romanın tatlıca itaat edici itaatinin bir yelpazesini bulur ve kısımların duygusal düzeyde tehlikeli olduğunu söyler.",Romanın hiçbir duygusu olmadığından şikayetçi oldular.,tr,2
40,"Hiçbir sorun yok, iyi bir politika.",Endişelenme iyi bir politika.,tr,0
41,"Metro (subway) şehrin etrafında hareket etmenin en hızlı yolu, ancak otobüsler, hem başkentte hem de diğer büyük şehirlerde, manzaralar için en iyisidir.",Metroyu almak büyük şehir hayatını deneyimlemek için iyi bir yoldur.,tr,2
42,"Kendilerinden o kadar eminlerdi ki, bir hata yapmış olduğu için kabul ettiler.”",Sadece bir hata yaptığını varsayıyorlardı.,tr,0
43,Ben Plano okul sistemindeyim ve Richardson'da yaşıyorum ve bu okula katılacak çocukların eğitim ve ekonomik arka plan açısından gerçek bir dikotomi var.,Çok sayıda fakir ve çok az zengin öğrenci var.,tr,1
44,Tamam ve bence biz sadece asılıyız bence başka bir şey yapmamız gerekmiyor,"İşte bu, biz sadece asılıyız değil mi?",tr,0
45,Doğal kaynakları balıkları iyileştirmek için tuz kullanılarak kapitalize ettiler ve bunları kendi ülkelerine ihraç ettiler.,Balıkları iyileştirmek için tuz kullandılar ve eve döndüler.,tr,0
46,"Haberler, bilgisayar kullanıcılarını açık, kolayca kırık şifreleri seçmelerine ve sistem yöneticilerinin temel güvenlik önlemlerini görmezden gelmelerine teşvik ediyor.","Haber kaynakları, kullanıcıları veya sistem yöneticilerini güvenlik ihlallerinden dolayı suçlamaz.",tr,2
47,"Onların iyi şanslarına, haklı olduklarını kanıtlıyor.",Onlar haklı olduklarını gösteriyor.,tr,0
48,"Çok kötü, bunun yerine McIntyre'i kullanmayı seçti.",McIntyre kapak olarak kullanılmak üzere seçildi.,tr,1
49,"Ve diğer şey, bir satıcıya getirmek için neredeyse yasak olan maliyettir.",Bir satıcıya getirmek ucuzdur.,tr,2
50,GÜVENLİK POLİSİ - Sigortanın ömrü boyunca sigortası sağlayan politikalar ve gelirler (yüz miktarı) yalnızca sigortanın ölümünden sonra ödenir.,"Bir bütün yaşam politikası, 90 yaşına kadar yaşamak için bekleyen birine en iyi seçimdir.",tr,1
51,"2466, en az yüklü ve çalışan mikrodalga bağlantılarının sertifikasyonunu ve bilgisayar okunabilir bir veritabanının bakımını içeren dört koleksiyonu tartışır.",2466 dört koleksiyonu tartışıyor.,tr,0
52,"Aile içi şiddet kurbanlarına sığınak ve ulaşım sağlayan Kadın Bahçesi, zaten tam zamanlı bir avukatlık görevine sahiptir.",Kadınlar Bahçesi’nde tam zamanlı avukatlık yapılıyor.,tr,0
53,• Yüksek nem,Su içeriğinin arttığı hava.,tr,0
54,"Bu farklı rollerin çeşitli konularda olduğu etkileri göz önünde bulundurmamız gerekir, örneğin SES'in temel yetkinlikleri, performans standartları, işe alım kaynakları, hareketlilik ve eğitim ve geliştirme programları.",Mobilite rollerinin etkilerini tamamen görmezden gelebiliriz.,tr,2
55,evet evet evet evet evet evet evet evet evet evet evet evet evet evet evet evet evet evet,Yüzeyde başka bir katman var.,tr,0
56,"Bu durumda, geliştirilmiş hizmetin e-posta makalesine değer, işin yapılması maliyeti ile birlikte dikkate alınır.",Bu durumda çalışmanın maliyeti dikkate alınmayacaktır.,tr,2
57,Genelleştirilebilirliği değerlendirmek için yeterli bilgi var mı?,Sonuç bilgisi çok yaygındır.,tr,1
58,"İtfaiye sürecinde gerçekleşmeyen siyasi temizleme, Clinton'u büyük ve ciddi bir yükle bırakıyor.",Aynı zamanda Clinton’un kocası da işkenceye girdi.,tr,1
59,Sadece sekiz yıldır buradayım hatırlayabilir miyim ama Wylie'de yaşamaya alışkın olduğumdan işe geldiğimi hatırlayabilirim ve Dallas'ın merkezini görebilirdim,Sadece iki yıldır buradayım.,tr,2
60,"1980'lerin ve 1990'ların çoğunda, ABD yurtdışından finansman çekerek tasarruf ettiğinden daha fazla yatırım yapabiliyordu.",Amerika Birleşik Devletleri 1980'li ve 90'lı yıllarda yatırım yaptığından daha fazlasını tasarruf edebilir.,tr,2
61,Güvenilirlik önemli bir faktördür ve Jim Lehrer aslında bunu yapar.,Herkes Jim Lehrer'in söylediğine inanır.,tr,1
62,Bu dünyada neler olup bittiğini şimdi yaptıklarından daha çok bilen birisi olmalı.,Olayla ilgili herhangi bir fikri olan tek kişi olduğunu biliyordu.,tr,2
63,"Sonuç tablosu, doğruluk, hız ve zamanlılık, birim maliyeti, müşteri memnuniyeti ve çalışan geliştirme ve memnuniyeti için önlemler içeriyor.",Hız ve doğruluk tablosunda ilk ölçümlerdir.,tr,1
64,"Giriş rampının sol tarafında, bir zamanlar Atina Tapınağı tarafından işgal edilen açık alan, yakınında Pergamene Kütüphanesi kalıntıları yer almaktadır.",Rampa’dan görünür kalıntılar yok.,tr,2
65,"Eğer İsrail halk dansını öğrenmek istiyorsanız, Heftman Caddesi'ndeki Bicurei Ha'etim Cellar sizi öğretecektir.","Bicurei Ha'etim Cellar, İsrail halk dansını öğrenmek için tek yerdir.",tr,1
66,Yoksa Sherlock Holmes mi?,Sherlock Holmes mıydı?,tr,0
67,"İki şehir demiryolu ile bağlantısız kalsa da, bu hızlı bir şekilde değişecek.",İki şehir arasında demiryolu yoktu.,tr,0
68,Turizm Bilgi Ofisleri çok faydalı olabilir.,Turizm Bilgi Büroları hiçbir zaman yardımcı olmaz.,tr,2
69,"İş sistemleri, süreçleri ve kaynak sorunlarını ele almak için daha ayrıntılı uygulama planları da gereklidir.","İş sistemleri, süreçleri ve kaynakları ele almak için ayrıntılı uygulama planları gereklidir.",tr,0
70,"Öncelikle, enjekte edilen kanabinoidler sigara içilen marihuana etkilerini yansıtamaz.","Sigara içen marihuana, insanları kanabinoidler ile enjekte ettiğinden daha yüksek kazanır.",tr,1
71,"Veriler, Federal Hükümetin konsolide finansal raporlarına eşlik eden gerekli ek yönetim bilgileri olarak sunulacak, ancak bileşenlerinin bireysel raporlarında değil.","Veriler, federal hükümetin kurucuları ile ilgili bireysel raporlarda yer alacak.",tr,2
72,Boca da Corrida Encumeada (yumuşak; 5 saat): Curral das Freiras ve Ribeiro do Poco Vadisi manzarası.,"""Curral da Freiras ve Ribeiro do Poco Vadisi'nin Görüntüleri"" bölüm 5.",tr,1
73,"Kâr oranı: Yıllık borçlu para birimi veya diğer zaman birimi başına ücretlendirilmiş fiyat, genellikle yüzde olarak ifade edilir.",faiz oranları sıfırdan yüzde 15'e kadar değişebilir.,tr,1
74,bu bu jack çıkmak için eğlenceli bu haklı oh bu komik bir hikaye,Bu hikayeyi anlatmaktan zevk alacağım.,tr,1
75,"Erlenborn, Notre Dame Üniversitesi, Indiana Üniversitesi, Illinois Üniversitesi ve Loyala Üniversitesi'nde lisansüstü derslere katıldı.","Erlenborn, en az dört farklı üniversitede derslere katıldı.",tr,0
76,"Bu nedenle, avukatlık yapabilmek için yeterince şanslı olan ve başka bir avukata gidebilen insanlardan farklı olarak, müşterilerimiz sadece yasal sistemde kaybolur, eğer bizden erişemezlerse.",Müşterilerimiz avukatlık yapabilir ve avukatlar arasında bounce yapabilirler.,tr,2
77,Sonunda kadın gözlerini yumuşak bir şekilde açtı.,Gözlerini açtı.,tr,0
78,"En güzel olanı, Absalom’un (King David’in oğlu) büyük çamurlu mezarıdır.",Absalom’un Mezarı/Piları büyük bir çatıya sahiptir.,tr,0
79,Ritz’in bahsedilmesi tesadüfi bir not değilse?”,Ritz’i tesadüfen mi anlattınız?,tr,0
80,"Bu dört cümle, profesörün yolunu atmak için her zaman plagiarize edilmiş kağıtlarda yerleştirdiğiniz dört cümle.",Bu dört cümle profesörleri paragrafın ötesine geçmeye zorluyor ve dolaylı olarak plagiarist bilgileri kaçırıyor.,tr,1
81,"Bu adam, yolda hırsızlık yaptığını ve para ya da uçak bileti olmadan Avrupa'nın ya da Orta Doğu'nun bir havalimanında çalındığını iddia ediyor.",Yolda hırsızlık yaptığını ve parası ya da uçak bileti olmadığını iddia etti.,tr,0
82,1820'li yıllarda İskoç ulusal gururunun bir sembolü olarak planlanmış ve o zamanki popüler neoklasik tarzına aykırı olarak mini-Parthenon olarak tasarlanmıştır.,Parthenon’un daha küçük bir versiyonu olarak tasarlanmıştır.,tr,0
83,"İhale verileri, sağlık hizmetlerinin kullanımı ile ilgili en doğru bilgileri sağlarken, hastanın kendi raporundan bilgi almak amacıyla yeterli izlemeyi sağlamak önemlidir çünkü birçok kişi alkolle ilgili olayları sigorta ortaklarına bildirmez.",Hastalığa katkıda bulunan alkolle ilgili olaylar genellikle hastalar tarafından sigorta şirketlerine bildirilmemiştir.,tr,0
84,"Lütfen bu konuyla ilgili konuşabilir misiniz, kamuoyunda kauçuk çiğnemenin sosyal çerçeveleri ile ilgili olarak?","Halkın karıncası hakkında bir görüşünüz yok, görüyorum.",tr,2
85,H-2A işçisi ülkeyi terk etmek zorundadır ve bunu yapmadığı için sınır dışı edilmektedir.,H-2A işçisi bir suç işledi.,tr,1
86,"Araştırmacılar, e-posta kontrolünün kaybı ve sevdiklerinin hastalığı gibi beklenen stresleri buldular.",Stresler araştırmacıların beklediği gibi insanları etkiledi.,tr,0
87,Bu yolda yürümek zorundasın.),Sen olduğun yerde kalabilirsin.,tr,2
88,"Yahuda ve İsrail krallıklarını temsil eden 28 devlet, Viollet-le-Duc'un çizimlerinden sonra yeniden şekillendirilmiştir; orijinal olanlar Devrim sırasında çekilmiştir, çünkü bunlar Fransa'nın kralı olarak düşünülmüştür.",heykellerini düşürenler idam edildi.,tr,1
89,Ca'daan arkasından kapıyı kapattı ve hayırlısı tuttu.,"Ca'daan kapıyı kapattı, içeri girdiklerinde kapıyı kapattı.",tr,0
90,Louisian yalıtımı gibi küçük şehirler petrol alanları boyunca dağıldı; ana tren hattı aralarında bağlandı.,Büyük bir tren hattı tüm küçük şehirler arasında yürüdü.,tr,0
91,"bence insanların daha düşük bir geliri var, otomatik olarak daha düşük bir eğitim ile eşittir.","Daha yüksek gelir, daha düşük eğitimle aynıdır.",tr,2
92,"İyi bir sevinç olsun,","İyi ki varsın, çünkü bira zamanı yaklaşıyor.",tr,1
93,"Bu hikayeyi gözden geçirirken, bazı önemli farklılıklar yapmak önemlidir.",Geçmişi analiz etmenin bir anlamı yok.,tr,2
94,"Siyah Nehri, 71 km (44 mil) uzaklıktadır, Jamaika'nın en uzun yolu; iç yerleşim yerlerinden rum ve lumber taşımak için kullanılan bir arteriyel yoldur.",Siyah Nehri adını aldı çünkü akışındaki su aslında siyah.,tr,1
95,Bizim şehirde beş bin biz uh yerel FM AM istasyonu olan bir var ve onların haberleri CNN tarafından beslenir çok uh daha fazla uh,Şehir radyo istasyonu hiçbir zaman ulusal haber kaynaklarına güvenmemiştir.,tr,2
96,Tüm kuruluşlar için yaygın olan kontrol faaliyetlerinin belirli kategorileri vardır.,Güvenli iş uygulamaları gibi kontrol faaliyetleri tüm kuruluşlarda yaygındır.,tr,1
97,"Toplantıya 100'den fazla yargıç, avukat ve hakem katıldı.",Toplantıya sadece iki kişi katıldı.,tr,2
98,Adren’i unutmuştu.,Bu sefer Adrin'i hatırlıyordu.,tr,2
99,"Başka bir deyişle, makalede, siyasetçileri ilgilendiren potansiyel çıkar çatışmalarını ortaya koymak ve gazetecileri ilgilendirenleri görmezden gelmek için çok tipik bir gazetecilik ticini ortaya koymuştur.","Gazete, gazetecilerin siyasetçilerin etrafındaki potansiyel çıkar çatışmalarını ortaya koymalarını, ancak diğer gazetecileri asla ortaya koymamalarını göstermektedir.",tr,0
100,Genç rönesansın son nedeni boomer kendini obsesyonudur.,"Boomer öz obsesyonu, genç rönesansın nedenlerinden biridir.",tr,0
101,"1505'te Columbus'un ölümünden sonra, Jamaika oğlu Diego'nun mülkiyeti oldu ve Don Juan de Esquivel'i adaya hükümdar olarak gönderdi.","Jamaika, Columbus'un oğlu Diego tarafından miras alındı.",tr,0
102,"Bunun yerine, Dr. Doug Ross, bir sonraki iki bölümde zorlanıyor çünkü maverick kalp krizi bir son derece hasta bir çocuğa yetkisiz bir ağrı kesici veriyor (Çarşamba, 10 pm).",George Clooney işini kaybedecek çünkü üreticiler eylem yapamayacağını düşünüyor.,tr,2
103,120 “Bana polisle gitmem gerektiğini düşünmüyor musun?”,Polise gitmem gerekmiyor mu?,tr,0
104,"Evet, çünkü bence o şeyler sadece biliyorsun",Çünkü kolayca hayatta kalacaklar.,tr,2
105,Çalışanlarımızı güçlendirmek ve yatırım yapmak için bir dizi adım attık.,"Yaptığımız adımlar, çalışanlar için programlar koymaktadır.",tr,0
106,"Konuşma durumunda, Fiss, Amerikalı halkın feminizm, eşcinsellerin hakları ve endüstri düzenlemesi gibi konularda olmasını istediğinden daha az aydınlatıldığına inanıyor gibi görünüyor ki, insanlar onları aydınlatacak görüşlere ve bilgilere erişimi reddediyorlar.","Amerika’daki insanlar tartışmalı konularda çok iyi bilgilendiriliyor, Fiss’e göre.",tr,2
107,"Örneğin, rustik Bras-David piknik alanı, bir burbling akışının yanında yer almaktadır.",Piknik alanı bir akımın yakınında değil.,tr,2
108,ve oh iyi eğer ona bir güç güç kaynağı alırsanız muhtemelen onu yapmak için çok daha az zaman alır ama ben bunu yapmaktan zevk alıyorum iyi hissediyorum bunu yapıyorum oh ben çok daha iyi hissediyorum bir güç kaynağı ile bu ile bir ile bir çekme traktörü ile bu yüzden bu kadar zor basmak zorunda değilim,"Tüm bahçenizi sekiz dakika içinde yıkayacaktı, eğer bir güç motoru kullanmış olsaydı.",tr,1
109,um-hum yeah ben ilk kez dün akşam gördüm,Dün bunu gördüğümde çok etkilendim.,tr,1
110,“Bauerstein”,Alfred Inglethorp Hakkında,tr,2
111,Öğle yemeği için ne var?,Öğle yemeği için ne yiyeceğiz?,tr,0
112,"Hong Kong sakinlerinin bir anketi, şehrin geleceği hakkında kanlı bulurlar.","Hong Kong halkı tarafından yapılan bir anket, şehrin geleceği hakkında daha kanlı olduğunu görüyor.",tr,1
113,Ne zaman büyüdüğünüzde ne zaman büyüdüğünüzde ne zaman büyüdüğünüzde ne zaman büyüdüğünüzde ne zaman büyüdüğünüzde ne zaman büyüdüğünüzde ne zaman büyüdüğünüzde ne zaman büyüdüğünüzde,"Sen Galveston’da büyüdün, ben de Dallas’ta büyüdüm.",tr,1
114,"Ben, sorunun değerini en dikkatli şekilde incelemeye kadar herhangi bir memnuniyetle para veremeyeceğim gibi kurulmuşum.",Bunun için para bağışlamadan önce bir nedeni dikkatlice incelemek zorundayım.,tr,0
115,Onların ne yaptıklarını sevdiklerini biliyorsun Onların ne yaptıklarını iyi hissettiğini biliyorsun Bu tür bir şey daha fazladır,Tüm demeanörlerinin nasıl değiştiğini görebilirsiniz.,tr,1
116,Size yardım edebilir miyim?”,Size hiçbir şekilde yardım etmiyorum.,tr,2
117,"Birçok otel için geleneksel açılış saatleri Ortodoks Paskalya'dır, ancak bazıları Nisan sonuna kadar açılmamaktadır.",Oteller Halloween'de açılmıyor.,tr,1
118,Tıbbi ve cerrahi masraflar.,Tıbbi ve cerrahi masraflar tamamlanmıştır.,tr,1
119,tam olarak ve ben burada kanepede oturduğumda ve birdenbire bir adamın elini kapı çubuğumda aldığımda o gibi uh gibi oh hayır ve bu yüzden hoşuma gitmiyor ve bunu önlemek için tek yolu tahmin etmek sadece bir şehir düzenini geçmek bu veya,"Bir adam evin içine girmeye çalıştı, böylece onu çalmaya çalıştı.",tr,1
120,"Çin takvimi, Japonya'nın kuruluş yılı hesaplamak için, Çin kozmolojik döngüsünün 1260 yılı hesaplayarak kullanılmıştır.","Japonya'nın temeli, Çin takvimini kullanarak belirlenmiştir.",tr,0
121,evet ödemek on beş evet evet biliyorum evet ve ayda on beş dolar ödediğinizde kesinlikle uzun zaman alır,"Bir ayda 100 dolar ödediğinizde, çok uzun zaman alırsınız.",tr,2
122,"Bu nedenle, net ölçek avantajı başlangıçta olumlu, maaş premium için ayarlayalım ya da yapmayalım.","Başlangıç net ölçeği faydaları, maaş premium için ayarlandığında olumsuzdur.",tr,2
123,"Buraya bakın, bana bu şekilde sormak için gelecek bir işiniz yok.",Benim için böyle bir soru sormak için hiçbir sebep yok.,tr,0
124,"Uzmanlar, geçmişteki dinastikleri yaratıcı yükselişleri ve düşüşleri olan bir Çin antikinin değerini belirleyen sadece yaşın olmadığını belirtmektedir.",Koleksiyoncular sadece yaşlarından Çin antiklerinin fiyatını temel alırlar.,tr,2
125,Louisian yalıtımı gibi küçük şehirler petrol alanları boyunca dağıldı; ana tren hattı aralarında bağlandı.,Petrol alanlarında sadece bir şehir vardı.,tr,2
126,"Düzenleyici, daha kapsamlı bir iş modelini tam olarak desteklemeyebilir, çünkü bilgilerin çok sayıda yargılama ve dolayısıyla doğruluk eksikliğine dayanabileceğinden endişelenirler ve bu da raporlama standartlarının uygulanmasını zorlaştırabilir.",Raporlama standartlarının zorluğu bu iş modeli için büyük bir engel olabilir.,tr,0
127,"Öncelikle, temel hakları elde edin, yani finansal raporlama engelleme ve ele alın.",Temel öncelikle doğru olmalıdır.,tr,0
128,"Hala zayıf bir Victorian atmosferinde, Dinard iyi bir lüks villaların ve uzun, çamurlu yürüyüşler, plush oteller, zarif mağazalar, diskotikler, kumarhaneler, parklar ve bahçeler ve bir Olimpiyat büyüklüğü kamu yüzme havuzu en iyi varlıklarını korudu.","Dinard, Victorian hassasiyetini korur ve aynı zamanda lüks unsurları da içerir.",tr,0
129,"Her adımla birlikte, bazı uygulamalar çabalarının başarısı için özellikle önemlidir.",Hiçbir uygulama yararlı değildi,tr,2
130,Ama bir gün var.,Orada kesinlikle hiçbir şey yok.,tr,2
131,"Hindistan'ın birçok tapınaklarında, saraylarında ve müzelerinde kolayca abartılabilir.",Hindistan'da çok sayıda saray ve tapınak bulacaksınız.,tr,2
132,Çok basit.,karmaşık değil.,tr,0
133,Bir süredir en sevdiğim takım oldu.,Onlar benim en sevdiğim takımdı.,tr,0
134,"Tarihsel olarak tanınan bu tatlı su gölü, hem Galile Denizi olarak bilinen hem de Kinneret Gölü (bir harp anlamına gelir, şekline göre), sadece 58 km (36 mil) çevresindedir.",Galile Denizi yüzlerce yıldır Kinneret Gölü olarak da bilinmektedir.,tr,1
135,Çünkü anlamıyorum anlamıyorum anlamıyorum anlamıyorum anlamıyorum anlamıyorum anlamıyorum anlamıyorum anlamıyorum,Bence olmadan yapabiliriz ama yaşam kalitemizi büyük ölçüde değiştirecektir.,tr,2
136,Jon şehre geri döndü.,Jon dağlara doğru ilerliyordu.,tr,2
137,Leland Yasası (1) ev tanımını basitleştirir,Ev tanımını basitleştirebiliriz.,tr,0
138,"Veriler, Federal Hükümetin konsolide finansal raporlarına eşlik eden gerekli ek yönetim bilgileri olarak sunulacak, ancak bileşenlerinin bireysel raporlarında değil.",bileşen birimlerine odaklanan bireysel raporlar verileri içermez.,tr,0
139,"Yeni Şehir'deki toprak için başlangıç talebi şaşırtıcı değildi; aslında, alıcıları çekmek için teşvikler sunulmalıydı.","Başlangıçta, Yeni Şehir'deki toprak talebi yüksek ve mülk hızlı bir şekilde satıldı.",tr,2
140,"iyi onlar yenilmemiş yenilmemiş bir mevsime o kadar yakındır ki tadını çıkarabilirler ve tarih yapmak istiyorlar, bu yüzden motivasyon eksik olacağını düşünmüyorum","Herhangi bir kayıplara maruz kalmadıkça, motive kalacaklardır.",tr,1
141,"Bu nedenle, net ölçek avantajı başlangıçta olumlu, maaş premium için ayarlayalım ya da yapmayalım.",Net ölçekli faydaları zamanla olumsuz hale gelebilir.,tr,1
142,Tamamen deli olmuştu.,Tamamen normaldi.,tr,2
143,Yurt içi yatırımları finanse etmeyen tasarruflar net yabancı yatırımları arttırır ve mevcut hesap dengesini iyileştirir.,"Tasarruf, net yabancı yatırımları önemli ölçüde ve hızlı bir şekilde arttırabilir.",tr,1
144,Uzun süredir farklı özellikleri tarafından etkilenmiştir ve çeşitli alışkanlıklarını ve uygulamalarını asimile etmiştir.,Farklı özellikleri herhangi bir kültürü etkilemedi.,tr,2
